id,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
9454fc93-705d-4a2f-b20b-d27a1cfda14f,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6103,"Boeuf, entrecôte, crue",,961,231,961,231,"62,5","19,4","19,4",0,"17,1",0,0,-,0,0,0,0,-,0,0,"0,94",0,0,"8,07","6,36","0,48",0,0,0,"0,013","0,014","0,54","4,29","2,68","5,02","0,19","0,053","0,2",0,0,69,"0,075","5,44",-,"0,066","2,21","1,1","19,5","0,011",154,270,"8,13","29,8","4,25","14,5",0,"0,45","0,66","1,5",-,0,"0,069","0,2","3,91","0,6","0,29",4,"1,85"
edf86f57-36c3-46d5-b494-78d02f4031c1,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6106,"Boeuf, rond de gîte, cru",,470,111,470,111,74,"22,9","22,9","0,38","2,02","< 0,5",-,-,-,-,-,-,-,0,0,"1,13",0,0,"0,73","0,78","0,11",traces,traces,traces,traces,traces,"0,04","0,43","0,22","0,69","0,045","0,017","0,02","0,01",traces,-,"0,15",-,-,-,"2,08",-,-,-,-,-,"6,9","60,2","3,28",-,-,-,-,-,-,-,-,-,-,-,-,-,"0,93"
f6b3438c-8e03-4e78-ada3-d6c7f53ce59d,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6111,"Boeuf, faux-filet, cru",,639,152,639,152,"70,5","22,3","22,3","0,6","6,74",0,0,-,0,0,0,0,-,0,0,"1,04",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"67,3","0,082","9,28",-,"0,076","2,26","0,9","21,3","0,011",189,318,"10,6","32,2","3,26",19,0,"0,55","0,37","1,4",-,0,"0,059","0,15","5,77","0,73","0,48","9,6","1,19"
f8244a96-a42a-4181-990a-08eccd3100c7,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6116,"Boeuf, filet, cru",,553,132,553,132,"72,8","21,6","21,6","0,22","4,95","< 0,5",-,-,-,-,-,-,-,0,0,"1,08",0,0,"2,06","1,9","0,22",traces,traces,traces,traces,traces,"0,11","1,11","0,71","1,7","0,12","0,022","0,03","0,005",traces,-,"0,15",-,-,-,"2,57",-,-,-,-,-,"8,83","61,8","3,22",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,73"
a5f39742-b663-4944-956b-740691cc14d7,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6122,"Boeuf, plat de côtes, cru",,1190,287,1190,287,"58,2","18,4","18,4",0,"23,7",-,-,-,-,-,-,-,-,0,0,"0,68",0,0,"10,6","9,57","0,6",0,0,0,"0,14","0,018","0,8","6,01","3,12","7,28","0,22","0,06","0,17",0,0,76,"0,12",9,-,"0,053","1,9",-,14,"0,011",137,232,"6,68",49,"3,08",0,-,-,-,-,-,0,"0,071","0,12","3,72","0,24","0,25",5,"2,57"
809013b6-a0f7-40f6-9482-0b8d18159c8d,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6130,"Boeuf, hampe, crue",,643,154,643,154,"71,5",19,19,0,"8,63",0,-,-,-,-,-,-,-,0,0,"0,91",0,0,"3,91","2,96","0,46",0,0,0,"0,009","0,0051","0,2","1,88","1,56","2,42","0,19","0,039",-,"0,005","0,002",71,"0,15",6,-,"0,17","3,68",-,19,"0,17",142,242,"11,8","59,3","4,51",4,0,"0,1","0,15","1,5",-,0,"0,1","0,56","3,97","1,13","0,29",3,"4,61"
91a6dedd-b824-4cb1-bf55-4b9b4cf7f069,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6140,"Boeuf, joue, crue",,571,136,571,136,"73,2","22,3","22,3","0,4","5,02",0,-,-,-,-,-,-,-,0,0,"0,19",0,0,"1,81","1,75","0,51",-,-,-,-,"0,0035","0,1","0,87","0,68","1,35","0,23","0,04",-,-,-,-,"0,18",-,-,-,"3,18",-,-,-,-,-,"14,4",71,"2,7",-,-,-,-,-,-,-,-,-,"4,67",-,"0,15",-,"7,24"
5b01e386-e843-42a9-ae17-72eb4612634e,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6150,"Boeuf, jarret, cru",,513,122,513,122,"72,5","20,9","20,9",0,"4,25",0,-,-,-,-,-,-,-,0,0,"0,96",0,0,"1,22","1,43","0,15",0,0,0,0,0,"0,094","0,77","0,36","1,43","0,14","0,0076",-,-,-,59,"0,14",5,-,"0,074","1,96",-,24,"0,011",215,363,-,54,"5,32",0,0,-,"0,21",0,-,0,"0,071","0,19","5,01","0,73","0,53",11,"4,49"
761cf755-0407-41d2-b0ac-be9990231d2e,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6160,"Boeuf, tende de tranche, crue",,488,116,488,116,"74,8","23,1","23,1","0,57","2,34",0,0,-,0,0,0,0,-,0,0,"1,05",0,0,"0,8","0,82","0,19",0,0,0,"0,004",0,"0,044","0,47","0,23","0,64","0,068","0,014","0,058","0,004","0,002","61,5","0,078","7,93",-,"0,061","2,75","0,9",17,"0,006",196,329,"10,1","31,1","3,46",3,0,"0,4","0,23","1,5",-,0,"0,06","0,18","5,21","0,63","0,51","5,5","1,16"
453bf245-5c92-46ff-86f1-621d34a29898,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6201,"Boeuf, steak ou bifteck, cru",,926,223,926,223,"63,1","19,2","19,2",0,"16,2",0,0,-,0,0,0,0,-,0,0,"0,96",0,0,"6,75","7,31","0,59",0,0,0,"0,05","0,04","0,55","4,13","1,96","5,87","0,32","0,13","0,14",0,0,67,"0,15",6,52,"0,071","1,93",1,"19,8","0,012",174,307,"6,5","58,7","4,03",15,0,"0,6","0,48",0,-,0,"0,075","0,16","4,44","0,52","0,42","5,77","2,18"
d7202a46-e06a-4c1b-af64-7982ca55e227,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6202,"Boeuf, boule de macreuse, crue",,495,118,495,118,"74,5","21,8","21,8",0,"3,36",0,-,-,-,-,-,-,-,0,0,"1,17",0,0,"1,23","1,21","0,25",-,-,-,-,"0,0022","0,076","0,71","0,36","0,95","0,094","0,018",-,-,-,59,"0,097","4,95",-,"0,09","2,86",-,22,-,192,354,"10,7","37,9","4,59",0,0,-,"0,13",-,-,0,"0,12","0,19","4,43",-,"0,44",7,"1,89"
972e9c96-e4a0-4e94-a23a-8e9c5915949e,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6204,"Boeuf, onglet, cru",,577,138,577,138,"72,4","19,9","19,9","0,62","6,18","< 0,5",-,-,-,-,-,-,-,0,0,1,0,0,"2,76","2,31","0,22",traces,traces,traces,traces,traces,"0,13","1,33","1,13","2,11","0,12","0,03","0,028","0,0033",traces,-,"0,18",-,-,-,"3,63",-,-,-,-,-,"8,12","70,9","4,67",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,6"
6488e351-99a5-4240-b2eb-ccc9567d7a26,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6206,"Boeuf, rumsteck, cru",,482,114,482,114,"70,9","22,5","22,5","0,4","2,5",0,0,-,0,0,0,0,-,0,0,"1,06",0,0,"0,78","0,86","0,16",0,0,0,"0,0011","0,00086","0,056","0,48","0,24","0,86","0,081","0,031","0,046","0,00095","0,00047",63,"0,13","7,33",-,"0,067","2,48","0,9","16,5","0,0075",195,326,"9,3","50,5","3,54",6,0,"0,5","0,29","1,5",-,0,"0,062","0,21","6,17","0,58","0,57",5,"1,52"
0fb5c853-c56f-41a2-923c-b0ca2ceea1fa,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6212,"Boeuf, bavette d'aloyau, crue",,557,133,557,133,"73,7","20,4","20,4",0,"5,67",0,-,-,-,-,-,-,-,0,0,1,0,0,"2,2","2,26","0,31",0,0,0,"0,014","0,004","0,15","1,25","0,64","1,72","0,13","0,028",-,0,0,65,"0,085","14,2",-,"0,072","3,31",-,22,"0,012",195,328,11,"34,4","6,8",0,0,-,"0,31","1,2",-,0,"0,066","0,1","4,17","0,61","0,26",11,"3,12"
cb428968-e707-4e3e-af38-3ae536079f49,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6231,"Boeuf, à bourguignon ou pot-au-feu, cru",,686,164,686,164,-,24,24,0,"7,5",0,-,-,-,-,-,-,-,0,0,"0,12",0,0,"2,7","2,64","0,25",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,1",18,-,-,"2,1",-,-,-,-,-,-,"41,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daa49d0f-4362-4978-a1e7-1014eda7c5a3,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6240,"Boeuf, collier, cru",,825,198,825,198,"66,7","20,1","20,1","0,78","12,7","< 0,5",-,-,-,-,-,-,-,0,0,"0,94",0,0,"5,41","5,6","0,36",traces,traces,traces,"0,004","0,004","0,37","2,97","1,69","4,87","0,16","0,072","0,018","0,006",traces,-,"0,17",-,-,-,"2,42",-,-,-,-,-,"6,64","67,5","6,06",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,3"
f3a6fdd4-e99c-4831-87be-28c88e296f28,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6250,"Boeuf, steak haché 5% MG, cru",,547,130,547,130,74,"21,9","21,9","0,3","4,59",0,0,-,0,0,0,0,-,0,0,"1,01",0,0,"1,64","1,86","0,3",0,0,0,0,"0,0026","0,1","0,93","0,5","1,44","0,11","0,024","0,04",0,0,62,"0,097",7,-,"0,082","2,65","0,8",22,"0,011",184,353,"6,72","37,8","4,54",4,0,"0,25","0,2","0,3",-,0,"0,048","0,17","4,7","0,64","0,34",6,"2,12"
675ad7d4-261d-4790-8511-de31e06cce7b,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6252,"Boeuf, steak haché 10% MG, cru",,713,171,713,171,"69,5",20,20,"< 0,05","10,1",0,-,-,-,-,-,-,-,0,0,"0,95",0,0,"2,88","4,62","0,34",0,0,0,0,"0,0061","0,21","1,66",1,-,"0,21","0,051",-,0,0,65,"0,16",12,-,"0,072","2,24","6,8",20,"0,01",184,321,"13,9","64,7","4,79",4,0,"0,1","0,17","0,8","6,7",0,"0,042","0,15","5,07","0,6","0,37",6,"2,21"
9ac959f4-f8af-4105-878c-9bcf32a8fcf9,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6254,"Boeuf, steak haché 15% MG, cru",,873,209,873,209,"67,2","20,2","20,2","0,47","14,1",0,0,-,0,0,0,0,0,0,0,"0,9",0,0,"5,71","6,06","0,55",0,0,0,0,"0,0098","0,38","3,19","1,75","4,65","0,2","0,049","0,13","0,002","0,001",67,"0,1","9,33",-,"0,069","2,64",1,20,"0,011",171,302,"6,78","41,7","4,8","9,5",0,"0,35","0,26","1,3",-,1,"0,048","0,17","4,1","0,51","0,2","5,75","1,9"
9ea46bdc-560b-4c31-a0dc-92564c3b81ac,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6256,"Boeuf, steak haché 20% MG, cru",,1030,249,1030,249,"61,9","17,3","17,3",0,20,0,-,-,-,-,-,-,-,0,0,"0,84",0,0,"7,99","8,85","0,52",0,0,0,0,"0,014","0,59","4,28","2,36",-,-,"0,051",-,0,0,71,"0,16","12,7",-,"0,061","1,94","6,8",17,"0,01",158,270,"12,7",64,"4,18",4,0,"0,1","0,17","1,8",-,0,"0,043","0,15","4,23","0,5","0,32",7,"2,14"
25fd596a-f4c8-4560-8cb7-9952b304545f,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6270,"Boeuf, paleron, cru",,602,144,602,144,"72,3","21,2","21,2",0,"6,54",0,-,-,-,-,-,-,-,0,0,"1,19",0,0,"2,59","2,61","0,35",0,0,0,0,"0,0044","0,15","1,42","0,81","2,05","0,13","0,031",-,0,0,67,"0,12","7,45",-,"0,087","2,5",-,25,"0,012",223,343,"10,2",49,"5,51",3,0,"0,1","0,2","1,5",-,0,"0,08","0,21","3,67","0,86","0,27",3,"2,77"
f6a52a5f-9b56-4c5a-89b7-a3a6fbffbab4,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6311,"Boeuf, queue, crue",,849,203,849,203,65,"21,5","21,5","0,23","12,9","< 0,5",-,-,-,-,-,-,-,0,0,"1,02",0,0,"4,41","6,81","0,37",traces,traces,traces,"0,0017","0,005","0,31","2,92","0,88","5,47","0,15","0,042","0,032","0,005",traces,-,"0,28",-,-,-,"2,55",-,-,-,-,-,"5,45",111,"4,52",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,47"
1eff6c3c-574b-4ef1-ab63-90936f6f7f06,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6510,"Veau, côte, crue",,787,189,787,189,"68,9","18,3","18,3",0,"12,9",0,-,-,-,-,-,-,-,0,0,"0,97",0,0,"4,84","5,54","0,93",0,0,0,"0,01","0,11","0,64","2,6","1,33","4,29","0,74","0,036","0,049",0,0,82,"0,11","11,5",-,"0,1","1,26","2,8",22,"0,027",184,290,"5,62","43,4","4,29",0,-,-,"0,21",-,-,0,"0,07","0,23","2,69","1,13","0,2",12,"2,82"
3291eb64-8516-4c6a-abd9-0107ba82e03e,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6513,"Veau, carré, cru",,606,145,606,145,"74,1","19,5","19,5","0,4","7,25",0,-,-,-,-,-,-,-,0,0,"1,08",0,0,"3,18","2,08","0,38",0,0,0,0,"0,02","0,22","1,2","0,75",-,-,-,-,0,0,82,"0,22","15,3",-,"0,12","1,45",-,25,"0,028",208,327,-,"89,3","3,2",0,0,0,"0,27","4,6",-,0,"0,08","0,27","7,63","1,26","0,44",15,"1,37"
b17a87f8-3af9-4872-a31a-5d99999d06aa,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6521,"Veau, escalope, crue",,457,108,457,108,"73,7","20,7","20,7","0,58","2,6",0,-,-,-,-,-,-,-,0,0,"1,08",0,0,"0,6","0,83","0,95",-,-,-,-,"0,0029","0,048","0,36","0,19","0,83","0,63","0,044","0,22","0,042","0,011",-,"0,097",10,73,"0,09",2,"2,52",21,"0,013",171,380,"7,2","38,7","2,56",traces,-,-,"0,15",-,-,-,"0,13","0,28","5,7","0,85","0,44",5,2
03fc0f05-1afb-4ea8-b921-cb024d1eeda9,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6522,"Veau, noix, crue",,467,111,467,111,"75,4","21,8","21,8",0,"2,58",0,-,-,-,-,-,-,-,0,0,"1,12",0,0,"0,79","0,92","0,36",0,0,0,0,"0,013","0,086","0,45","0,23","0,7","0,25","0,0063","0,057",0,0,78,"0,19",9,-,"0,11","0,92",-,26,"0,029",220,367,"6,95","74,5","2,64",0,0,0,"0,3","3,9",-,0,"0,08","0,27","7,41","1,07","0,53",14,"2,08"
131a4981-68f5-48b9-8bb6-5a21941c97af,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6530,"Veau, filet, cru",,402,95,402,95,-,"20,6","20,6",0,"1,4",0,-,-,-,-,-,-,-,0,0,"0,25",0,0,"0,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,24",12,-,-,2,"2,4",-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eb43558e-24ba-41f1-9148-0bc1f33e3c13,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6535,"Veau, steak haché 20% MG, cru",,1010,243,1010,243,-,"16,7","16,7","0,4","19,5",0,-,-,-,-,-,-,-,0,0,"0,2",0,0,"8,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,19",11,-,-,"0,84",-,-,-,-,-,-,"74,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a99f1b05-b8a9-46e0-9932-a48050487504,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6536,"Veau, steak haché 15% MG, cru",,864,208,864,208,-,"18,2","18,2",traces,15,-,-,-,-,-,-,-,-,0,0,"0,17",0,0,"6,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,17",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80cb0a8e-deaa-47d3-8569-f95c8e7fcf62,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6540,"Veau, poitrine, crue",,733,176,733,176,"67,7","18,7","18,7",0,"11,2",0,-,-,-,-,-,-,-,0,0,"0,9",0,0,"3,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,"0,21",8,-,"0,094","1,22","2,8",18,"0,01",172,286,8,"82,5","2,33",-,0,-,-,-,-,-,-,-,-,-,-,-,-
787378ae-7ca8-4d1e-8a45-44ca2bbe64cb,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6550,"Veau, rôti, cru",,611,145,611,145,"66,5","27,3","27,3",0,"3,96",0,-,-,-,-,-,-,0,0,0,"1,19",0,0,"2,39","0,56","0,18",-,-,-,0,"0,082","0,24","1,2","0,36","0,56","0,14","0,0066","0,0011","0,022","0,0057","26,2","0,2",7,-,"0,11","1,35",< 5,27,"0,029",223,372,"9,11",79,"2,34",0,0,"1,3","0,29",-,-,0,"0,08","0,28","9,56","1,09","0,47",14,"1,05"
dddf40b7-cf31-4cef-817e-4536be14e5a0,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6560,"Veau, épaule, crue",,523,124,523,124,"74,9","20,7","20,7",0,"4,63",0,-,-,-,-,-,-,0,0,0,"1,07",0,0,"1,55","1,86","0,47",-,-,-,0,"0,03","0,2","0,86","0,43","1,42","0,34","0,013","0,059",-,-,86,"0,15",16,-,"0,12","1,16","2,8",24,"0,029",208,311,"6,9","61,1","3,98",0,0,"0,5","0,26",-,-,0,"0,09","0,29",6,"1,45","0,38",11,"2,69"
f2ad47a5-4d26-4af1-b5e5-321948016506,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6580,"Veau, pied, cru",,769,184,769,184,-,"19,1","19,1",traces,12,-,-,-,-,-,-,-,-,0,0,"0,67",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,12",11,-,-,"2,9",-,15,-,206,320,-,48,-,-,-,-,-,-,-,0,"0,18","0,27","6,3",-,"0,2","6,9","1,4"
b0764e86-dd9c-44ef-bf21-6875a4b23072,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6583,"Veau, jarret, cru",,496,118,496,118,"75,4","21,3","21,3",0,"3,66",0,-,-,-,-,-,-,-,0,0,"0,22",0,0,"1,11","1,56","0,37",-,-,-,-,"0,016","0,13","0,63","0,3","1,19","0,26","0,011","0,052",-,-,-,"0,21",9,-,-,"1,2",-,-,-,-,-,"6,29","82,8","5,01",-,-,-,-,-,-,-,-,-,"5,92",-,"0,3",-,"2,3"
ad7415f5-aa50-4f12-aea5-e7fb61b2d172,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6590,"Veau, collier, cru",,556,133,556,133,"73,8","19,8","19,8",traces,"5,92",-,-,-,-,-,-,-,-,0,0,"0,15",0,0,"1,99","2,53","0,52",-,-,-,-,"0,04","0,25","1,08","0,56","1,97","0,39","0,018","0,052","0,021","0,0041",-,"0,15",-,-,-,"1,01",-,-,-,-,-,"7,21","59,9","4,29",-,-,-,-,-,-,-,-,-,"4,87",-,"0,21",-,"2,02"
b5b1d9bb-6f59-442b-9c59-cf04988032cb,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28001,"Porc, épaule, crue",,743,178,743,178,"69,6","18,9","18,9","0,38","11,2",0,0,-,0,0,0,0,-,0,0,"0,92",0,0,"4,41","5,51","1,29",0,0,0,"0,01","0,01","0,14","2,71","1,5","4,47","1,02","0,054","0,05",0,"0,003","60,5","0,12","10,7",-,"0,089","0,65",1,19,"0,012",191,335,"9,25",50,"2,59","3,5",0,"1,25","0,15",0,-,"0,7","0,84","0,24","3,84","0,73","0,42","3,25","0,49"
163b4b30-aa82-4b6f-88ad-46653c1a6c7d,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28002,"Porc, poitrine, crue",,1050,253,1050,253,"59,8",17,17,0,"20,5",-,0,-,0,0,0,0,-,0,0,"0,85",0,0,"7,89","9,65",2,-,-,-,"0,021","0,016","0,3","4,67","2,54","7,63","1,8","0,11",0,0,-,"81,7","0,14","6,68","86,4","0,1","0,52","0,97","18,8","0,012",382,293,< 40,"56,1","1,84",0,-,"0,19","0,1",0,-,0,"0,59","0,15","4,65","0,6","0,35","1,67","0,37"
b46ea323-3b8a-4f03-b1d5-5a0819519f8f,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28003,"Porc, longe, crue",,733,175,733,175,"67,7","20,8","20,8","0,75","9,89",0,0,-,0,0,0,0,-,0,0,"0,96",0,0,"3,51","5,21","1,07",0,0,0,"0,0082","0,0082","0,13","2,22","1,14","4,4","0,73","0,06",0,0,0,64,"0,17","8,99",-,"0,078","0,84",1,"21,7","0,012",187,342,"8,07","66,7","2,67",2,0,"0,53","0,16",0,-,"0,6","0,82","0,22","4,06","0,66","0,42","1,35","0,59"
d04e6994-5469-44f9-9370-3979dcc80215,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28004,"Porc, jarret, cru",,780,187,780,187,"67,7","19,9","19,9",0,12,0,-,-,-,-,-,-,-,0,0,"1,03",0,0,"3,94","5,07","2,41",0,0,0,"0,007","0,007","0,14","2,45","1,27","4,66","2,11","0,093",-,0,"0,003",67,"0,21",12,-,"0,13","0,69",-,19,"0,022",204,329,-,84,"2,02",6,0,"0,5","0,31",0,-,0,"0,47","0,31","5,75","0,59","0,48",0,"0,54"
dfd07132-9f97-4c0a-bf7d-68244e2191be,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28100,"Porc, côte, crue",,687,164,687,164,"69,5","19,8","19,8","0,38","9,3",0,0,-,0,0,0,0,-,0,0,"0,98",0,0,"3,75","4,3","1,01",0,0,"0,001","0,0094","0,0073","0,15","2,12","1,22","3,39","0,81","0,043",-,0,"0,002","56,4","0,12","7,05","81,3","0,087","0,66","1,1","22,2","0,011",463,350,< 40,"49,2","2,31",3,0,"0,6","0,13",0,"3,22",0,"0,71","0,18","4,99","0,81","0,41",0,"0,35"
91416f74-49dd-4796-be78-87cfa57cac6c,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28102,"Porc, rouelle de jambon, crue",,623,149,623,149,"71,2","20,2","20,2",0,"7,56",0,-,-,-,-,-,-,-,0,0,"1,05",0,0,"2,51","3,16","1,53",0,0,0,"0,0043","0,0043","0,095","1,58","0,83","3,16","1,47","0,064",-,0,"0,0023",58,"0,14",12,-,"0,079","1,13",-,20,"0,009",180,366,"10,3","56,3","1,93",5,0,"0,5","0,2",0,-,0,"0,5","0,31","5,62","0,63","0,51",0,"0,4"
d3d8a2c4-564c-4f69-a2f2-2964ebbe771d,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28104,"Porc, carré, cru",,612,146,612,146,"70,3","22,7","22,7","0,4","5,94",-,-,-,-,-,-,-,-,0,0,"0,69",0,0,"2,4","2,92","0,59",-,-,-,"0,0063","0,0038","0,074","1,48","0,82","2,36","0,46","0,021","0,024",-,-,47,"0,094",-,-,-,"0,57",-,-,-,210,379,"6,57","37,8","1,44",-,-,-,-,-,-,-,"0,76","0,13",-,-,"0,59",-,"0,33"
14daee02-4263-407f-b571-dfc75a6ad4ee,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28201,"Porc, filet, maigre, cru",,493,117,493,117,"74,4","21,2","21,2",0,"3,6",0,0,-,0,0,0,0,0,0,0,"1,1",0,0,"1,43","1,56","0,4",0,0,0,"0,001","0,002","0,052","0,83","0,46","1,36","0,36","0,02",0,0,0,"63,3","0,18","6,38",-,"0,095","0,93","1,08","27,1","0,014",237,416,"8,48","72,3","2,53",0,0,"0,36","0,16",0,"3,7",0,"0,98","0,28","5,8","0,81","0,58","2,35","0,58"
d4ebf888-b5e7-4b17-b33d-63ad82d846cc,04,0402,040202,"viandes, œufs, poissons et assimilés",viandes crues,porc,28204,"Porc, filet mignon, cru",,519,123,519,123,"74,9","21,2","21,2","0,4","4,09",0,-,-,-,-,-,-,-,0,0,"1,01",0,0,"1,69","1,72","0,52",0,0,0,"0,0042","0,003","0,073","0,89","0,49","1,33","0,4","0,018","0,057","0,0024",0,"33,3","0,11","8,99",-,"0,089","0,82",-,"27,6","0,014",225,395,"< 0,4","43,8","1,68",0,0,"0,3","0,22",0,-,0,"0,95","0,21","6,6","0,84","0,5",0,"0,31"
