"ingredient_id","name","portion","quantity","unit"
"6405bfceb9d07cd5d38d7bea",Dip d'avocat,pièce,100.0,g
"6405bfceb9d07cd5d38d7bea",Dip d'avocat,pot,100.0,g
"6405bfc5b9d07cd5d38d7bce",Échalote,pièce,30.0,g
"5c8bcd9be3f3397358648c94",Échalote,pièce,30.0,g
"6405bf7bb0da19477798629e",Échine de porc désossée,pièce,200.0,g
"6405bf82af4af6d531d50be9",Échine de porc désossée,pièce,200.0,g
"5bdc60dbae08b57bc06363d5",Échine de porc désossée,pièce,200.0,g
"5af2be6aae08b5194415a2c7",Endive,pièce,150.0,g
"6405bf49b0da1947779861ee",Endive,pièce,150.0,g
"6405bf91b9d07cd5d38d7b1c",Endive,pièce,150.0,g
"6405bf9fb9d07cd5d38d7b54",Entrecôte de bœuf,pièce,250.0,g
"5ca75c8fe3f33925b82ec686",Épi de maïs,pièce,200.0,g
"6405bfa0af4af6d531d50c4f",Épi de maïs,pièce,200.0,g
"6405bfa5af4af6d531d50c60",Épices italiennes,sachet,10.0,g
"5c8bcda9e3f339735561c2c4",Épices mexicaines,sachet,10.0,g
"6405bfd0b0da1947779863c0",Épices mexicaines,sachet,10.0,g
"6405bf3aaf4af6d531d50acf",Épinards,sachet,150.0,g
"5af2be60ae08b5194415a2a2",Épinards,pièce,150.0,g
"6405bf5eb0da19477798622e",Escalope de dinde,pièce,150.0,g
"6405c021b0da1947779864d7",Escalope de jambon,pièce,100.0,g
"5e81e04e65d0084a291b703a",Escalope de poisson pané aux céréales,pièce,150.0,g
"64073d7c9c6d10cd16eab747",Escalope végétarienne,pièce,100.0,g
"5af2be5bae08b5194415a290",Estragon,brin,1.0,g
"5af2be5bae08b5194415a290",Estragon,botte,20.0,g
"6405bfd8b0da1947779863d8",Estragon,sachet,20.0,g
"5af2be66ae08b5194415a2b7",Falafels,paquet,200.0,g
"64073bc99c6d10cd16eab642",Falafels et sauce yaourt-menthe,paquet,200.0,g
"6405bf49af4af6d531d50b0f",Faux filet de bœuf,pièce,200.0,g
"6405bfe5af4af6d531d50d2c",Fenouil,pièce,200.0,g
"5af2be11ae08b5194415a18b",Fenouil,pièce,200.0,g
"6405bfd2af4af6d531d50cf8",Fenouil moulu,sachet,10.0,g
"64073ce69c6d10cd16eab6ff",Feuille de brick,pièce,15.0,g
"5af2be04ae08b5194415a152",Feuille de laurier,pièce,1.0,g
"6405bf23b0da19477798616a",Feuille de laurier,pièce,1.0,g
"5af2be04ae08b5194415a152",Feuille de laurier,feuille,1.0,g
"5af2bdecae08b5194415a0ee",Feuilles de lasagne,pièce,50.0,g
"5c794b05e3f3396cd34fd754",Feuilles de lasagne fraîches,feuille,50.0,g
"5c794b05e3f3396cd34fd754",Feuilles de lasagne fraîches,pièce,50.0,g
"5b8022a830006c3a643a4e62",Figues,pièce,50.0,g
"5cfa73a3d8a871000b700302",Filet d'églefin,pièce,150.0,g
"5af2be9aae08b5194415a37c",Filet d'églefin sans peau,pièce,150.0,g
"64073bbf683721c9a32b0756",Filet d'églefin sans peau,pièce,150.0,g
"6405bf6caf4af6d531d50ba2",Filet d'églefin sans peau,pièce,150.0,g
"5af2be07ae08b5194415a165",Filet de bar avec peau,pièce,200.0,g
"6405bf81b9d07cd5d38d7aeb",Filet de bar avec peau,pièce,200.0,g
"5cdea5d0bfc591000c342572",Filet de cabillaud,pièce,200.0,g
"5c794afee3f3396cd34fd752",Filet de cabillaud (100 g),pièce,100.0,g
"5af2be72ae08b5194415a2e3",Filet de cabillaud sans peau,pièce,200.0,g
"6405bf5db0da19477798622d",Filet de cabillaud sans peau,pièce,200.0,g
"64073baadf6297bb5beef101",Filet de cabillaud sans peau,pièce,200.0,g
"6405bf83b9d07cd5d38d7aee",Filet de canard,pièce,200.0,g
"6405bf4faf4af6d531d50b2a",Filet de canette,pièce,250.0,g
"5b1a8f6eae08b5414802e882",Filet de colin sans peau,pièce,150.0,g
"5af2be85ae08b5194415a337",Filet de daurade avec peau,pièce,200.0,g
"64073bb6683721c9a32b074c",Filet de daurade avec peau,pièce,200.0,g
"6405bf36af4af6d531d50ac3",Filet de daurade avec peau,pièce,200.0,g
"5c66d29be3f3395bc35f7312",Filet de lieu jaune,pièce,200.0,g
"64073fc2683721c9a32b0908",Filet de lieu jaune,pièce,200.0,g
"64073bab9c6d10cd16eab61c",Filet de lieu noir,pièce,200.0,g
"6405bfb1b0da194777986354",Filet de lieu noir,pièce,200.0,g
"64073bb19c6d10cd16eab625",Filet de merlu avec peau,pièce,200.0,g
"5af2c154ae08b51b804e58c4",Filet de merlu avec peau,pièce,200.0,g
