hellofresh_id,ciqual_id,ciqual_alim_nom_fr
6405bfefaf4af6d531d50d49,007be412-ebb5-4901-a383-e9ca996f9005,"Prune, crue"
6405bf7cb0da1947779862a5,bcc77548-6a05-4d05-a9d1-7f89a26e4bea,"Gingembre, racine crue"
6405bf66af4af6d531d50b8f,fd1ae9e8-bfff-4094-ae75-baf732c85288,Quatre épices
6405bfedb0da19477798641d,34b8c17c-d1f6-4a62-ac66-b40cf45a6dfa,"Quinoa, cru"
5af2be41ae08b5194415a232,34b8c17c-d1f6-4a62-ac66-b40cf45a6dfa,"Quinoa, cru"
6405bf44af4af6d531d50af7,b88313a0-8175-4b49-915f-29e0b0be9b69,Raclette (fromage)
6405bfacaf4af6d531d50c74,b88313a0-8175-4b49-915f-29e0b0be9b69,Raclette (fromage)
6405bf2cb0da194777986190,b88313a0-8175-4b49-915f-29e0b0be9b69,Raclette (fromage)
5ca75c8be3f33925825eec73,99cff080-ad52-4d61-b785-bbe30355b653,"Laitue iceberg, crue"
6405bff1af4af6d531d50d4f,99cff080-ad52-4d61-b785-bbe30355b653,"Laitue iceberg, crue"
5beeea4130006c19492ac426,72f4f52f-19a8-459f-ad96-130349097dcc,"Roquette, crue"
6405bf66af4af6d531d50b8d,72f4f52f-19a8-459f-ad96-130349097dcc,"Roquette, crue"
6405bfeab0da194777986416,e5ef367f-5a2f-4914-9e99-ed72d2a578c9,"Radis rouge, cru"
5af2be0eae08b5194415a17e,e5ef367f-5a2f-4914-9e99-ed72d2a578c9,"Radis rouge, cru"
6405c008b9d07cd5d38d7cb0,1b690012-5ac3-463d-b4cb-c86d2ace3d96,"Radis noir, cru"
6405c000b0da19477798645b,e5ef367f-5a2f-4914-9e99-ed72d2a578c9,"Radis rouge, cru"
5b0bb2c630006c47d07bd8b6,693ff675-5bb1-4e26-93a3-20149eaed6a3,Blanquette de veau
5af2be2bae08b5194415a1e1,0fbb6f04-20a8-4cb4-88e1-6830e629fb42,"Raisin noir, cru"
