hellofresh_id,ciqual_id,ciqual_alim_nom_fr
64073bc4df6297bb5beef12e,,Pas de correspondance
5af2be5dae08b5194415a297,,Pas de correspondance
5dc1933b61275278b44aa5c9,,Pas de correspondance
64073c0cdf6297bb5beef176,,Pas de correspondance
64a2985ff12193f26cfae1c7,,Pas de correspondance
6405bf93b0da1947779862f5,,Pas de correspondance
6405bf91b9d07cd5d38d7b1c,205564bf-5f54-43cc-93f6-c18ed8ee7563,"Endive, crue"
5ca75c8fe3f33925b82ec686,,Pas de correspondance
6405bfa5af4af6d531d50c60,061170c1-7585-4b89-84ac-c478cadf8761,Epice (aliment moyen)
5d2c50039de58100111e3d87,061170c1-7585-4b89-84ac-c478cadf8761,Epice (aliment moyen)
6405bfd0b0da1947779863c0,,Pas de correspondance
6405bf3aaf4af6d531d50acf,d20a36bc-a35a-4148-8c31-5e386370a510,"Épinard, cru"
5af2be60ae08b5194415a2a2,d20a36bc-a35a-4148-8c31-5e386370a510,"Épinard, cru"
64073be3683721c9a32b077f,d20a36bc-a35a-4148-8c31-5e386370a510,"Épinard, cru"
6405bf5eb0da19477798622e,,Pas de correspondance
6405c021b0da1947779864d7,14b9f06f-d63e-4121-8458-07db79bbcbbb,"Porc, escalope de jambon, crue"
5e81e04e65d0084a291b703a,6f46bd4b-7b3c-47c4-ba7f-baecbcea7ba7,"Poisson pané, surgelé, cru"
64073d7c9c6d10cd16eab747,,Pas de correspondance
6405bfd8b0da1947779863d8,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
64073c349c6d10cd16eab6a8,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
5af2be5bae08b5194415a290,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
5beec8e830006c7bdc6df1e3,060f2c23-6f58-4b40-9a06-e57c86106214,"Esturgeon, cru"
64073c6f683721c9a32b07e1,2f228b28-5a3e-4dc9-a817-b2de6212dae8,"Cerfeuil, frais"
5c26420ec445fa3b712401b4,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
6405bf2ab0da19477798618b,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
5d933d54ee11f33f5c543047,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
5af2be66ae08b5194415a2b7,,Pas de correspondance
5b3f799430006c34c81e0362,,Pas de correspondance
64073bc99c6d10cd16eab642,,Pas de correspondance
64073bc1df6297bb5beef125,,Pas de correspondance
64073bc2683721c9a32b0759,,Pas de correspondance
5ebe8be42c6a58444f506d97,,Pas de correspondance
63e5123581b4b295e66f0261,,Pas de correspondance
63e5121ea0a0603e5708dcbf,,Pas de correspondance
5af2be60ae08b5194415a2a0,,Pas de correspondance
5eaa75a8c23bc358bf37e995,f6b3438c-8e03-4e78-ada3-d6c7f53ce59d,"Boeuf, faux-filet, cru"
6405bfe5af4af6d531d50d2c,18f83eef-7e4e-4d4c-9bb2-bcb47175471e,"Fenouil, cru"
