id,name,category
64656abd0c1e02e39244a1ff,Sauce satay,,
64995662461c4ddf32309848,Sauce soja,,
6407391f9c6d10cd16eab608,Sauce soja,,
6405bf8aaf4af6d531d50bfe,Sauce soja,,
5af2be52ae08b5194415a26d,Sauce soja,sauce,
64073c1d9c6d10cd16eab699,Sauce tahini,,
5af2be8aae08b5194415a350,Sauce tahini,yaourt,
64073d4b683721c9a32b0831,Sauce teriyaki,,
64073db1df6297bb5beef242,Sauce vietnamienne,,
5e0e0d291337673263799834,Sauce vietnamienne,sauce,
64073bc39c6d10cd16eab63e,Sauce Worcestershire,,
6405c007af4af6d531d50dab,Sauce yaourt-tahini,,
6405bf3daf4af6d531d50ad9,Saucisse aux herbes,,
