"id","name","brand","kcal","fat","saturated_fat","carbohydrate","sugars","fiber","protein","sodium","unit_id"
"0eaab015-6e5c-4826-8364-0f113f07c403","Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)","",532.0,58.9,18.2,0.24,0.22,0.0,0.28,0.4,1
"4d2c2e6b-7336-4606-ae16-31a3dfa0c9aa","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux","",366.0,38.6,17.5,3.0,1.91,0.0,1.44,0.53,1
"64e45b97-5a29-4c87-b9d2-47bc570a3e2e","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel","",358.0,38.0,17.3,3.05,1.5,0.0,0.9,1.63,1
b8350915-0775-40cc-855f-188d30003b37,Pain d'épices,"",,1.1,0.18,71.5,38.2,3.0,2.94,0.47,1
"65f28fa4-668f-4748-9ede-a48a38bc8036","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3","",349.0,38.8,9.0,0.0,0.0,0.0,0.0,0.3,1
a1927d24-0cee-40dd-949b-c54a04ef1522,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel","",523.0,58.0,25.0,0.2,0.2,0.0,0.2,1.25,1
"31b7fff9-e60f-4fc7-991d-6e86543b2fb3","Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3","",491.0,54.5,14.9,0.12,0.12,0.0,0.083,1.38,1
"0ca1f94d-fff7-4a28-b3fa-f365c91da23d","Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux","",536.0,59.3,18.2,0.18,0.18,0.0,0.5,0.4,1
cee453af-8021-4c2f-aeea-616871922fca,"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal","",325.0,35.0,7.8,2.5,0.1,0.0,0.1,1.23,1
c1f130b7-5cad-4f61-821a-bf2a78f0946e,Matière grasse mélangée (végétale et laitière) à 50-63% MG,"",490.0,54.0,25.7,0.6,0.6,0.0,0.4,0.44,1
"2dd0be4c-cdff-491f-8307-a0132f7f0e9c","Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel","",481.0,53.0,25.7,0.6,0.6,0.0,0.4,1.5,1
"5c686387-acba-4bc6-aff2-80b4850b1611","Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG","",397.0,40.9,20.6,5.6,2.3,0.0,1.69,0.54,1
"5be1c57c-285b-47a6-80ff-098cc4a53676","Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel","",370.0,38.0,17.5,5.6,2.5,0.0,1.5,1.75,1
"69878449-20ea-406e-95d8-9823af65b665",Saindoux,"",896.0,99.5,41.1,0.0,0.0,0.0,0.0,0.005,1
d3783f34-8322-4b72-a250-a356765897ea,"Lard gras, cru","",810.0,88.7,32.2,0.0,0.0,0.0,2.92,0.028,1
"80b11df7-eed3-4bbc-82b6-6425b736f834",Graisse de poulet,"",898.0,99.8,29.8,0.0,0.0,0.0,0.0,0.0,1
e8bf22f6-1fcf-495b-ad1a-0e3d5378cdd6,Gelée de groseille (extra ou classique),"",246.0,0.3,,59.6,58.7,0.5,0.5,0.013,1
"7815d238-e46c-4b41-bacd-9abd6f961c0d","Beurre à 82% MG, doux, tendre","",755.0,83.4,,0.5,,0.0,0.7,0.055,1
b0722d57-7d18-4ae2-854e-39b0381c5a37,Sel au céleri,"",49.0,2.53,,4.14,0.0,1.19,1.81,87.5,1
"46fc43d3-5de4-4cf4-b16a-c3656d05fe3c","Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)","",0.0,0.0,,0.0,0.0,0.0,0.0,97.8,1
ca29a480-6973-440f-8de6-f22863d5f1cd,"Fleur de sel, non iodée, non fluorée","",0.0,0.0,,0.0,0.0,0.0,0.0,94.3,1
"40a67191-d1f1-4b55-861b-cfdf5f5ff1a4","Sel marin gris, non iodé, non fluoré","",0.0,0.0,,0.0,0.0,0.0,0.0,80.5,1
"5eab6acf-af5c-4176-8343-59b0bc3a31fd","Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)","",0.0,0.0,,0.0,0.0,0.0,0.0,97.8,1
ea85753c-384c-48a3-b6c1-eb369ac48ace,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal","",548.0,60.8,14.6,0.0,0.0,0.0,0.5,0.32,1
"8274c213-e2f4-42ac-93fe-92b27a86fef6",Sauce (aliment moyen),"",,25.7,2.76,6.04,4.57,0.87,1.3,2.14,1
"650861f3-6670-494a-904c-dd9de85ede91","Olive noire, à l'huile (à la grecque)","",332.0,33.3,4.02,0.1,,11.6,2.19,8.45,1
a848491f-6b0b-4314-b5c0-3824e37d5a9e,Bûche de Noël pâtissière,"",,19.7,,30.7,23.7,1.3,4.2,0.18,1
a1688c4f-dd82-4684-8baf-c3ed21e12d38,"Cornichon, au vinaigre","",19.4,0.6,0.01,0.78,0.6,1.5,1.06,1.72,1
e14bad9f-a1ab-45d3-9f6e-2165af3343b0,Moutarde à l'ancienne,"",142.0,9.9,0.61,2.2,2.2,4.5,6.6,4.9,1
bc5bd260-7a31-416b-8dfb-37bb86784fb0,Sirop pour fruits appertisés au sirop,"",,0.5,,18.4,14.9,0.5,0.5,0.019,1
"37ef56cb-f746-4a1b-b0e0-3c9b4a0f504f",Sirop léger pour fruits appertisés au sirop,"",,0.5,,15.0,13.6,0.5,0.34,0.011,1
"023d4b7c-d0c2-49b4-9b55-8448f01d9a5a",Jus d'ananas pour ananas appertisé au jus,"",,0.5,,13.7,12.2,0.5,0.5,0.0014,1
"72293945-8e68-4835-b700-ce7a0dae65ca",Boisson infantile céréales lactées aux légumes pour diner dès 12 mois,"",,8.93,,23.6,16.2,1.45,,0.094,1
"6e88c6b7-a579-4865-b18b-1aaae6778dac",Vinaigre balsamique,"",125.0,0.6,0.0,25.8,19.1,0.5,0.69,0.068,1
"41b97a03-7c3b-4499-8084-4a1a23dd0e40","Cornichon, aigre-doux","",36.0,0.35,0.0,5.0,4.0,1.5,1.25,1.1,1
d7c891af-511b-4c51-8920-6b6d865ae837,"Lait infantile pour prématurés, prêt à consommer","",,24.7,,48.5,35.0,3.55,,0.93,1
df88cc83-7751-4071-931f-7ed5e8508e11,Olive noire (aliment moyen),"",,19.5,2.35,0.05,0.0,6.97,1.49,2.72,1
"1e085972-2297-487e-a595-5441ad22ffa2",Olive (aliment moyen),"",162.0,16.5,2.35,0.043,0.011,4.38,1.39,3.03,1
"3c6a1dfb-8935-4942-87aa-2fa9ad35d000","Bouillon de boeuf, déshydraté","",240.0,13.3,7.03,19.7,3.95,0.65,10.2,33.0,1
a5de569b-a235-4168-918d-ac518fcaf578,"Fond de veau pour sauces et cuisson, déshydraté","",343.0,7.4,3.22,59.5,22.3,2.1,8.5,16.7,1
"674b5f85-12f9-4370-bf43-0e64480c2454","Fond de volaille pour sauces et cuisson, déshydraté","",341.0,4.9,1.65,66.3,13.6,1.3,7.4,12.5,1
d5543566-338a-447f-a78f-4fc07687a38a,"Bouillon de volaille, déshydraté","",233.0,11.5,6.75,20.8,5.38,0.58,11.3,49.6,1
"3c12a941-00ad-4edd-8d9c-19d5a0a716bb","Gelée au madère, déshydratée","",248.0,0.2,0.1,17.0,1.25,0.1,44.5,28.6,1
f3c65d8b-d822-438b-a588-26f5ca11a034,Gelée au madère,"",11.3,0.01,0.004,0.8,0.1,0.004,2.0,1.48,1
e5aedb8f-9723-4c65-ac0d-1afb4a7f51ac,"Fond de veau, préemballé","",40.9,2.05,1.0,2.4,0.7,0.1,3.15,1.1,1
"410e3ab6-4fc1-447f-904d-e2638b8f16b1","Pizza, sauce garniture pour","",38.5,0.73,0.1,3.2,3.2,4.17,2.12,0.59,1
"720e9cf7-4f68-488f-9f12-ac478f0e0858","Bouillon de viande et légumes type pot-au-feu, déshydraté","",213.0,11.1,5.85,17.7,2.87,0.67,10.3,54.1,1
f8edf73a-265f-499a-9462-456ec8a3b812,"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté","",212.0,5.4,1.4,28.9,2.8,0.0,11.6,48.4,1
"85351ad4-8754-4c21-a50b-0a1465e21011","Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8,1
"71112aea-d670-4d7d-a2b1-edc1149e557d","Gingembre, poudre","",335.0,4.24,2.6,58.3,3.39,14.1,8.98,0.068,1
"65b7e9b8-ad2f-4ea1-83ad-7f3333645880","Poivre noir, poudre","",330.0,7.5,2.9,39.5,0.64,25.7,13.3,0.036,1
"058a6dc1-e3b3-4113-a92a-92ce520f31b0","Cannelle, poudre","",243.0,1.22,0.44,27.5,2.17,53.1,3.87,0.025,1
d0bc6855-9fe6-4e08-b53b-f7590de49b38,Safran,"",352.0,5.85,1.59,61.5,42.4,3.9,11.4,0.37,1
d0aaf427-4cac-475c-ab99-3ce5821c9cf7,"Cumin, graine","",427.0,22.3,1.54,33.7,2.25,10.5,17.8,0.42,1
"53029b8d-0159-47de-b10e-bf15241577e5",Noix de muscade,"",507.0,36.3,25.9,28.5,2.99,20.8,6.26,0.04,1
d55e9a25-97ec-46ff-ac04-f8f65bc3d5c3,Paprika,"",319.0,12.9,2.14,19.1,10.3,34.9,14.1,0.17,1
"5a365bde-4443-4c9a-b996-f9f20b8c451e","Carvi, graine","",334.0,14.6,0.62,11.9,0.64,38.0,19.8,0.043,1
"3ae0764f-db8c-48fc-88e7-cfd0c734046a","Fenouil, graine","",326.0,14.9,0.48,12.5,12.5,39.8,15.7,0.22,1
"8a90b4ab-a7bc-475b-b2a5-11149e94ed19","Fenugrec, graine","",350.0,6.41,1.46,33.8,8.7,24.6,27.1,0.17,1
"061170c1-7585-4b89-84ac-c478cadf8761",Epice (aliment moyen),"",346.0,10.4,4.84,37.7,2.14,25.9,12.4,0.048,1
"4d53b790-eae4-456e-bbbf-601346b269a7",Poivre de Cayenne ou piment de Cayenne,"",376.0,17.3,3.26,29.4,10.3,27.2,12.0,0.075,1
"13dadc4c-ff50-4ca0-b1d3-c7cfbaa3b02c","Curcuma, poudre","",291.0,3.25,1.84,44.4,3.21,22.7,9.68,0.068,1
e7d1eee7-0b4c-4826-bf99-aacb5452cde2,"Poivre blanc, poudre","",310.0,2.11,0.63,48.3,,26.2,11.4,0.013,1
"76fc4cf8-fb68-4cc8-9970-71736f4bf4d0",Son de blé,"",,,,,,,,,1
e797539e-0f10-4466-91fd-1aadc7feeee8,"Substitut de repas hypocalorique, crème dessert","",96.8,2.75,0.98,11.1,6.57,1.18,6.3,0.21,1
dc7f345e-4d8a-41d9-89e6-e3bf0d04461e,"Substitut de repas hypocalorique, prêt à boire","",90.6,2.45,0.55,10.4,7.2,0.5,6.65,0.19,1
"123ac026-ed39-4b22-b113-e0bcfd6685f9","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","",82.0,1.73,0.2,10.1,9.3,1.18,5.97,0.43,1
"5c41ea1f-16fb-4b89-bc43-362fd47ab382",Soupe pour bébé légumes et pomme de terre,"",38.5,0.91,0.16,5.88,1.32,1.4,1.0,0.18,1
"453f33c7-b7b5-402d-9fbb-1264de655625","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","",87.0,2.28,0.28,10.2,10.0,0.63,6.07,0.19,1
"71c457d3-27c7-4506-81f1-fae48d14ac25",Son d'avoine,"",359.0,6.48,1.16,51.0,2.23,16.7,15.8,0.016,1
"7cd4704b-50c9-4cb2-ba86-dbe6f0379ee1",Levure alimentaire,"",334.0,4.5,0.7,21.8,2.5,22.5,40.4,0.35,1
a51859fa-7fee-4559-8584-2a92a2363aa0,"Gélatine, sèche","",348.0,0.1,0.036,0.0,,0.0,86.9,0.75,1
"1762c722-03ed-49c4-b17e-820a8a8f193c",Sirop léger pour poire appertisée,"",60.7,0.3,,14.6,12.5,0.5,0.5,0.0043,1
"7651a965-be31-416d-bbe7-9732b796cb6c","Tofu soyeux, préemballé","",54.3,2.9,0.47,1.53,1.13,0.6,5.0,0.013,1
ba02509e-7742-4315-89a7-23b6d9c5f489,"Pollen, partiellement séché","",358.0,4.2,,52.5,36.5,11.3,21.9,0.22,1
"80da48bc-4f22-48b3-ba2e-91116045dde4","Lait 1er âge, poudre soluble (préparation pour nourrissons)","",496.0,25.3,,55.0,38.7,2.48,10.7,0.4,1
d40f7e97-f725-4c34-acc9-9d1b04cf45be,"Lait 2e âge, poudre soluble (préparation de suite)","",484.0,23.2,,56.3,36.4,2.14,11.4,0.46,1
c55a33f3-a899-4929-b7fa-69cd51e3ed78,Base de pizza à la crème,"",261.0,2.6,0.8,51.1,1.8,1.0,7.7,1.75,1
"3f222947-0bba-4609-8e10-f07df8404232",Base de pizza tomatée,"",232.0,2.7,0.8,44.6,1.5,1.0,6.9,1.75,1
"66bc18ec-2dbe-4d1e-ace7-b0cfa3b1664e",Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois,"",82.1,2.83,1.42,11.6,3.71,0.9,2.1,0.09,1
b4db9b5c-876e-480e-8bf3-a941797ff811,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois,"",67.6,3.0,1.23,7.7,6.8,1.5,1.71,0.096,1
ba93ce3d-cf9f-481e-af38-1dc7cb55d5de,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,"",83.7,2.7,1.26,12.1,5.7,3.0,1.94,0.08,1
abf5bd50-a10d-4adb-b7b0-e0aeb28171d7,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,"",84.2,2.8,1.26,11.6,5.57,3.0,2.31,0.083,1
a3f34e0b-efac-4a80-ad13-7243dc2d3556,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois,"",86.3,2.78,1.19,12.6,4.7,1.1,2.18,0.066,1
"3650a1de-8355-411f-b3ee-724822c38d4c",Vin rouge,"",82.1,0.0,0.0,2.63,0.62,0.0,0.07,0.0025,2
fdfef173-53c0-46ec-98c8-23028c6fbd46,Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales),"",75.5,2.6,1.15,10.4,5.78,3.0,1.81,0.048,1
"7887b4be-e4a8-4d5b-9d85-bc3c580a96fd",Boisson infantile céréales lactées pour le petit déjeuner,"",85.5,2.89,1.23,12.7,4.7,0.6,1.86,0.083,1
"929ba19a-336a-4120-84f5-cd42925bf888",Boisson infantile céréales lactées (aliment moyen),"",86.3,2.78,1.19,12.6,4.71,1.1,2.18,0.066,1
"3cee0a64-b5a1-44b5-bd47-08b04fbdf8ff","Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)","",60.9,2.71,1.1,7.77,5.98,0.0,1.25,0.06,1
"05d61b38-5eca-4c9a-b274-d1ad195fed3a","Lait 1er âge, prêt à consommer (préparation pour nourrissons)","",71.8,3.79,1.48,8.04,6.72,0.5,1.19,0.04,1
a0f6f75d-dba7-40b1-8871-b090c89140d6,"Levure de boulanger, compressée","",,1.9,0.26,11.9,0.0,7.15,8.3,0.058,1
bb8ae55b-2a39-4ee4-b964-0e5bd3cd12c8,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)","",65.1,2.9,1.14,8.23,5.63,0.5,1.19,0.055,1
"1a4fc0d4-a5fd-48bd-95ad-579ab91f90f3","Salade de pommes de terre, fait maison","",,8.2,1.43,9.9,,1.3,2.68,1.32,1
"324e2cae-793e-4ecf-843c-35a0bbe2af8a","Petit pot légumes, dès 4-6 mois","",26.3,0.5,0.0002,3.8,3.7,2.6,0.9,0.042,1
"380a33aa-58c9-4b93-98a2-79211c6d9178","Petit pot légumes, avec féculent, dès 4/6 mois","",41.7,0.8,0.088,6.45,0.5,1.75,1.3,0.022,1
caf8045d-2b98-4e01-a17e-bacd2468bbf1,"Plat légumes, avec féculent, dès 6-8 mois","",42.9,0.7,0.066,6.9,2.8,2.1,1.2,0.24,1
fbd756fd-2add-45a3-bd71-3822e7c60e56,"Plat légumes, avec féculent et lait/crème, dès 6-8 mois","",70.2,2.3,0.29,9.12,4.62,1.5,2.38,0.075,1
a429bc39-6cc9-47b1-a808-f8af9faa3a8f,"Plat légumes, avec féculent et lait/crème, dès 8-12 mois","",77.5,3.5,1.31,8.1,3.4,2.6,2.1,0.27,1
edc0a860-831b-42a2-87e9-9cfeeb74665b,"Plat légumes, avec féculent et lait/crème, dès 12 mois","",71.6,2.3,0.26,8.53,2.37,2.4,2.88,0.2,1
b98ebf50-4ca1-422f-b800-e679b4f2df0a,"Soupe pour bébé légumes, céréales et lait","",59.5,2.5,0.41,7.19,3.23,0.9,1.5,0.21,1
"9f095816-eccf-4423-8e44-c8d981eac140","Plat légumes, avec féculent et lait/crème, dès 18 mois","",70.3,2.4,0.77,8.59,2.71,1.4,2.56,0.2,1
"372c1183-c214-4b3c-8503-04bbbc6ed2cb","Plat légumes, avec féculent et viande/poisson, dès 6-8 mois","",59.0,1.6,0.26,5.9,1.6,3.3,3.6,0.2,1
"384e2477-71c8-4b41-be27-0c40761e6a12","Plat légumes, avec féculent et viande/poisson, dès 8-12 mois","",54.9,1.31,0.26,6.77,1.37,2.45,2.8,0.24,1
"8038f11b-d110-4972-aba5-6036778f9186","Plat légumes, avec féculent et viande/poisson, dès 12 mois","",75.7,2.9,0.53,8.95,0.9,1.9,2.5,0.24,1
"346c2cc7-0795-4ed1-b30c-e2b3ad2ffbe2","Plat légumes, avec féculent et viande/poisson, dès 18 mois","",68.3,1.98,0.58,9.02,1.49,1.57,2.82,0.32,1
"8895530b-dcdd-4594-8446-06de6bcf220c",Dessert lacté infantile type crème dessert,"",90.0,3.1,1.74,11.3,8.55,3.0,3.25,0.088,1
"5bba0fe2-e406-49d2-a91c-f765431ec849",Dessert lacté infantile au riz ou à la semoule,"",93.8,3.3,2.21,11.7,8.65,3.0,3.38,0.075,1
"0e2f1469-56f5-403b-8ce1-51fcba3b4876",Dessert lacté infantile nature sucré ou aux fruits,"",100.0,3.5,2.28,12.5,9.26,3.0,3.13,0.075,1
"6a64052c-6f04-4149-92d8-c878544e9f95","Céréales instantanées, poudre à reconstituer, dès 4/6 mois","",393.0,1.7,0.64,88.3,12.7,1.8,5.1,0.041,1
"9395ae13-b53c-481f-9ffe-c393772422d2","Céréales instantanées, poudre à reconstituer, dès 6 mois","",391.0,2.0,0.61,81.1,32.8,4.3,10.0,0.037,1
b3f5af1c-9d8d-4f93-85df-6c510349f730,Biscuit pour bébé,"",439.0,12.3,4.35,73.3,24.8,2.4,7.5,0.36,1
"71923b99-d85c-445c-8840-e4c3feb9e372",Poudre cacaotée pour bébé,"",396.0,1.9,0.92,85.0,44.5,2.2,8.5,0.044,1
"529b064e-589d-429f-9ce3-121ac01bbeff","Salade de thon et légumes, appertisée","",,4.7,0.56,7.74,3.08,2.7,9.15,1.11,1
"1aa837ba-7ce4-4af0-8662-62856ee98b26","Salade composée avec viande ou poisson, appertisée","",,5.3,0.16,6.4,1.9,2.0,8.06,0.95,1
c4b2dd3b-ebb4-44f2-b1b3-550108b58d83,"Champignons à la grecque, appertisés","",,3.55,0.23,3.95,2.38,2.35,2.08,1.26,1
"40e7f6b8-f5da-4d91-8b81-eaaf5c78cc27","Salade de riz, appertisée","",,4.35,0.53,16.1,1.0,1.7,5.13,1.1,1
"784fc967-c356-4685-9d9f-9271c3019311","Salade de pâtes, végétarienne","",,8.1,2.37,13.7,2.3,1.7,5.7,1.04,1
e04d3621-e40e-4d42-bae4-92e2b7512952,"Salade de pâtes aux légumes, avec poisson ou viande, préemballée","",,9.94,1.74,14.0,2.16,1.98,5.19,0.95,1
fc6833cf-96c8-4ee3-9a71-a0d11e14e388,"Macédoine de légumes en salade, avec sauce, préemballée","",,9.3,0.7,7.0,2.3,4.11,2.81,1.04,1
a83c93e8-2f6b-4f69-ac6f-6595889e57cf,"Salade César au poulet (salade verte, fromage, croûtons, sauce), préemballée","",,10.0,2.36,4.88,1.71,2.0,8.13,0.75,1
cddf489b-9e65-4939-b25d-da55ba5624de,"Salade de betterave, avec sauce, préemballée","",,4.94,0.37,7.45,5.3,2.66,1.29,0.7,1
"0e0da0bf-6ffc-40f7-a733-58756187c2ba","Salade de concombre à la crème/fromage blanc, préemballée","",,11.3,1.35,1.97,1.39,1.48,1.1,1.07,1
af9b7d1c-1861-4acb-9f8b-eb4321b1de43,"Salade de lentilles et saucisse fumée, préemballée","",,11.8,0.9,8.9,0.9,3.6,7.0,0.89,1
"96f05a10-b2cc-4dbb-a9df-f07e65f4710b","Salade grecque, avec sauce, préemballée","",,7.1,2.7,1.4,1.4,2.0,2.0,1.04,1
d4a69044-fdb2-4155-9b94-4be27ee7724a,"Salade de riz à la niçoise, avec sauce, préemballée","",,6.08,0.63,15.8,1.35,1.5,4.45,0.76,1
"4e86af5d-e292-4d06-8d7a-e9f4a1a61686","Taboulé ou Salade de couscous au poulet, préemballé","",,7.45,0.86,20.6,2.48,2.02,6.4,1.05,1
"775a52b8-26cc-42e6-ac7f-3d6bb573e21f",Amande (avec peau),"",,51.3,4.11,9.51,4.2,12.5,22.6,0.013,1
"83ea9f12-f4c0-4336-ba70-68d0a5c81422",Cacahuète ou Arachide,"",,49.1,8.4,14.8,5.9,8.6,26.1,0.022,1
"16247c5c-1f56-418c-ade8-1e5a82dc5694","Cacahuète, grillée, salée","",,50.0,8.64,15.0,4.22,8.04,26.2,1.33,1
c2c14c1b-db1c-45ad-b8c8-cdd4ddf5c6f2,Noisette,"",,56.9,4.75,7.16,4.9,11.6,17.0,0.013,1
"8064f4f2-aa7a-43d0-ba5e-8235b4c3a01c","Noix, séchée, cerneaux","",,67.3,6.45,6.88,3.0,6.7,15.7,0.13,1
"759c7462-2f54-4af2-b01d-23519dc3ac32","Noix de coco, amande, sèche","",,66.3,57.7,8.55,6.64,14.0,7.8,0.064,1
"1d3f73ab-4de6-4847-b16c-48cc806d9e6f",Noix du Brésil,"",,66.1,16.0,6.17,2.33,6.4,16.9,0.0075,1
c351cd85-e2ad-4f18-a3bb-38b1196eeb86,"Pistache, grillée, salée","",,49.5,6.58,15.9,7.57,9.32,22.3,1.67,1
"9e7e5cac-55fc-4bba-bf7b-5b7206664872","Sésame, graine","",,49.7,7.09,9.85,0.3,14.9,20.8,0.1,1
"55ab6ce1-fc78-46bf-8261-c39134761a10","Tournesol, graine","",,55.5,6.23,10.1,2.62,6.4,25.1,0.014,1
a0be2fa9-365c-4102-864e-0fd3936da5d1,"Noix de coco, amande immature, fraîche","",,33.5,29.7,6.22,6.22,9.0,3.93,0.05,1
"0035fa84-ded1-4be3-b0e5-2d27c1ca4983","Crème de marrons vanillée, appertisée","",,0.7,0.0,59.8,43.0,3.2,1.13,0.01,1
d03502dd-1f4b-4cd2-b44e-8e41492cf8cf,"Noix de cajou, grillée, salée","",,49.5,10.5,26.7,8.01,3.85,18.0,1.15,1
fcdb8ef9-aaef-4b64-815c-26a25d83a037,"Châtaigne, grillée","",,2.2,0.41,47.9,10.6,5.1,3.74,0.005,1
"982ca3cf-8161-464a-a8ba-144fd4c791c5","Noix, fraîche","",,31.8,2.93,9.94,1.3,3.9,12.9,0.013,1
c38963c9-7249-4feb-ae60-6c1762e898ba,"Châtaigne, crue","",,2.23,0.37,36.5,7.86,7.45,2.13,0.0081,1
c48429bf-2691-4830-898f-10e86477709b,Pignon de pin,"",,65.0,5.53,6.31,5.21,10.0,16.2,0.023,1
"92ab9b2a-a221-4d8c-84f5-817d202d408a",Noix de pécan,"",,72.6,6.62,5.43,3.64,8.33,11.3,0.0025,1
"08beb798-00d7-4b59-8071-016430d39486",Noix de macadamia,"",,75.8,11.8,5.22,4.24,8.6,9.33,0.013,1
"8d2a59b4-26af-467a-88e4-6ac0ce4e3069","Cucurbitacées, graine","",,49.1,8.66,4.71,1.4,6.0,35.6,0.018,1
ca61d9ea-b949-420b-a331-dfc1d40e41d8,"Luzerne, graine germée","",,0.7,0.069,0.91,0.2,1.9,3.87,0.015,1
"95b4e4cc-0a74-4c7d-b224-9552d863aee5","Lin, graine","",,36.6,3.17,6.6,1.55,27.3,23.9,0.051,1
"7380ac3e-0bc8-4e00-8afd-86f6ee963c46","Sésame, graine décortiquée","",,56.1,8.1,4.5,0.48,11.9,24.9,0.073,1
"3f61eedc-008d-4cbb-85cf-5c30780095b7","Cacahuète, grillée à sec, salée","",,47.7,7.0,18.2,3.7,7.4,24.8,1.8,1
"5b834ce4-a2ac-45ef-937c-ac8d731f3584","Sésame, grillé, graine décortiquée","",,48.0,6.72,9.14,0.48,16.9,20.0,0.098,1
"1aa3371d-c9af-4921-a0d9-34ecc36a7a2c","Châtaigne ou Marron, appertisé","",,1.4,0.4,28.8,3.9,4.0,2.31,0.13,1
"73dbbb39-e67d-4eed-8c23-2ef065a89454","Amande, mondée, émondée ou blanchie","",,52.5,3.95,8.76,4.63,9.9,25.8,0.048,1
"86dc67f8-4131-4b6e-9241-6230d10a9417","Amande, grillée, salée","",,53.9,4.09,8.72,4.86,10.9,24.1,1.25,1
"406ebecd-7525-4324-9496-4b36748d3a56","Noix de macadamia, grillée, salée","",,70.2,11.0,9.95,4.4,9.5,8.3,0.9,1
a39251bf-3802-4f9f-bb10-4822b1071d11,"Pistache, grillée","",,47.4,5.52,18.6,7.74,10.1,21.7,0.015,1
c5f1f6a3-604e-4539-82ff-ac2f28cdcfd4,"Tournesol, graine, grillé, salé","",,49.8,5.22,15.1,2.73,9.0,22.8,1.64,1
"7c3b414d-a3c3-449c-85be-a7bb7f47723b","Noix de pécan, salées","",,73.0,7.1,5.0,4.9,3.0,12.0,1.0,1
"6b16b8bf-d30c-4403-a736-441033652157",Mélange apéritif de graines (non salées) et fruits séchés,"",,26.3,5.07,32.2,7.0,6.36,9.78,0.3,1
"7e6b1266-f45e-48cb-8580-dd6e7fb795e5","Noisette grillée, salée","",,61.2,6.43,7.67,2.91,9.43,15.8,0.83,1
d0a186b4-f12e-4be9-8ef1-375e6dc48c8d,"Lin, brun, graine","",,42.2,4.61,3.56,1.4,26.9,21.3,0.095,1
b6f1cb50-f7cb-430b-9e56-6f5038701c30,"Cacahuète, grillée, sans sel ajouté","",,51.9,7.93,11.3,2.54,8.67,26.8,0.018,1
"219bd08b-7939-419a-8a43-1aa7c645bce6",Beurre de cacahuète ou Pâte d'arachide,"",,52.5,10.4,16.1,10.5,5.0,25.4,0.97,1
"11d54c90-42a1-4705-a31a-e584b4ac1698",Tahin ou Purée de sésame,"",,53.4,7.48,13.8,0.49,7.0,20.3,0.19,1
fc05cccb-d9ae-40c0-bba9-8799c564b2a9,"Arachide, bouillie/cuite à l'eau, salée","",,22.0,3.06,9.54,2.47,8.8,15.5,1.88,1
c1021056-44da-4908-bdd7-3eada0785acb,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé","",,13.6,4.45,2.48,0.57,1.55,15.8,0.87,1
"597e65d2-9a86-4ed8-a0b2-697e7b6a29e6","Crème d'Isigny AOP, >= 35% MG","",,40.0,28.9,3.0,2.05,0.0,2.29,0.076,1
b789b378-8578-4f92-87d2-1ad7ee3fc358,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais","",,13.5,9.4,4.3,4.2,0.0,2.9,0.15,1
"5100664e-1ee2-421f-a0a6-27c44a8c580a","Biscuit sec, petits fours en assortiment","",,26.4,6.21,61.4,39.4,2.9,6.44,0.46,1
e9d64658-6343-4379-a7fd-b13a97e673d8,Barre goûter frais au lait et chocolat,"",,28.5,17.0,41.0,32.8,1.6,6.81,0.17,1
e7d33c95-6840-4bd3-b50e-70f9f75ade7c,"Édulcorant à l'aspartame, en poudre","",,0.25,0.0,94.7,9.33,0.25,0.63,0.028,1
