"id","name","brand","kcal","fat","saturated_fat","carbohydrate","sugars","fiber","protein","sodium","unit_id"
"634bbc87-45db-4a78-9c00-6a811aad66a3","Pâtes sèches, aux oeufs, crues","",381.0,4.72,1.34,68.0,2.19,3.15,15.2,0.085,1
"710b8ef4-5c1a-4928-bdb5-8371f908cef8","Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature","",371.0,3.0,1.0,71.0,0.5,4.0,13.0,0.99,1
a6406b7d-b018-45fd-b736-bb76202f565c,"Pâtes sèches, au blé complet, crues","",353.0,2.2,0.38,67.6,1.8,6.1,12.6,0.016,1
"6edfb7ca-b75c-472b-b7e6-2d03403d0110","Pâtes sèches, sans gluten, crues","",356.0,1.24,0.24,79.0,0.38,1.22,6.61,0.0078,1
"36de07c3-13ec-46bb-aec8-d60563eb5cd2","Vermicelle de riz, sèche","",365.0,1.0,0.3,80.5,0.0,1.2,7.81,0.03,1
"1ae727fe-d7ed-4ac1-9a7b-45bf6c299e96","Vermicelle de soja, sèche","",344.0,0.14,0.0,84.7,1.38,1.6,0.63,0.039,1
"7f6610cd-9359-4088-9a88-851151620b44","Gnocchi à la pomme de terre, cru","",176.0,1.42,0.3,35.0,3.18,2.2,4.66,1.18,1
"3a79ec80-7083-4f6e-8a89-69c3295b508c","Gnocchi à la semoule, cru","",200.0,2.6,0.34,37.0,9.9,1.9,6.2,2.21,1
"8c4b61fc-35d4-41bd-bb65-a04f227b0bfa","Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)","",257.0,1.19,0.17,49.9,1.37,4.33,9.52,1.37,1
"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne","",253.0,1.3,0.42,50.0,2.5,4.3,8.25,1.35,1
d8c4a09e-d065-4d85-adb0-2c414d0b5c85,Pain complet ou intégral (à la farine T150),"",244.0,1.8,0.52,44.3,2.2,6.9,9.19,1.12,1
"9a899f0c-1853-4e5c-8287-315268f82e37","Pain de mie, complet","",262.0,4.06,0.96,43.7,5.69,6.23,9.33,1.18,1
fda9b473-d723-4411-aa26-e6d54fb845c5,"Pain de mie, multicéréale","",274.0,5.41,1.15,43.6,4.42,5.74,9.66,1.29,1
d472d17b-9206-4912-9094-5627383e2b2b,Pain au son,"",249.0,2.6,0.2,44.4,2.04,6.21,8.8,1.65,1
cbb84cdc-4ef0-4a98-a94e-b84e07402a56,"Pain de seigle, et froment","",260.0,1.0,0.32,51.5,2.4,4.5,9.06,1.35,1
b7f98b4e-d598-4b76-9d62-569a3417229f,"Pain, sans gluten","",261.0,3.3,1.24,51.8,4.9,6.5,2.75,1.56,1
"810dc233-9523-4ac7-b91c-a1e167aed339","Pain, baguette, sans sel","",279.0,1.3,0.3,56.5,8.6,2.68,9.1,0.013,1
"428fb3c2-6654-4d23-bd0e-665df6b65802","Pain de mie, sans croûte, préemballé","",271.0,3.8,0.35,49.5,9.2,3.0,8.25,1.06,1
"4cf6c21a-01f5-4812-80e1-979cd57a2fe2","Pain de mie brioché, préemballé","",309.0,6.5,0.76,52.4,11.5,3.1,8.63,1.12,1
"19031eb0-21be-48a4-b56c-2c91608c3dd5","Pain grillé, domestique","",317.0,1.3,0.52,64.0,1.4,3.7,10.4,1.51,1
a07100d4-78dd-494e-89a1-c535d3eaf62e,Biscotte classique,"",409.0,5.9,1.98,76.6,6.8,3.1,10.8,1.27,1
"4fa5372d-f8be-45ee-85fc-df7aa2d91381",Biscotte briochée,"",417.0,9.28,6.17,69.0,9.01,4.85,11.9,0.99,1
ec5fd433-1c07-403d-bb50-d5804467fa0e,Biscotte sans adjonction de sel,"",405.0,5.88,2.63,74.0,5.67,5.16,11.4,0.046,1
"2ad149a2-c973-48fa-92a4-82d1099bf30a",Biscotte multicéréale,"",398.0,7.22,2.51,66.7,5.4,7.08,12.9,1.51,1
"9c1fd611-d1cd-47f0-8707-d454daa6ebc9",Biscotte complète ou riche en fibres,"",393.0,6.17,2.61,67.0,4.32,8.84,12.8,1.25,1
bb6eafa5-8096-48f5-b2ee-3acc108fcfc8,Crackers de table au froment,"",450.0,12.0,4.5,75.0,0.4,4.1,8.5,1.5,1
"1154ef1b-ac8e-4088-945d-8533e4080b49",Galette de riz soufflé complet,"",385.0,3.0,0.54,80.5,0.73,2.9,7.69,0.18,1
"9d1fd4bf-1fa8-45c1-9407-61ae0114de2a",Galette multicéréales soufflée,"",394.0,2.5,0.33,82.4,0.98,3.0,8.86,0.23,1
"118ef5c3-3338-4809-9c5a-3a57851d6a21","Pain grillé, tranches, au froment","",404.0,6.16,2.49,74.4,5.28,4.34,10.7,1.56,1
dd97ea80-adbe-473d-81b4-12e7266d8120,"Pain grillé brioché, tranché, préemballé","",419.0,9.19,4.18,70.8,11.0,3.58,11.6,1.03,1
"8bd7632c-1a08-41e3-a65d-3a342abd6bcb",Pain grillé suédois au froment,"",402.0,8.25,1.64,68.5,6.2,7.3,9.75,1.06,1
"35109079-e13f-48b1-8360-96a0367a1775",Pain grillé suédois aux graines de lin,"",396.0,9.0,1.17,63.0,4.67,9.0,11.3,1.57,1
b44a9da9-1573-4d71-a89e-4f738e710ffa,"Tartine craquante, extrudée et grillée","",379.0,3.57,0.96,73.7,6.36,4.37,10.9,1.43,1
daf255e0-1b0e-458c-8414-d8256a22929b,Pain grillé suédois au blé complet,"",398.0,8.0,3.0,66.4,2.0,7.0,11.5,1.53,1
c58e68b0-fa4e-45a7-bfdb-4aa59f98d04f,Pain grillé suédois aux fruits,"",401.0,8.0,3.0,70.8,13.0,5.25,8.75,0.86,1
"9e592980-8161-4afc-8de8-d8e6c37efee3","Pain grillé, tranches, multicéréale","",419.0,9.3,1.04,68.8,3.68,5.95,12.1,1.09,1
"66bb2eb2-c50c-436a-8e56-ebb414d148e3",Croûton à tartiner,"",374.0,2.85,1.45,70.0,7.5,7.0,13.5,1.3,1
d554d7eb-b34c-41f8-85ae-6e9fabd52d00,"Croûtons nature, préemballés","",495.0,24.1,4.3,59.1,4.0,2.6,9.19,1.7,1
"2569465f-7d61-4f70-a65e-ffdbde3fb6e8",Chapelure,"",374.0,3.77,0.94,70.0,6.9,4.5,12.7,1.82,1
"5cbbf9b3-6d40-42c9-9708-72a7724755e0",Gressin,"",433.0,11.8,2.78,65.3,2.06,5.16,13.9,1.8,1
"543f67b3-bec2-480f-985d-707976a48125","Croûton à l'ail aux fines herbes ou aux oignons, préemballé","",492.0,24.1,2.24,58.9,11.8,2.0,8.81,2.44,1
"453bf245-5c92-46ff-86f1-621d34a29898","Boeuf, steak ou bifteck, cru","",223.0,16.2,6.75,0.0,0.0,0.0,19.2,0.15,1
"815dea83-2a80-4d07-b53d-1e83fb042696","Poulet, viande et peau, rôti/cuit au four","",213.0,9.88,2.78,2.1,0.0,0.0,28.9,0.4,1
"056ef365-efd0-4af0-bb1a-13d7ffcc17ff","Poulet, cuisse, viande, rôti/cuit au four","",171.0,8.03,2.2,0.0,0.0,0.0,24.8,0.26,1
e9835fa4-5d36-4889-8704-7aeb6c54a612,"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau","",188.0,9.1,2.64,0.55,0.2,0.0,26.1,0.18,1
f219c659-3ac7-4f6b-bb0d-fc7e6efe8f14,"Poulet, poitrine, viande et peau, rôti/cuit au four","",189.0,7.78,2.19,0.0,0.0,0.0,29.8,0.18,1
bb89134f-74e7-456a-880c-dfa3f77dee67,"Poulet, aile, viande et peau, rôti/cuit au four","",247.0,16.9,4.98,0.0,0.0,0.0,23.8,0.25,1
b5303526-a7f4-4dbc-88d4-7058e7280b37,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète","",489.0,23.0,9.66,62.1,2.79,3.1,6.96,2.48,1
"8c42cba7-139e-4dee-8906-08aec6e247bb","Biscuit apéritif, crackers, garni ou fourré, au fromage","",537.0,32.2,19.9,46.3,5.38,3.37,13.8,1.89,1
"6359bc68-72a1-4dfd-b7c4-cb4337b28159","Biscuit apéritif, crackers, nature","",499.0,23.9,12.1,59.0,5.44,3.14,10.5,2.3,1
"2e62d2a6-c00e-4b9b-abae-f95176ff7c0d","Biscuit apéritif, crackers, nature, allégé en matière grasse","",410.0,9.33,4.67,73.1,3.97,3.67,6.53,3.0,1
"0cced670-5061-46c2-a578-e6708ee263fe","Biscuit apéritif soufflé, à base de maïs, à la cacahuète","",487.0,22.9,5.94,54.8,3.13,3.99,13.3,1.88,1
"644e2e89-e136-499f-bf5b-ebce0370e74a","Biscuit apéritif à base de pomme de terre, type tuile salée","",521.0,28.8,9.02,59.1,2.86,3.31,4.63,1.62,1
f3ab64d0-52d3-46e5-bf7a-e0c6c51747e8,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif","",518.0,29.7,7.8,45.4,4.51,3.18,15.8,2.82,1
"390f6cd7-6b32-495a-988e-98ef1d3902d4","Dinde, viande, rôtie/cuite au four","",151.0,3.84,0.96,0.0,0.0,0.0,29.1,0.25,1
"273a3d41-9ef5-4518-bdc9-03de9e8941e5","Dinde, escalope, rôtie/cuite au four","",128.0,3.04,1.0,0.5,0.0,0.0,24.6,0.25,1
"44ce245b-05ad-4505-804b-ca41474e5375","Agneau, gigot, rôti/cuit au four","",169.0,6.85,2.63,0.0,0.0,0.0,26.8,0.19,1
"3b06fb3d-9309-4d58-aa09-7bffd3f3cf24","Agneau, épaule, rôtie/cuite au four","",252.0,14.5,5.26,0.1,0.0,0.0,30.5,0.24,1
"6b5269f7-fc4d-4925-9280-e1d0b40c407d","Agneau, épaule, maigre, rôtie/cuite au four","",197.0,10.8,4.08,0.0,0.0,0.0,24.9,0.17,1
e18dd60d-e1f0-4bb9-ae1e-58c271fc2ead,"Porc, maigre 80/20, cru","",293.0,24.7,9.16,0.26,0.26,0.0,17.3,0.17,1
"2bde342e-4ecf-4ff8-8f6e-adbbd21213c3","Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)","",157.0,5.78,2.21,0.0,,0.0,26.3,,1
"43594877-a08f-47c0-8f75-819993d516a5","Lapin, viande braisée","",197.0,8.41,2.73,0.0,0.0,0.0,30.4,0.093,1
"417bc997-a617-47db-9b06-8eb79bc942ce","Lapin de garenne, viande, cuite","",164.0,3.51,1.05,0.0,0.0,0.0,33.0,0.11,1
bdb3f403-9254-4468-9b26-bcd841d83ba2,"Caille, viande et peau, cuite","",206.0,10.9,3.06,0.0,0.0,0.0,26.8,0.13,1
"21927feb-fc13-40cd-bbe9-8af08470f7cf","Canard, viande et peau, rôti/cuit au four","",331.0,28.4,9.67,0.0,0.0,0.0,19.0,0.15,1
"45739704-3966-4556-9367-1ed4de29a805","Canard, viande, rôtie/cuite au four","",194.0,11.2,3.48,0.0,0.0,0.0,23.3,0.39,1
"9fa3bcbb-6242-459a-95be-aa24b8fe2563","Oie, viande et peau, rôtie/cuite au four","",298.0,21.9,6.87,0.0,0.0,0.0,25.2,0.18,1
"2d46585e-c8bb-4cb1-b615-a5c14cc87e3d","Pigeon, viande, rôtie/cuite au four","",213.0,13.0,3.74,0.0,0.0,0.0,23.9,0.14,1
"3bcb8745-13cb-40ea-922e-0d972a3a5071","Coeur, dinde, cuit","",167.0,7.52,1.9,0.0,0.0,0.0,24.9,0.35,1
ba44efd7-2416-429a-a693-1bc58cfd9507,"Foie, génisse, cuit","",165.0,5.71,1.69,2.2,0.0,0.0,26.3,0.19,1
"136bad10-9148-4e9e-9e01-92ea164c2e8d","Foie, poulet, cuit","",160.0,6.51,2.06,0.8,0.0,0.0,24.5,0.19,1
"44d21166-b25f-4498-a194-91a6fa45c889","Langue, boeuf, cuite","",235.0,15.6,6.05,0.0,0.0,0.0,23.7,0.21,1
bdc2aed3-94a2-48cf-8ad2-f856f16022e5,"Ris, veau, braisé ou sauté/poêlé","",136.0,5.8,1.65,0.0,0.0,0.0,21.0,0.15,1
a8f680e2-574d-4709-b29e-98e09da28df8,"Rognon, cuit (aliment moyen)","",161.0,6.31,1.61,0.0,0.0,0.0,26.1,0.25,1
"2267174a-89d5-4a2f-b211-953ac7f6a1a9","Rognon, boeuf, cuit","",171.0,7.0,1.29,0.0,0.0,0.0,27.0,0.24,1
"4002e825-5bda-4101-abcc-6b43c39fa1fa","Rognon, agneau, braisé","",127.0,3.62,1.23,0.0,0.0,0.0,23.7,0.38,1
"77d1d1c1-6ae5-450c-85b7-2d0115a2a061","Rognon, veau, braisé ou sauté/poêlé","",167.0,7.0,2.14,0.0,0.0,0.0,26.0,0.28,1
bea8bb37-e6ac-40ad-9990-e71a10dcb408,"Abat, cuit (aliment moyen)","",162.0,6.24,2.13,1.36,0.026,0.12,25.1,0.6,1
"5e9638f0-252b-4bcd-9fd9-55717741d474","Gésier, canard, confit, appertisé","",149.0,2.1,0.7,0.0,0.2,1.0,32.4,1.92,1
"5a0333ed-c4c6-4bd5-ba3e-e18e48865dd9","Boeuf, épaule, crue","",168.0,9.64,4.02,0.0,0.0,0.0,20.4,0.17,1
d7797160-cf22-49a7-bca9-0c0228c4bf6f,"Boeuf, basse-côte, crue","",201.0,13.2,5.94,1.45,0.5,0.0,19.0,0.17,1
af2e76b5-a4ec-477a-9b4b-b3754f1fd562,"Boeuf, gîte à la noix, cru","",148.0,7.05,2.72,0.0,0.0,0.0,21.3,0.14,1
"9454fc93-705d-4a2f-b20b-d27a1cfda14f","Boeuf, entrecôte, crue","",231.0,17.1,8.07,0.0,0.0,0.0,19.4,0.075,1
edf86f57-36c3-46d5-b494-78d02f4031c1,"Boeuf, rond de gîte, cru","",111.0,2.02,0.73,0.38,0.5,0.0,22.9,0.15,1
f8244a96-a42a-4181-990a-08eccd3100c7,"Boeuf, filet, cru","",132.0,4.95,2.06,0.22,0.5,0.0,21.6,0.15,1
"809013b6-a0f7-40f6-9482-0b8d18159c8d","Boeuf, hampe, crue","",154.0,8.63,3.91,0.0,0.0,0.0,19.0,0.15,1
"91a6dedd-b824-4cb1-bf55-4b9b4cf7f069","Boeuf, joue, crue","",136.0,5.02,1.81,0.4,0.0,0.0,22.3,0.18,1
"5b01e386-e843-42a9-ae17-72eb4612634e","Boeuf, jarret, cru","",122.0,4.25,1.22,0.0,0.0,0.0,20.9,0.14,1
"761cf755-0407-41d2-b0ac-be9990231d2e","Boeuf, tende de tranche, crue","",116.0,2.34,0.8,0.57,0.0,0.0,23.1,0.078,1
d7202a46-e06a-4c1b-af64-7982ca55e227,"Boeuf, boule de macreuse, crue","",118.0,3.36,1.23,0.0,0.0,0.0,21.8,0.097,1
"972e9c96-e4a0-4e94-a23a-8e9c5915949e","Boeuf, onglet, cru","",138.0,6.18,2.76,0.62,0.5,0.0,19.9,0.18,1
"6488e351-99a5-4240-b2eb-ccc9567d7a26","Boeuf, rumsteck, cru","",114.0,2.5,0.78,0.4,0.0,0.0,22.5,0.13,1
"0fb5c853-c56f-41a2-923c-b0ca2ceea1fa","Boeuf, bavette d'aloyau, crue","",133.0,5.67,2.2,0.0,0.0,0.0,20.4,0.085,1
cb428968-e707-4e3e-af38-3ae536079f49,"Boeuf, à bourguignon ou pot-au-feu, cru","",164.0,7.5,2.7,0.0,0.0,0.0,24.0,0.1,1
daa49d0f-4362-4978-a1e7-1014eda7c5a3,"Boeuf, collier, cru","",198.0,12.7,5.41,0.78,0.5,0.0,20.1,0.17,1
f3a6fdd4-e99c-4831-87be-28c88e296f28,"Boeuf, steak haché 5% MG, cru","",130.0,4.59,1.64,0.3,0.0,0.0,21.9,0.097,1
"675ad7d4-261d-4790-8511-de31e06cce7b","Boeuf, steak haché 10% MG, cru","",171.0,10.1,2.88,0.05,0.0,0.0,20.0,0.16,1
"9ac959f4-f8af-4105-878c-9bcf32a8fcf9","Boeuf, steak haché 15% MG, cru","",209.0,14.1,5.71,0.47,0.0,0.0,20.2,0.1,1
"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru","",249.0,20.0,7.99,0.0,0.0,0.0,17.3,0.16,1
"25fd596a-f4c8-4560-8cb7-9952b304545f","Boeuf, paleron, cru","",144.0,6.54,2.59,0.0,0.0,0.0,21.2,0.12,1
f6a52a5f-9b56-4c5a-89b7-a3a6fbffbab4,"Boeuf, queue, crue","",203.0,12.9,4.41,0.23,0.5,0.0,21.5,0.28,1
"03fc0f05-1afb-4ea8-b921-cb024d1eeda9","Veau, noix, crue","",111.0,2.58,0.79,0.0,0.0,0.0,21.8,0.19,1
"131a4981-68f5-48b9-8bb6-5a21941c97af","Veau, filet, cru","",95.0,1.4,0.5,0.0,0.0,0.0,20.6,0.24,1
eb43558e-24ba-41f1-9148-0bc1f33e3c13,"Veau, steak haché 20% MG, cru","",243.0,19.5,8.5,0.4,0.0,0.0,16.7,0.19,1
c6b32c96-893e-446a-b048-406c603cabf9,"Poulet, cuisse, viande et peau, cru","",192.0,13.5,3.85,0.0,0.0,0.0,17.3,0.22,1
"80cb0a8e-deaa-47d3-8569-f95c8e7fcf62","Veau, poitrine, crue","",176.0,11.2,3.1,0.0,0.0,0.0,18.7,0.21,1
"787378ae-7ca8-4d1e-8a45-44ca2bbe64cb","Veau, rôti, cru","",145.0,3.96,2.39,0.0,0.0,0.0,27.3,0.2,1
dddf40b7-cf31-4cef-817e-4536be14e5a0,"Veau, épaule, crue","",124.0,4.63,1.55,0.0,0.0,0.0,20.7,0.15,1
"41ad83eb-44df-4f20-b272-4e39d980e4f0","Poulet, filet, sans peau, cru","",110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,1
b0764e86-dd9c-44ef-bf21-6875a4b23072,"Veau, jarret, cru","",118.0,3.66,1.11,0.0,0.0,0.0,21.3,0.21,1
b5b1d9bb-6f59-442b-9c59-cf04988032cb,"Porc, épaule, crue","",178.0,11.2,4.41,0.38,0.0,0.0,18.9,0.12,1
b46ea323-3b8a-4f03-b1d5-5a0819519f8f,"Porc, longe, crue","",175.0,9.89,3.51,0.75,0.0,0.0,20.8,0.17,1
d04e6994-5469-44f9-9370-3979dcc80215,"Porc, jarret, cru","",187.0,12.0,3.94,0.0,0.0,0.0,19.9,0.21,1
dfd07132-9f97-4c0a-bf7d-68244e2191be,"Porc, côte, crue","",164.0,9.3,3.75,0.38,0.0,0.0,19.8,0.12,1
"91416f74-49dd-4796-be78-87cfa57cac6c","Porc, rouelle de jambon, crue","",149.0,7.56,2.51,0.0,0.0,0.0,20.2,0.14,1
"14daee02-4263-407f-b571-dfc75a6ad4ee","Porc, filet, maigre, cru","",117.0,3.6,1.43,0.0,0.0,0.0,21.2,0.18,1
d4ebf888-b5e7-4b17-b33d-63ad82d846cc,"Porc, filet mignon, cru","",123.0,4.09,1.69,0.4,0.0,0.0,21.2,0.11,1
b67d958e-977c-4c05-8c83-27fdbe9c83f8,"Porc, rôti, cru","",153.0,6.86,2.84,0.5,0.0,0.0,22.3,0.1,1
"051da536-67cd-4861-b129-eb16e103a2b0","Porc, échine, crue","",198.0,14.0,5.4,0.1,0.0,0.0,18.0,0.19,1
"85f1636c-a683-4ea0-9e94-40457d478ae5","Porc, travers, cru","",237.0,18.0,7.16,0.6,0.0,0.0,18.0,0.12,1
"14b9f06f-d63e-4121-8458-07db79bbcbbb","Porc, escalope de jambon, crue","",129.0,4.76,1.97,0.0,0.0,0.0,21.5,0.12,1
"836808ab-8f68-4f27-857b-bd1b4494dbee","Porc, bardière découennée, crue","",744.0,80.6,28.7,0.1,0.1,0.0,4.51,0.1,1
d56a6901-daf2-485a-8283-7e33abb65791,"Porc, gorge, découennée, crue","",475.0,47.5,16.0,0.14,0.14,0.0,11.6,0.17,1
"4f8bd2da-3189-43ae-9fdc-2405ef972735","Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru","",187.0,12.3,4.14,0.23,0.23,0.0,18.9,0.2,1
b2579320-6566-4c26-acfc-a16ea241adce,"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru","",141.0,6.3,2.11,0.28,0.28,0.0,20.9,0.18,1
"407e0ad0-5c41-4573-9cd3-0ea6bbea2ff7","Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru","",148.0,7.31,2.4,0.28,0.28,0.0,20.2,0.22,1
e467a74f-e8f6-4ae4-a9a2-d127d8dcded4,"Porc, maigre 90/10, cru","",212.0,15.1,5.46,0.24,0.24,0.0,18.8,0.17,1
"9224f2aa-eabb-456d-81a1-f43d60bed3c5","Porc, palette, découennée, dégraissée, désossée, crue","",174.0,10.4,3.58,0.25,0.25,0.0,19.9,0.2,1
"0617c9ca-e4ff-464e-acd5-726edd3ff532","Porc, poitrine cutter, sans mouille, crue","",323.0,28.7,10.2,0.22,0.22,0.0,15.9,0.18,1
c6be84e2-3699-4dbe-a4ef-f87519e5b66b,"Porc, rôti filet avec chaînette, cru","",146.0,6.2,2.21,0.37,0.37,0.0,22.3,0.16,1
"81b4ff36-503b-41f1-be1e-cacb83ddcbbf","Poulet, viande, crue","",113.0,3.73,0.85,0.0,0.0,0.0,20.0,0.2,1
"30be686b-4b4c-416e-95c7-48d1030fcf99","Poulet fermier, viande et peau, cru","",135.0,5.4,2.3,0.2,0.2,0.0,21.5,0.21,1
"03820ca4-fd04-4ad5-a49d-ffbfc9bf2faa","Poulet, viande et peau, cru","",173.0,10.1,2.81,0.3,0.2,0.0,20.2,0.16,1
edb72bf4-862d-4cb5-9a4d-f8272df0c9b4,"Poulet, haut de cuisse, viande, cru","",116.0,4.12,1.1,0.0,0.0,0.0,19.7,0.24,1
"02911d23-d41e-4285-bfa9-38bd32306f1d","Poulet, poitrine, viande et peau, cru","",157.0,8.08,2.32,0.0,0.0,0.0,21.1,0.16,1
"6b3193f4-d6c4-4a50-a1b9-66f3e44ca591","Poulet, cuisse, viande et peau, cru, label rouge","",173.0,10.6,3.03,0.0,0.0,0.0,19.1,0.21,1
"7db19a8c-186a-41d1-b0eb-a953d99efdaf","Dinde, viande, crue","",110.0,1.88,0.52,0.8,0.14,0.0,22.4,0.25,1
"35688e41-d2e6-4032-9a27-f8170042167b","Dinde, escalope, crue","",109.0,1.22,0.29,0.51,0.32,0.0,24.1,0.2,1
f7abc0f1-942a-4d5e-9878-84bc5847d3d3,"Dinde, cuisse, viande et peau, crue","",150.0,7.85,2.24,0.0,0.0,0.0,19.8,0.24,1
"1cfeb5e0-a4de-4fbf-a589-503f373df8fd","Dinde, cuisse, viande sans peau, crue","",109.0,2.5,0.68,0.4,0.1,0.0,21.3,0.31,1
"48ef4984-2744-4ac3-b6aa-c79d29dc9f4f","Poulet, filet, sans peau, cru, bio","",118.0,1.8,0.54,0.0,0.0,0.0,24.6,0.095,1
d095b66f-624c-4c97-9db7-ff90cf25724e,"Poulet, filet, sans peau, cru, label rouge","",113.0,1.0,0.3,0.0,0.0,0.0,25.2,0.1,1
b9a269f0-3ee2-4533-a5f6-5d0538dcbf72,"Mouton, épaule, crue","",204.0,14.5,7.71,0.1,0.0,0.0,18.3,0.23,1
da2a768c-ac2b-4dd2-a834-91cf2872dc15,"Agneau, côtelette, crue","",368.0,34.5,16.8,0.0,0.0,0.0,14.4,0.17,1
f6cc482c-df78-449d-8d9f-362dc0df417d,"Agneau, gigot, cru","",128.0,5.13,1.97,0.48,0.0,0.0,20.0,0.12,1
e6923fd9-3344-4754-939f-86a04852aeb3,"Agneau, épaule, crue","",170.0,10.6,3.87,0.45,0.5,0.0,18.3,0.2,1
"94aca410-2cd4-44f1-8a88-adfdb0f8f868","Agneau, épaule, maigre, crue","",139.0,6.76,2.42,0.0,0.0,0.0,19.6,0.18,1
"5fbf1eb4-a531-450b-83f7-935d24c986db","Agneau, selle, crue","",236.0,18.4,7.95,0.0,0.0,0.0,17.5,0.14,1
fa3b6f3b-ed6a-44ba-9e3b-04a2e70a5857,"Agneau, côte filet, crue","",242.0,18.0,7.75,2.3,0.0,0.0,17.6,0.18,1
"846d406c-ae24-45f6-ac1f-9a072a3dad8f","Agneau, côte première, crue","",276.0,23.1,10.0,0.0,0.0,0.0,16.9,0.2,1
"7083e707-2951-4b60-bafb-07be79d93457","Agneau, côte ou côtelette, crue (aliment moyen)","",273.0,22.6,10.1,0.92,0.063,0.0,16.3,0.19,1
"7f244f75-1234-40f5-be51-2c27602ae3bb","Agneau, côte découverte, crue","",205.0,15.0,5.69,1.38,0.5,0.0,16.3,0.21,1
"531f95cf-f696-4b49-9147-46fa64012747","Chevreuil, cru","",110.0,2.0,1.0,0.0,0.0,0.0,23.0,0.053,1
"97aa78a6-fa71-44da-92dd-33d0460bb374","Cerf, cru","",113.0,2.04,0.88,0.0,0.0,0.0,23.7,0.13,1
"7300c8f6-741f-4f50-858d-ae2e6d43403d","Faisan, viande, cru","",127.0,3.78,1.29,0.0,0.0,0.0,23.3,0.094,1
"530ba1a0-6353-4266-94c3-04ca76b1ec70","Faisan, viande et peau, cru","",164.0,7.95,3.32,0.0,0.0,0.0,23.2,0.09,1
b4bb5900-21f5-4682-88f6-79b048a0ebc6,"Lapin, viande crue","",189.0,11.6,4.74,0.66,0.0,0.0,20.4,0.14,1
"7f8bad02-1eaf-4790-ab35-7362e2688e0a","Poule, viande et peau, crue","",215.0,15.8,4.38,0.4,0.0,0.0,17.8,0.18,1
"64922ced-29e1-446e-900c-16c8e43a0c4e","Poule, viande ,crue","",124.0,4.51,1.12,0.0,0.0,0.0,20.9,0.16,1
c9ac4538-a6f5-49c3-b65c-2682d7733ea3,"Poule, cuisse, crue","",131.0,5.92,1.51,0.0,0.0,0.0,19.6,0.27,1
aa44f68a-2cd4-4263-98f6-6999f8334c54,"Chapon, viande et peau, cru","",183.0,10.6,1.5,0.0,0.0,0.0,21.8,0.56,1
f2551bdf-8407-40f4-8780-ae3792f429b1,"Caille, viande et peau, crue","",136.0,5.55,0.6,0.0,0.0,0.0,21.5,0.13,1
"5b662055-710c-492b-8e13-a4bb5a675f97","Caille, viande, crue","",126.0,3.81,1.21,0.5,0.5,0.0,22.5,0.12,1
c1044444-b964-4092-b7e8-321042fafcc6,"Canard, viande, crue","",126.0,5.33,1.94,0.0,0.0,0.0,19.4,0.19,1
ac99fc0b-f976-4921-8324-420624723b90,"Canard, viande et peau, cru","",284.0,22.6,7.47,2.75,0.2,0.0,17.4,0.14,1
"2a865a19-f378-4351-a7d1-a63bffdad6e1","Canard, magret, cru","",340.0,29.4,8.95,0.85,0.7,0.0,17.9,0.21,1
c99a7464-5a0f-453f-9e32-f437fb391c63,"Pigeon, cru","",222.0,16.0,4.89,0.7,0.4,0.0,18.9,0.17,1
"2b0af270-76b4-4b50-b6fe-d163fb3890a3","Pintade, crue","",143.0,5.75,1.55,0.0,0.0,0.0,22.8,0.18,1
"175afe3c-0490-4449-b9af-767613b0be9f","Pintade, poitrine, crue","",107.0,0.7,0.23,0.0,0.0,0.0,25.1,0.13,1
"94708c21-5dbe-4037-b5da-49d6fb8b75b3","Pintade, cuisse, crue","",121.0,4.0,1.3,0.0,0.0,0.0,21.3,0.2,1
a366bd99-74fe-42c0-a086-189a18a49c4d,"Coeur, boeuf, cru","",103.0,2.95,0.74,0.7,0.0,0.0,18.5,0.2,1
b5142dd1-6e16-4c98-92ad-d8780a801c9b,Jambon sec de Parme,"",248.0,15.4,5.42,0.3,0.3,0.0,27.2,5.53,1
"26fa7f57-a11e-4a6c-83d3-be8efb60fe8c","Coeur, dinde, cru","",135.0,7.44,1.92,0.4,0.0,0.0,16.7,0.32,1
d9daa5b2-5e0b-454a-a37b-658a68d802a7,"Coeur, agneau, cru","",119.0,5.68,2.25,0.4,0.4,0.0,16.5,0.22,1
d7aaf267-ea01-46a0-a12d-58fab4463de9,"Coeur, porc, cru","",109.0,4.33,1.08,0.4,0.0,0.0,17.1,0.2,1
"8338ba4f-facf-478b-b52c-d3f7f5b25397","Foie, agneau, cru","",148.0,5.45,1.45,2.92,2.0,0.0,21.8,0.14,1
