hellofresh_id,ciqual_id,ciqual_alim_nom_fr
5d78aad4965c9800152ee448,,Pas de correspondance
5af2be25ae08b5194415a1ce,e6923fd9-3344-4754-939f-86a04852aeb3,"Agneau, épaule, crue"
6405bf45b9d07cd5d38d7a08,,Pas de correspondance
5c950d88c445fa28f67f6be3,,Pas de correspondance
6405bfb9af4af6d531d50caf,,Pas de correspondance
5af2bea3ae08b5194415a399,,Pas de correspondance
6405bf60b0da194777986235,,Pas de correspondance
64073c1f9c6d10cd16eab69b,,Pas de correspondance
5af2c157ae08b51b804e58cc,,Pas de correspondance
64462ddab9e290fea667b0a7,,Pas de correspondance
6405bf8eb9d07cd5d38d7b14,,Pas de correspondance
5b928b3fae08b553974324f2,,Pas de correspondance
5af2be56ae08b5194415a27d,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
6405bfefb0da194777986422,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
6405bfccb0da1947779863b3,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
5af2bde3ae08b5194415a0cd,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
6426b1a80b4b91315f171fc7,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
64073ba7df6297bb5beef0f8,775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau)
646388c36ced9aa0d6353bc6,,Pas de correspondance
64073bdb9c6d10cd16eab655,86dc67f8-4131-4b6e-9241-6230d10a9417,"Amande, grillée, salée"
6405c010b0da194777986495,86dc67f8-4131-4b6e-9241-6230d10a9417,"Amande, grillée, salée"
5b48b696ae08b574c76935f4,86dc67f8-4131-4b6e-9241-6230d10a9417,"Amande, grillée, salée"
5c264206c445fa3bd93ba752,50dc72dd-6224-4ba6-857a-c4406782e3f9,"Ananas, pulpe, cru"
5af2be9cae08b5194415a381,004163d1-8f93-4049-96e5-315347f0e851,"Anchois commun, cru"
64073ca0df6297bb5beef1d5,004163d1-8f93-4049-96e5-315347f0e851,"Anchois commun, cru"
5af2bdecae08b5194415a0f1,205564bf-5f54-43cc-93f6-c18ed8ee7563,"Endive, crue"
5b76db66ae08b523ce09d3f2,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
6405bf84b0da1947779862b9,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
64073c159c6d10cd16eab691,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
64073c9b683721c9a32b07ee,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
5cdea168bfc59100104c6c12,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
6405bf22af4af6d531d50a6e,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
5c545d5ae3f33934c63a1363,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
6405bf6eaf4af6d531d50ba8,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
64073beb683721c9a32b0783,5ab4823c-bad5-403f-867c-8aaa2a17119a,"Estragon, frais"
6405bf7baf4af6d531d50bd8,,Pas de correspondance
5eaa742d4d1313374d494f30,add4ef32-8f8e-49a2-8d90-293409ce8430,"Persil, frais"
6405bf51b0da19477798620b,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
64073d63683721c9a32b0839,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
5dd79e9b24881d4bc5315fad,a01e6b68-bf7d-4811-bb15-ed22f2a36815,"Aneth, frais"
5e7360246b65da116176e157,,Pas de correspondance
5af2bdfcae08b5194415a12f,,Pas de correspondance
6405bfb6b9d07cd5d38d7ba5,,Pas de correspondance
