hellofresh_id,ciqual_id,ciqual_alim_nom_fr
5af2c16eae08b51b804e591a,0b7fd17a-f1d9-4e09-a95c-f63d096ebacc,Pain de campagne maison (avec farine pour machine à pain)
6405bf6cb0da19477798626b,,Pas de correspondance
64946e4f2417a80cb660baa1,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
64073bc4df6297bb5beef12f,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
6405bf41af4af6d531d50aec,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
5cebf6d91ce852000e1825af,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
5e304af3071555431110c815,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
6405bf48b0da1947779861ea,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
64073cc39c6d10cd16eab6ee,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
6405bfecb9d07cd5d38d7c52,4972f9fb-84d4-48ac-94e8-297fab45c1e9,Pain pita
6405c006af4af6d531d50da8,3acd5537-d26c-4da5-ae94-a982d9e5d8c1,"Chou chinois ou pak-choi ou pé-tsai, cru"
5af2be0fae08b5194415a180,3acd5537-d26c-4da5-ae94-a982d9e5d8c1,"Chou chinois ou pak-choi ou pé-tsai, cru"
6405bf37b0da1947779861b4,25fd596a-f4c8-4560-8cb7-9952b304545f,"Boeuf, paleron, cru"
64073c16df6297bb5beef17a,,Pas de correspondance
5c8bcdade3f339735d1859a3,bb8f18fd-4664-46fc-b144-47f2a087fcbd,"Pâtes fraîches, aux oeufs, cuites, non salées"
6462c7f58c393b044d7447c9,d55e9a25-97ec-46ff-ac04-f8f65bc3d5c3,Paprika
5c8bcdafe3f3397358648c97,d55e9a25-97ec-46ff-ac04-f8f65bc3d5c3,Paprika
6405c00cb0da194777986485,d55e9a25-97ec-46ff-ac04-f8f65bc3d5c3,Paprika
64073bba683721c9a32b074e,,Pas de correspondance
5ca75b3fe3f33924f1684fc2,,Pas de correspondance
6405bfc5b0da19477798639c,,Pas de correspondance
5c950d82c445fa28d02a8da2,,Pas de correspondance
5af2be5dae08b5194415a299,aaf371a4-5762-4548-b9a3-88e3e8cfcc30,"Patate douce, crue"
