hellofresh_id,ciqual_id,ciqual_alim_nom_fr
6405bf8eb9d07cd5d38d7b12,,Pas de correspondance
5daefe8604bd7446ff46d462,,Pas de correspondance
64073bf6df6297bb5beef169,,Pas de correspondance
64073d179c6d10cd16eab71a,074c7cb4-f41c-437e-85fd-9fa4bc426a5e,"Boudin blanc, à cuire"
5d80e40a1191fd486135374d,f589218e-35f9-4ee9-9d6f-12aef239b04f,"Bouillon de boeuf, déshydraté reconstitué"
63e5121981b4b295e66f0252,f589218e-35f9-4ee9-9d6f-12aef239b04f,"Bouillon de boeuf, déshydraté reconstitué"
5af2be78ae08b5194415a2fc,,Pas de correspondance
5e84811b864a1c4f9e010eb0,90632422-d831-4fc7-b107-d69791af290c,"Bouillon de légumes, déshydraté reconstitué"
63e51212a0a0603e5708dcba,,Pas de correspondance
5c950d7ac445fa28926e8835,,Pas de correspondance
5be14d0930006c4bee2c1732,,Pas de correspondance
63e5120dbc1d64f7b96e26fe,6eae5f9c-7725-48cc-afc7-1af0bb96d2db,"Bouillon de volaille, déshydraté reconstitué"
5c8bcdafe3f3397358648c99,6eae5f9c-7725-48cc-afc7-1af0bb96d2db,"Bouillon de volaille, déshydraté reconstitué"
64073bdedf6297bb5beef149,,Pas de correspondance
6405bf72b0da194777986283,,Pas de correspondance
5cfa73b6d8a871000e5b1634,,Pas de correspondance
6405bffab9d07cd5d38d7c84,,Pas de correspondance
5af2bea5ae08b5194415a3a1,,Pas de correspondance
5af2c171ae08b51b804e5924,,Pas de correspondance
5ca75c96e3f339257c25ee72,,Pas de correspondance
6405bf73af4af6d531d50bba,,Pas de correspondance
5c950d20e3f33950f837c012,,Pas de correspondance
5c794b0ae3f3396d0b09a2b5,,Pas de correspondance
5e6f81184155e24253687d20,,Pas de correspondance
5c950d81c445fa28b9748b63,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
6405c01bb0da1947779864c2,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
649ac0414717a9ae7f5d1971,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
64073ba9683721c9a32b0739,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
6405bfdfb9d07cd5d38d7c2d,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
5b645d7bae08b57e59605782,1c34b973-5419-4ee2-a709-44aeae22608a,"Boulgour de blé, cru"
5cf144a8806177000e019d26,2b9288ee-0956-47d5-b26a-b28c1f23f7dc,Brie de Meaux
64073be79c6d10cd16eab665,2b9288ee-0956-47d5-b26a-b28c1f23f7dc,Brie de Meaux
6405bf59b0da194777986225,2b9288ee-0956-47d5-b26a-b28c1f23f7dc,Brie de Meaux
5c7e9716e3f33970746cf5e2,ba1dc928-6584-42cc-b624-258142cb74e2,Brie de Melun
64073ea89c6d10cd16eab7bf,ff22b515-c0cd-4e17-baaf-88c9aea24bbb,"Brie, sans précision"
5d3f1560265a5e000f76a20b,ff8b26f4-5b48-4468-a9fa-f103bcf250f7,"Brioche, préemballée"
64d2428ab199bd79fa716c69,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
6405bf3ab9d07cd5d38d79dd,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
5d53d9740f071b00083c90a7,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
6405bf80af4af6d531d50be4,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
6405bf85b9d07cd5d38d7af6,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
64073bdb9c6d10cd16eab656,575e97d7-07d3-4674-be0b-3c684f598799,"Brocoli, cru"
5af2bdf6ae08b5194415a114,,Pas de correspondance
6405bfa4b9d07cd5d38d7b6a,,Pas de correspondance
5c70001be3f3396c2a47cd26,,Pas de correspondance
5dcd727af283181a300ab126,,Pas de correspondance
64073bda683721c9a32b0776,,Pas de correspondance
64073bef683721c9a32b0788,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
5c13b5e6e3f3396ec2134223,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
6405bfb2b0da194777986358,b6f1cb50-f7cb-430b-9e56-6f5038701c30,"Cacahuète, grillée, sans sel ajouté"
64073bb6df6297bb5beef10e,b6f1cb50-f7cb-430b-9e56-6f5038701c30,"Cacahuète, grillée, sans sel ajouté"
6405bf5fb9d07cd5d38d7a74,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
5d2455fc6bca3600111633bd,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
5af2c153ae08b51b804e58c1,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
5e9ffb824055b55d53758162,16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée"
6405bf5cb9d07cd5d38d7a6a,c5dacacd-57d6-44f2-9b58-1034953bde7a,"Camembert, sans précision"
64073c209c6d10cd16eab69d,c5dacacd-57d6-44f2-9b58-1034953bde7a,"Camembert, sans précision"
5d1b4fca2bd5c6000a2151fc,c5dacacd-57d6-44f2-9b58-1034953bde7a,"Camembert, sans précision"
6405bf6aaf4af6d531d50b9c,058a6dc1-e3b3-4113-a92a-92ce520f31b0,"Cannelle, poudre"
5c8bcda5e3f33973013052b2,058a6dc1-e3b3-4113-a92a-92ce520f31b0,"Cannelle, poudre"
64073c13df6297bb5beef178,5eae2189-9996-4c49-9108-6b1ded0ae6e0,"Cantal, Salers ou Laguiole"
6405bfb8b0da19477798636a,b5f1ef9c-292d-4ac3-87d4-13b1b94b9c98,"Câpres, au vinaigre"
5af2be04ae08b5194415a151,b5f1ef9c-292d-4ac3-87d4-13b1b94b9c98,"Câpres, au vinaigre"
6405bf1aaf4af6d531d50a4e,,Pas de correspondance
5cb44984c445fa72e10f4ba2,,Pas de correspondance
5af2bdffae08b5194415a13e,f0797302-8ca1-4427-bdd1-3d5eecc7037e,"Cardamome, poudre"
6405bfbfb0da194777986386,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
6405bf6daf4af6d531d50ba3,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
5af2be29ae08b5194415a1de,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
6405bffbb9d07cd5d38d7c85,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
5af2be86ae08b5194415a33b,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
6405bff4b9d07cd5d38d7c6c,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
6405bf3db9d07cd5d38d79e4,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
5c9e3f00c445fa5e1e745da2,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
6405bfbab0da194777986378,59554a1c-5eda-4b2a-a8d1-23d747855a7f,"Carotte, crue"
5ba8a96630006c3c346c38b4,,Pas de correspondance
6405bf31b9d07cd5d38d79bb,,Pas de correspondance
64073bcedf6297bb5beef139,,Pas de correspondance
63e5122dbc1d64f7b96e270c,,Pas de correspondance
63e5120da0a0603e5708dcb9,,Pas de correspondance
5fbe2dd103cb4c62ac01428c,,Pas de correspondance
6405bfe6b9d07cd5d38d7c3f,,Pas de correspondance
5c9e3f07c445fa5e4f2059d2,c7b39be6-f5da-4b4f-b976-79146911116b,"Céleri branche, cru"
5af2be22ae08b5194415a1c2,b1a01339-7ad9-4587-b8cc-69f4c630f8a4,"Céleri-rave, cru"
64073bcb9c6d10cd16eab644,c7b39be6-f5da-4b4f-b976-79146911116b,"Céleri branche, cru"
