id,name,category
64073bcb9c6d10cd16eab644,Céleri-branche,,
64073c2edf6297bb5beef192,Céleri-branche,,
64073bee9c6d10cd16eab66f,Céleri-rave,,
5af2be28ae08b5194415a1d9,Céleri-rave,,
6405bfa7b9d07cd5d38d7b77,Cèpes et morilles séchés,,
5af2bea1ae08b5194415a392,Cerfeuil,autres,
6405bf35af4af6d531d50ab9,Cerfeuil,,
6405bf3bb9d07cd5d38d79e1,Chair à saucisse,,
6405bfdcaf4af6d531d50d0e,Chair de tomates,,
6405bf41b0da1947779861d8,Chair de tomates,,
6405bf26b9d07cd5d38d7998,Champignons blonds,,
5af2be78ae08b5194415a2fb,Champignons blonds,,
6405bf28b0da194777986184,Champignons de Paris,,
5f47631a3c53f175500af63a,Champignons de Paris,champignons,
5c8bcd9ee3f33973480ec965,Champignons de Paris émincés,champignons,
5af2bde9ae08b5194415a0df,Champignons shiitake,,
