"portion_id","food_id","name","size"
"92ef2199-f4e3-4d30-a6ac-a871121493a1","038fcb99-86fb-43bf-9261-c9b5da01f630",Cuisse,120.0
"1b80e900-bcf9-4190-8bdc-7022b10a849a","8a73063e-3250-4787-a06c-a24d2dab4100",Tranche,30.0
a23a1f59-a803-4730-a7ab-2c530a4b2cec,c1d53d0b-3e96-49de-9b2e-1c6c72b78966,Part,150.0
e4dd5ea5-088e-46eb-a1b3-8fbd41003cb7,f21dacd6-79af-44f1-bae9-d942fcb037dd,Verre,250.0
db9095c8-cc32-4484-8aee-c25f76fa9199,ee028e20-3352-41a3-9efd-f9a5d45a18d1,Portion,30.0
"9600aec3-8d81-45d7-9ff7-ef43bd4ad01c","38a570c8-9b9a-4ed5-bb71-9a2c53eb1f80",Portion,150.0
"452edc53-5c96-470e-97ac-999146ece3c9","882287fa-f097-40f0-8b53-e216e7e861c8",Filet,150.0
"541261a9-6596-4f97-aa2a-50b47b749b53","58fd2b80-1d2d-4cbb-b7c4-1aaa7ba966ef",Tranche,50.0
"35ed0426-ac0e-492d-b7db-b8f7262a8776",dd585fcb-2c06-466f-b2cc-99593ae5f92c,Portion,100.0
"2e7c238d-2389-49a7-98eb-064a2a8d8d30",f96e2b3c-2ab0-468b-ba6c-1a5b6fabd024,Cuillère à soupe,20.0
a5a4fcf1-9423-4877-98c6-baf1020a5e47,"2150d224-e539-467c-9458-833c5cf8b7ba",Portion,100.0
"0e842488-6a23-41f1-8e4b-2d079c74a120",ad6efbdc-42c5-4b7f-982a-42468a241da1,Pot,100.0
d2b4bc61-eb26-47bb-84c9-5d79796cc82b,"97de8256-eb70-463f-9477-8b0e072f7c56",Unité,60.0
c90d15fe-0970-4134-bbfd-6c0167cf0cc8,"2827531f-d082-4e5f-856a-c94fed8266e9",Tasse,200.0
"3a155f8b-e145-4aaa-918b-d1858ea0a4b2","55768e81-20c0-4b63-b0a0-edc016e02a9a",Unité,130.0
"8652f367-913a-45db-8554-75e3897436be","880d86ed-b93f-4da8-b9b9-ceb989300920",Verre,250.0
f07d10ae-ed8d-43b1-bf5d-5e9c83226551,e9ffe658-411d-4651-8c9c-f1eb7313bde9,Unité,100.0
"099eb269-1677-419a-be0e-6017ff7b1420",a17c5b82-b821-4395-9a58-75f1363f80b2,Cuillère à soupe,15.0
cfa1337d-6ce5-4340-8048-d4fc87064131,"240ee5c5-f4c6-4c8d-87cf-db20c2ab86ca",Cuillère à soupe,15.0
eacca3ed-8521-4606-bb78-297fe22e731e,"8855dc4b-81ad-486d-8f16-501ad9e8d5c8",Cuillère à soupe,15.0
"8640d603-7c18-462f-baad-ac1311c0a399","8af2149d-7074-43d0-9dd9-bd325ec66e8a",Filet,150.0
"3c505922-c5ea-440c-a3d8-5f498d540185","696e2e0d-f1dc-4918-bdef-78a2fafe88d3",Cuillère à soupe,12.0
ab44b24b-d6b0-4dfa-addd-ca214be4dac4,bcc77548-6a05-4d05-a9d1-7f89a26e4bea,Tranche,10.0
c7a5122f-87bd-4a6a-a83b-4c7bdf100dc2,"55f349a9-500e-4760-8e2f-5554f0b9d4dc",Morceau,30.0
"729a4e5f-c34a-44ba-9452-e0eb3b168741",c4ecebdb-bad6-4ee2-81b9-2015be4d7316,Cuillère à soupe,15.0
"31d61f3c-5aca-43bc-852a-30042c45b14a","97fc126c-0d22-4092-ada1-b7d76c7413df",Portion,100.0
"2d4dcab4-8247-45e0-95ca-14ddd23743ae",e1d820c7-c7f4-49b4-8fc5-c483ecbc157c,Unité,30.0
"75e2c17f-876d-41d5-9b39-04face756c73",cf9742b5-a1f6-44a6-9a7c-706c302791ff,Morceau,30.0
"404faf1d-8854-4c4f-b4c0-e59bb324530f",a4bef8da-479b-43a6-9957-083a6b1cc39f,Tasse,185.0
"24a5b11a-79d1-436a-92fd-ebf6aa0d2241","52ba35c6-6c90-4519-98a3-0d2f467084db",Portion,100.0
"32c9a761-3ae4-458b-b4b3-631b74952c30",bf2cf7be-0ecb-461a-9002-18165a6c7d95,Portion,100.0
"2ea69f12-d81c-49db-980a-bb5bb75f7ea9",f32222fc-7cbb-4809-b5b7-b7f1db75cb0b,Portion,150.0
b973b969-92df-4f26-8933-d9e0283b1167,cac59fb8-0f54-4265-aa56-b061a4380169,Unité,250.0
"7890ef1b-1fd3-4e9f-93de-c0f3f93f2dfb","688db318-b525-484b-b435-7c1d39dbaba5",Unité moyenne,100.0
"72f2136f-ea1c-4eb4-8421-f3180c598367","90eb9a2a-1d18-4269-9e3c-002691335ba3",Cuillère à café,2.0
"7f9ac0c5-249a-4f83-912a-8995df96d3fe",a8e60ca3-645f-450a-9aae-7be255927713,Portion,100.0
"7ec6de83-df5d-4cc7-a4f9-ca25c38af227","9332bf50-f5c0-4328-b853-260a8aa2c719",Unité,5.0
dcb71d2e-f618-434b-a83c-5c8958a4a107,"54190271-c735-4b23-998f-2783fbd601aa",Tranche,100.0
d5edda28-dc35-46e5-921a-38abd9a6e142,d20a36bc-a35a-4148-8c31-5e386370a510,Tasse,30.0
"432d42bb-24ae-49b1-a01c-b68a4fde0ec0",d2722f95-28ff-4b36-b0f0-2377fa3064cd,Unité,150.0
cf5b091e-a01f-4740-882b-c2969831710c,"3cf2f9a2-0c7c-4d8d-a183-d60f466c88b3",Part,100.0
"59e36637-ccd0-45f2-ba96-a37923a9f820","6e9337a5-1128-456d-a00b-4d46d1527428",Tasse,100.0
"3b834b20-3972-495c-8c9c-10590847f618",bfb43ba1-495d-48b6-a2f5-254c6badf29b,Part,50.0
"5b63846d-f703-43c8-b065-5ef090c6fcbc","6027cb5c-dd09-4266-b4fd-cd167d44f119",Tasse,80.0
e93e0ede-284a-4e50-bbac-57235ceed3d7,"1a019d2f-7c90-4ba3-965e-7c54f51e206c",Tasse,120.0
d9b5f9b3-b47a-4577-9e31-398d2b4f364d,"322ca624-db1a-4b09-afb3-3b949c2fede0",Tasse,120.0
"429baf0d-8fab-40ce-9620-8ea93ebabc27","474cdebc-ddbb-4312-91ec-a834dc5e54db",Part,50.0
"55a431f3-a256-45f3-be19-e7ccfec28401","559f0971-f214-40fb-b381-4f9c7f2e9829",Part,50.0
"4933487f-1279-444e-84e5-d44c74633a7b",f58f5650-bb83-4f8d-8db6-7b43cb65e4ff,Tranche,30.0
"30e6b938-5064-46f0-ae3f-78a77cf406ff",f58f5650-bb83-4f8d-8db6-7b43cb65e4ff,Feuille entière,200.0
"33899b90-ed04-44dc-8a4b-495573546b2e","26327b55-5432-4b90-bfc5-4ecc53293ac2",Feuille,5.0
"60adaea7-3a56-41db-8f94-94ca611f12e2","26327b55-5432-4b90-bfc5-4ecc53293ac2",Paquet,200.0
b76a0fd0-183c-4670-a7a3-cb021ab459ed,"11ae7c25-b46f-4486-a434-e6f789b8688a",Cuillère à soupe,10.0
"9551b3ba-2a39-418f-baeb-2715246fd6ac","11ae7c25-b46f-4486-a434-e6f789b8688a",Tasse,120.0
"168680ef-9d8a-4521-b950-6716c551c6c5",da1b10cd-39f4-47b1-897a-e149bb0ead89,Portion,50.0
"5df8b405-f351-40a8-9843-017956a7909b",da1b10cd-39f4-47b1-897a-e149bb0ead89,Pâte entière,300.0
"8a30b2f0-3185-4b4d-a6ea-f504700fa3d3","0eadc8b1-789a-45da-927b-9e8987480491",Feuille,40.0
"9c53dd69-af12-48db-bb2f-68f7d17f1953","0eadc8b1-789a-45da-927b-9e8987480491",Paquet,250.0
"778bd760-a05d-4456-8465-0126ad8903c6",aeea47c4-55fd-44a2-b570-8c64eb348e0f,Feuille,40.0
f85f7acf-60b3-4e76-b805-8fd35ddab754,aeea47c4-55fd-44a2-b570-8c64eb348e0f,Paquet,250.0
c839c16e-1f24-4f12-a572-146f70650afd,b759c8a8-cf75-40f8-b96a-9930a72ec5db,Cuillère à soupe,10.0
f746429d-f65b-42ba-a5af-56d471ec7598,b759c8a8-cf75-40f8-b96a-9930a72ec5db,Tasse,120.0
"2a830c69-1b70-4e9a-b951-468b2514f824","1450dfb4-7db9-42d4-9dbf-90c27d689e28",Feuille,10.0
"40de1085-0a21-404f-9160-cce80d6057f5","1450dfb4-7db9-42d4-9dbf-90c27d689e28",Paquet,200.0
"8779eceb-1c66-4cf6-9c1a-1f5dedc4d719","235d80d3-232c-4d8f-91b6-5404c7f85aee",Part,60.0
bebc522d-2554-4808-b78b-a388274d967e,"235d80d3-232c-4d8f-91b6-5404c7f85aee",Pizza entière,300.0
"91e8c4d7-6cfa-43b9-8805-ae3ecb5d4ba0",cd4daf8b-7be2-42fe-8791-9f4b675b66d6,Cuillère à soupe,10.0
"709de1c9-d1eb-4be9-a7f6-732f97940ec3",cd4daf8b-7be2-42fe-8791-9f4b675b66d6,Tasse,120.0
c9e0b7f2-2388-4550-a451-7e3f060119ed,"650f801c-90f3-403b-b01d-111547598c76",Part,40.0
"16143fa5-8517-4f3a-aa67-9257f132ef86","650f801c-90f3-403b-b01d-111547598c76",Tarte entière,200.0
b5e4f847-ab76-49e2-91c1-33bdc55f06ce,"15d6baf5-8469-41f9-bd04-bb0fdd5cd8ea",Part,40.0
c903e8fd-bf01-4ae7-a153-19462779b1c9,"15d6baf5-8469-41f9-bd04-bb0fdd5cd8ea",Tarte entière,200.0
a1bed717-41fb-4f65-9892-e67776f9921d,c5d545f5-a9e8-412e-bc27-89eeeb95d024,Cuillère à soupe,10.0
"502528aa-76cc-4c52-931a-6379d7160745",c5d545f5-a9e8-412e-bc27-89eeeb95d024,Tasse,120.0
f6abe82e-151f-47f2-a904-e0e8651f6f89,"9af3689c-81b3-4a4d-ad51-e86f84357e44",Cuillère à soupe,10.0
"70b953c8-a083-4fa1-b7a9-c0fca4098cb8","9af3689c-81b3-4a4d-ad51-e86f84357e44",Tasse,120.0
f405d0ee-208f-47f6-be84-f43ca6cc7aef,"8f755537-b1b3-4b8c-abef-2e2d9767c85e",Cuillère à soupe,10.0
"3970f913-7120-46ce-b658-80acc630761b","8f755537-b1b3-4b8c-abef-2e2d9767c85e",Tasse,120.0
df14563b-a62d-4310-9aca-8adad1e2ab7e,b9cb2eb4-520e-47b9-8997-1a1d266816ba,Cuillère à soupe,10.0
"9a459b8b-bad4-4a20-9cdb-e5aaa656e109",b9cb2eb4-520e-47b9-8997-1a1d266816ba,Tasse,120.0
"202c3b17-c386-418d-9991-ed109906beab","857c5f23-07d5-4dc3-bc6f-afea4ae1ee0f",Cuillère à soupe,10.0
"645af8ed-48c5-48af-b4d4-3cf94aed1130","857c5f23-07d5-4dc3-bc6f-afea4ae1ee0f",Tasse,120.0
f0b70c57-86cc-4490-8018-8bb34db8c25b,"142beb13-412f-4c2e-be25-52e953b1b63a",Cuillère à soupe,10.0
"8992d891-cb57-4ad7-a11c-88526d99a437","142beb13-412f-4c2e-be25-52e953b1b63a",Tasse,120.0
"3b496bec-3f89-42ba-9241-6f05c285e802","0ccc7ff4-c0cb-443e-9756-b55a7fbfda40",Cuillère à soupe,10.0
"75f53f7a-ffee-4c9d-9aee-d562348981af","0ccc7ff4-c0cb-443e-9756-b55a7fbfda40",Tasse,120.0
"109d14f4-4bc2-4d09-a1a4-e07f9112e410","962cc0b8-fa3a-45e3-87d5-236d75a135c3",Cuillère à soupe,10.0
"2277d50a-941b-4983-9061-04a742bae8c6","962cc0b8-fa3a-45e3-87d5-236d75a135c3",Tasse,120.0
"117d400e-4b35-44a2-9adb-4244365b27e3",dc8a19d6-35fd-4bf8-a300-c3d1e0757d87,Cuillère à soupe,10.0
"0fff9981-a915-47da-af5b-eb240d4cc73b",dc8a19d6-35fd-4bf8-a300-c3d1e0757d87,Tasse,120.0
f5530367-12d7-4f27-a98e-525e84887624,b753c880-6aed-427f-9c70-cd0e696176e4,Cuillère à soupe,10.0
"77e673a6-fde2-4efc-b6c5-e76a8a807cda",b753c880-6aed-427f-9c70-cd0e696176e4,Tasse,120.0
"75d67fca-a235-4098-87f6-2e18e6b9a63e",c2497856-9aaa-4a54-95ff-27e06a2b39d0,Cuillère à soupe,10.0
"64bab650-4a08-49e5-bd0e-d18541b6e72d",c2497856-9aaa-4a54-95ff-27e06a2b39d0,Tasse,120.0
"0482f4b6-e7e2-40f6-9c71-f68aab97b7ea",a4b793ad-6067-48e0-983b-2ce553f107a1,Part,50.0
"433f27da-7f25-4f11-9d0c-dcdc1d69949d",a4b793ad-6067-48e0-983b-2ce553f107a1,Pâte entière,300.0
"1ac2935f-5d94-4d63-bb89-5fdee903dfbd","1cc0bd4d-468d-4579-b4e9-37dc928e9e77",Part,50.0
d7612e14-9483-4ffd-94f5-d74ef2abd223,"1cc0bd4d-468d-4579-b4e9-37dc928e9e77",Pizza entière,300.0
"8e3b0259-6b73-4583-bf8f-ba3938809c17",dc746314-9a55-4010-b875-9b538127c8f2,Portion,70.0
"999ad791-2cab-47ce-bada-8a7434014355",dc746314-9a55-4010-b875-9b538127c8f2,Bac,500.0
bab06f16-bbd4-442a-aefb-ac1d5f9a75b7,c8a7026c-a4aa-442b-bda2-e10fb7fa0050,Portion,70.0
a5f2fc19-7496-456a-9f19-ef21706d6d3b,c8a7026c-a4aa-442b-bda2-e10fb7fa0050,Bac,500.0
"5a1ac4a9-2f8f-48cc-927c-e935c7377b62","6719ab39-41e2-4f69-bac7-76b648134240",Bâtonnet,70.0
c168c5b2-d493-48d4-b04a-43bd1766f689,"34d474b6-3a56-4c67-9085-48e2d8470a2a",Cuillère à café,2.0
"27d30812-8999-4324-90f1-2c3a0274f692","34d474b6-3a56-4c67-9085-48e2d8470a2a",Paquet,100.0
"69cbc19e-16d0-4e84-9938-578e51a51ca8","8286d8fc-856c-43a9-8196-b42a93dc3555",Cuillère à café,5.0
"922b21d8-2e75-42b6-a9ef-3b35e5d67e3e","888d1ad9-a9ef-46fb-8809-c862ae4631bb",Cuillère à soupe,15.0
"0932ec69-cd78-43c7-91dd-93cc924490c8","2c133aca-a6df-4b80-aa9b-ea84407aa3f9",Filet,100.0
"9c0f7962-1e63-424d-92d4-665a0312f255","2c133aca-a6df-4b80-aa9b-ea84407aa3f9",Poisson entier,300.0
"79701675-84a6-426a-83e5-ed856675adc2","48366086-cac1-427b-9075-679a22f676ab",Sandwich entier,200.0
"046e2e77-2514-4e20-86f7-64ce57b66f59",be8477bc-18b5-4af9-bc01-cf0553604a68,Coupe,150.0
aadb3757-6e1d-409e-a448-7b795f206bef,be8477bc-18b5-4af9-bc01-cf0553604a68,Portion familiale,500.0
"7b2aa6bb-19e8-4bff-a91b-aaa925101b5c",cd2af09c-9762-4a01-ab03-4e1efd4c90e7,Feuille,1.0
"1ba328b9-151c-4c9e-a781-b9e6082adab8",cd2af09c-9762-4a01-ab03-4e1efd4c90e7,Paquet,30.0
"706c4efe-b9dc-4c31-9761-bcfe91ee3268","2d29c091-3243-4318-a6ca-87e5c2b8ca27",Portion,50.0
"254d1e97-fe21-4acd-bc7d-153162da34af","2d29c091-3243-4318-a6ca-87e5c2b8ca27",Poisson entier,200.0
fb89ab3a-36c1-4955-be7f-3c23521a253c,"1fc313da-6ccf-47aa-9b02-815440b45bfa",Cuillère à soupe,10.0
e9d7f43b-6419-419c-a3c5-90f7190ee5e7,"1fc313da-6ccf-47aa-9b02-815440b45bfa",Paquet,250.0
e893c76a-b1dc-4f36-a5bf-e18c615693a2,"9c813e0b-84d4-40a1-a937-c347071e569d",Cône,70.0
"7e6ba98e-df10-45ff-842e-51dac8f58fa6","18f52f59-fcd3-4b03-a0d9-0e78a321fb36",Feuille,5.0
"878f1471-e887-49d2-b25f-73cb992d4bf0","18f52f59-fcd3-4b03-a0d9-0e78a321fb36",Paquet,200.0
d8d99978-f39d-49cb-aa00-b58b2032e149,"1acb1930-f667-44aa-a86a-6a9e1730f2fe",Cuillère à soupe,15.0
"8e1551ce-25de-4911-816c-babbf799fec1","0df89dd1-368d-41dc-8ae0-43cfaf7f7214",Cuillère à café,5.0
b1e00cd3-161f-4611-a89f-8d896de6f182,"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",Tasse,100.0
"58919322-7a8c-436d-b970-95422676499f",f28be2d5-b1b2-4f33-afdf-b1663fab2a86,Portion,70.0
"4a4f0d0e-17d3-4288-bbc4-8e85fc71c169",f28be2d5-b1b2-4f33-afdf-b1663fab2a86,Bac,500.0
d50d4a78-73ce-40db-882f-a646af7da211,"46447b8c-5f74-40ca-98c8-827fae3cb6f3",Unité,15.0
"356b65b2-a2bb-48ce-a6b0-ccb9a6dc5f2d","46447b8c-5f74-40ca-98c8-827fae3cb6f3",Paquet,250.0
"67fcd737-e4a5-4c77-ac4b-a7e3b09a0d21","78d76786-8cb0-40bc-b433-05c7e359141f",Portion,100.0
"6adad986-4c65-485e-af19-f3c43ee3a47b","78d76786-8cb0-40bc-b433-05c7e359141f",Poisson entier,500.0
"971dce34-9bea-4983-8d5a-13b10bdf58a3",fc1315f0-901d-4cdf-b150-be3102ed51ab,Cuillère à soupe,15.0
b68f0f57-c429-4e3e-8f3b-0d1a25d2e94e,bcdba725-4d54-4b4b-a380-2d07c21ae965,Portion,50.0
"9ca71376-306f-4311-8e24-10a2ca86d907",bcdba725-4d54-4b4b-a380-2d07c21ae965,Poisson entier,300.0
"8d3ef792-526a-4472-83ff-865c6127cc37",a8829d63-9c2c-43d8-813e-a85f77c5c844,Filet,10.0
a8a50c53-9999-4ca6-80d0-0dcf9e7c4476,a8829d63-9c2c-43d8-813e-a85f77c5c844,Pot,100.0
"56bb09b5-ad26-44df-b43f-6e79864ba789","06c36f41-f981-4d59-ba5f-73508ff2c039",Tranche,30.0
"7813af76-5631-4ad6-859f-862e131644d1","06c36f41-f981-4d59-ba5f-73508ff2c039",Brioche entière,300.0
"5c06d3fe-89d5-4f4e-beac-592eb4539580",b4e13129-4614-4a67-af6f-8d3bef154e0a,Biscuit,15.0
"02286617-4125-4715-969e-14a382be9bf0",b4e13129-4614-4a67-af6f-8d3bef154e0a,Paquet,250.0
c00c9490-45ca-42e1-8c1f-a431c0d7e183,e5dcebf4-fc4f-4cf8-ba23-7639d40d51af,Portion,100.0
ae0d2dbd-ac95-4de9-be7d-6a17973f3c4d,e5dcebf4-fc4f-4cf8-ba23-7639d40d51af,Kg,1000.0
"0d35d07e-0519-45d0-8fac-9bf0b4d9e2ff","81dc379c-f268-419c-a51b-4a0691221e57",Portion,100.0
fa88df23-496b-4638-a7bf-646960554554,"81dc379c-f268-419c-a51b-4a0691221e57",Kg,1000.0
aec4cc25-039c-467c-9d4b-b63711288736,"2f0e1f84-e17e-4590-a498-f35c145307e7",Cuillère à café,5.0
"2ee16782-b44c-4b11-94b8-998d6198a3fc","2f0e1f84-e17e-4590-a498-f35c145307e7",Pot,250.0
d9d732a6-e243-4004-a032-a60fddffef06,"6eca7d2a-90e2-4f90-9701-3ceaa084c0a6",Cuillère à soupe,5.0
"0afa7f5b-62c8-4800-a6d9-324da14da73e","6eca7d2a-90e2-4f90-9701-3ceaa084c0a6",Paquet,100.0
"387951ec-3b06-4e9f-82e4-700e4d578210",fd1ae9e8-bfff-4094-ae75-baf732c85288,Cuillère à café,2.0
ea82d6be-a401-4b22-bf08-69b1b62e9343,fd1ae9e8-bfff-4094-ae75-baf732c85288,Paquet,100.0
a92a25bd-c13f-45dd-96d6-bbd2c5700136,"3fb4c24a-be93-448a-90b7-ee2d10b490d5",Poignée,30.0
"9926eda7-abbf-4948-94e3-880357c756ad","3fb4c24a-be93-448a-90b7-ee2d10b490d5",Paquet,250.0
"2b1cd14a-91c1-4444-a007-36da6d265add",bb7a94fb-4684-40d3-be17-69175b67bb76,Cuillère à soupe,5.0
"0bb6ed4b-2fff-4bb7-bd24-2f71d82b0be8","1a0b413a-7905-4978-9678-87d7c2006b0a",Filet,150.0
d98302fb-d542-4d5f-9900-68d8a4e1375f,bb7a94fb-4684-40d3-be17-69175b67bb76,Paquet,100.0
c0cb4b3f-a35f-41c5-a831-cbe55f6f4084,"3abd3785-6f43-4194-aadb-1b13bda8187d",Portion,100.0
"3746c2c9-da53-4461-9656-e9520b0f8a12","3abd3785-6f43-4194-aadb-1b13bda8187d",Barquette,400.0
"2f25c9eb-86ff-46ca-a594-15d789a7ca4c","21d33f49-8812-4368-983f-3e915badfc60",Portion,100.0
a3b08ff0-579f-4d9a-b30a-ab33f5b5e83d,"21d33f49-8812-4368-983f-3e915badfc60",Barquette,400.0
"398aff55-3f05-433b-b883-5bbd3efe0f25",a0213cc5-83b2-4d33-9435-64890eaf4c51,Portion,100.0
ada9ec8a-87d3-4aed-9a87-fafb09bedf81,a0213cc5-83b2-4d33-9435-64890eaf4c51,Barquette,400.0
acc3c1b6-275d-4855-b096-491d73724360,"6743c93a-c87d-40f8-8b3c-42b5f8d7c3b2",Filet,100.0
f6d4c52d-10be-49eb-8aeb-c5734a82852a,"6743c93a-c87d-40f8-8b3c-42b5f8d7c3b2",Poisson entier,500.0
"980a239f-ba80-49c6-8629-ca9b626204e2",aa8fb4e9-8ad8-4d7a-bfe2-e4e01691fc55,Unité,50.0
"75bbcf89-b6ca-46af-a8f0-89a48f4b0737",aa8fb4e9-8ad8-4d7a-bfe2-e4e01691fc55,Paquet,200.0
bd44978e-e37e-45ba-84ae-b0e0b2ca02f4,fa8f6111-d9b2-4082-9c04-39c29036df06,Portion,100.0
"8c661778-dc83-44f5-a20a-49e24b93a8fe",fa8f6111-d9b2-4082-9c04-39c29036df06,Barquette,400.0
fc885f36-8e94-4fbf-a9ef-1febf51f95b7,aa1e5c76-125a-4ed7-a3c1-e13e34f27a8c,Filet,100.0
"841dc736-2f47-4a9a-a61f-6f8a2cc3b7b2",aa1e5c76-125a-4ed7-a3c1-e13e34f27a8c,Poisson entier,500.0
f4834068-307d-4d92-8ad5-b13fb24a83f8,"020ab857-4880-4ad2-ad1e-724cd3b1ab1a",Filet,100.0
