"food_id","user_id","name","brand","kcal","fat","saturated_fat","carbohydrate","sugars","fiber","protein","sodium","unit_id","image_url"
"1816d371-31e3-4061-9d4f-71bf029316e4",,"Estragon, romarin et thym frais",Hello Fresh,44.0,0.0,0.6,4.1,1.2,6.2,3.8,0.025,"4e427164-c134-4753-bd5b-e9ea22e67245",
d104611f-a7d5-43e9-9912-3119cd43f79e,,"Estragon, romarin et thym frais",Hello Fresh,44.0,0.0,0.6,4.1,1.2,6.2,3.8,0.025,"4e427164-c134-4753-bd5b-e9ea22e67245",
cad356c2-a5bd-4ee0-9bdd-1576c07f0176,,Bâtonnets de poivron,Hello Fresh,36.6,0.5,0.01,5.98,4.8,3.2,1.06,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245",
"47409069-99ed-4367-a238-42af7c8615ba",,Boulettes végétales,Hello Fresh,211.0,10.6,1.11,7.98,3.47,5.45,17.6,1.51,"4e427164-c134-4753-bd5b-e9ea22e67245",
da473eef-949e-44e5-9397-be8bc280c709,,Gnocchi de pomme de terre,Hello Fresh,176.0,1.42,0.3,35.0,3.18,2.2,4.66,1.18,"4e427164-c134-4753-bd5b-e9ea22e67245",
a7123a9e-f1f7-49da-8264-17423d79bc0b,,Civet de cerf,Hello Fresh,113.0,2.04,0.88,0.0,0.0,0.0,23.7,0.13,"4e427164-c134-4753-bd5b-e9ea22e67245",
b77e9bf4-f2af-48fb-8c9c-f531f8bb2a18,,Lait demi-écrémé bio,Hello Fresh,47.0,1.55,1.04,4.83,4.66,0.0,3.31,0.09,fc39394d-30f0-4378-b37c-387f9a2bfed0,
"79e6fd37-ca63-445c-9cb6-f32b64635c4a",,Mélange de salades avec de la ciboulette,Hello Fresh,18.3,0.4,0.09,0.85,0.0,2.4,2.06,0.063,"4e427164-c134-4753-bd5b-e9ea22e67245",
ea41a101-29c2-400f-99d1-71bbfa439c24,,Mélange de salades avec de la ciboulette,Hello Fresh,18.3,0.4,0.09,0.85,0.0,2.4,2.06,0.063,"4e427164-c134-4753-bd5b-e9ea22e67245",
"179604cd-9f4d-4d4a-8fcf-833bc1d1dcc2",,Menthe et thym,Hello Fresh,107.0,1.68,0.47,10.5,,14.0,5.56,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
"47df980c-1227-444d-9d67-a0b10bd40811",,Menthe et thym,Hello Fresh,107.0,1.68,0.47,10.5,,14.0,5.56,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
"0971a70d-5e3b-400c-a141-068f7065b28a",,Menthe et thym,Hello Fresh,107.0,1.68,0.47,10.5,,14.0,5.56,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
"9588ac04-046d-484e-a2e7-39f2710b966b",,Menthe fraiche et aneth,Hello Fresh,48.2,1.1,0.27,3.9,1.2,3.5,3.93,0.15,"4e427164-c134-4753-bd5b-e9ea22e67245",
"117df716-cb11-481f-b0b8-fde94afa4292",,"Menthe, origan et persil",Hello Fresh,43.0,0.63,0.1,3.48,0.95,4.3,3.71,0.59,"4e427164-c134-4753-bd5b-e9ea22e67245",
"3c5d0d1d-e59f-4aef-bf0f-154f9e142271",,Crème aigre,Hello Fresh,,13.5,9.4,4.3,4.2,0.0,2.9,0.15,"4e427164-c134-4753-bd5b-e9ea22e67245",
"62d994f9-4449-4d3f-8fb7-43b89e433528",,Pain brioché complet,Hello Fresh,356.0,9.38,5.22,55.5,6.9,3.3,10.7,1.31,"4e427164-c134-4753-bd5b-e9ea22e67245",
fe2a39fb-8df1-4b93-b8da-7cbd7dc0792d,,Pain d'épice bio,Hello Fresh,,1.1,0.18,71.5,38.2,3.0,2.94,0.47,"4e427164-c134-4753-bd5b-e9ea22e67245",
"42124e3f-44a5-4138-a2be-e96320327c29",,Crevettes marinées,Hello Fresh,99.0,0.84,0.19,3.21,0.0,0.0,19.7,0.45,"4e427164-c134-4753-bd5b-e9ea22e67245",
c3b53f5a-d486-4cbf-9bf2-74e98066d5c5,,Cuisse de poulet en dés,Hello Fresh,213.0,11.3,4.44,2.0,0.0,0.0,25.9,0.23,"4e427164-c134-4753-bd5b-e9ea22e67245",
"396f5386-0143-4f6c-aea0-5f6ca43886b7",,Persil frisé et ciboulette frais,Hello Fresh,43.0,0.63,0.1,3.48,0.95,4.3,3.71,0.59,"4e427164-c134-4753-bd5b-e9ea22e67245",
"827bad76-0aa0-4c8d-ae69-dec303d72b61",,Émincé de porc mariné à la thaï,Hello Fresh,198.0,14.0,5.4,0.1,0.0,0.0,18.0,0.19,"4e427164-c134-4753-bd5b-e9ea22e67245",
"8360d7ff-6b1e-4608-b9f1-3196fc53941d",,Romarin moulu,Hello Fresh,328.0,15.2,7.37,21.5,,42.6,4.88,0.13,"4e427164-c134-4753-bd5b-e9ea22e67245",
"7ad6a813-7137-4924-a7b5-c4881d3b616e",,Roquette cresson,Hello Fresh,,0.66,0.086,2.1,2.05,1.6,2.58,0.068,"4e427164-c134-4753-bd5b-e9ea22e67245",
"7829b345-45fe-4380-ba03-05e2239d8053",,Saucisse de porc à l'orange et ras el hanout,Hello Fresh,397.0,36.6,,1.0,0.5,0.0,16.0,2.6,"4e427164-c134-4753-bd5b-e9ea22e67245",
"11618fcf-ff58-43d2-b44b-e09e0f2a3e75",,"Saucisse de poulet, poivron, thym & origan",Hello Fresh,281.0,23.0,9.44,0.88,0.65,0.29,17.3,2.05,"4e427164-c134-4753-bd5b-e9ea22e67245",
"900e480e-585f-4d6a-b9b4-c1678683b0a5",,Thym et estragon,Hello Fresh,44.0,0.0,0.6,4.1,1.2,6.2,3.8,0.025,"4e427164-c134-4753-bd5b-e9ea22e67245",
"2a1ab734-9b22-42b6-8760-30c922d2f0c1",,Thym et sauge frais,Hello Fresh,107.0,1.68,0.47,10.5,,14.0,5.56,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
"8e4de5e7-661b-4dd6-8b39-787b00296f91",,Thym frais et ciboulette,Hello Fresh,107.0,1.68,0.47,10.5,,14.0,5.56,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
aa72aed9-8bcd-4888-9410-4f960f3a357a,,Tortillas,Hello Fresh,327.0,8.2,3.85,52.1,1.55,3.85,9.15,1.25,"4e427164-c134-4753-bd5b-e9ea22e67245",
b3229999-cd98-45e3-8fd4-cf97328d5857,,Pain d'épices BIO,Hello Fresh,,1.1,0.18,71.5,38.2,3.0,2.94,0.47,"4e427164-c134-4753-bd5b-e9ea22e67245",
"0761c693-0c0b-4d8e-9836-ad9ed99c636e",,Filet de merlu en croûte de pétales de maïs,Hello Fresh,112.0,3.0,0.92,0.0,0.0,0.0,21.2,0.25,"4e427164-c134-4753-bd5b-e9ea22e67245",
"049970b3-ec09-4c2a-83fe-1f49080d6704",,Filet de merlu en croûte de pétales de maïs,Hello Fresh,112.0,3.0,0.92,0.0,0.0,0.0,21.2,0.25,"4e427164-c134-4753-bd5b-e9ea22e67245",
"3e38df44-bfc9-415b-97e6-6e25a80b5b91",,Filet de poulet aux herbes de ras el hanout,Hello Fresh,110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245",
e744475f-20da-448d-934d-472eb4284906,,Galanga,Hello Fresh,32.9,1.1,0.09,3.4,1.0,2.7,1.1,0.016,"4e427164-c134-4753-bd5b-e9ea22e67245",
"1b30063f-2219-4c04-bbad-19ca59405bc9",,Vin rouge,Hello Fresh,82.1,0.0,0.0,2.63,0.62,0.0,0.07,0.0025,fc39394d-30f0-4378-b37c-387f9a2bfed0,
cd8d53f5-0209-4426-9338-eee913ab0ea4,,Jambon Cobourg,Hello Fresh,125.0,4.28,1.58,0.81,0.77,0.15,20.8,1.79,"4e427164-c134-4753-bd5b-e9ea22e67245",
"6b174b42-597d-44f3-b186-46b3f85df568",,Aneth et thym,Hello Fresh,48.2,1.1,0.27,3.9,1.2,3.5,3.93,0.15,"4e427164-c134-4753-bd5b-e9ea22e67245",
"37f063a3-1047-44a4-a6e0-1b89aa3c8be0",,Lavande de mer,Hello Fresh,34.8,0.47,0.13,2.55,0.37,3.47,3.35,0.028,"4e427164-c134-4753-bd5b-e9ea22e67245",
"7f19cef2-d3d7-45a3-ac88-8c06221fb2f7",,Mélange aux brocolis à mixer,Hello Fresh,,0.48,0.061,1.7,1.7,2.9,3.95,0.048,"4e427164-c134-4753-bd5b-e9ea22e67245",
e4735ce9-f7a4-4118-b02e-4aab09c5c74e,,Morceaux d'abricots secs,Hello Fresh,239.0,0.5,0.19,59.1,34.3,8.3,2.88,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245",
"534e433f-1e98-45d4-b314-83e9728c4d35",,Morceaux d'abricots secs,Hello Fresh,239.0,0.5,0.19,59.1,34.3,8.3,2.88,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245",
"39936bab-35b2-4d59-817f-f6fbd72eb0a6",,Brie de chèvre,Hello Fresh,288.0,22.2,15.2,0.0,0.2,0.0,21.6,1.89,"4e427164-c134-4753-bd5b-e9ea22e67245",
"27e5b383-9229-4a80-9c17-5554e4d0d0ff",,Brie Pasteurisé,Hello Fresh,297.0,25.5,16.3,0.0,0.0,0.0,16.9,1.51,"4e427164-c134-4753-bd5b-e9ea22e67245",
a718c65d-901c-460e-8122-4198743726c1,,Brioche,Hello Fresh,354.0,11.8,5.01,52.7,12.7,2.2,8.13,1.0,"4e427164-c134-4753-bd5b-e9ea22e67245",
"63eb23f3-5689-4d4d-952e-dbb0b0c5f80d",,Courgette ronde,Hello Fresh,16.5,0.26,0.061,1.8,1.79,1.05,1.23,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",
"017859b3-ff40-4a81-b5df-4662d940fa68",,Cresson de roquette,Hello Fresh,,0.15,0.027,0.9,0.2,0.85,2.09,0.13,"4e427164-c134-4753-bd5b-e9ea22e67245",
"3f07b23f-a387-4652-9adf-095ef08b79ab",,Crevette nordique,Hello Fresh,99.0,0.84,0.19,3.21,0.0,0.0,19.7,0.45,"4e427164-c134-4753-bd5b-e9ea22e67245",
d0f17491-0752-4ddc-a14b-31d9548ba84a,,Poulet émincé épicé,Hello Fresh,110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245",
c292663b-0dd3-4202-9932-7e6ff86ec41b,,Poulet satay,Hello Fresh,213.0,12.6,3.16,2.1,0.6,0.9,22.4,1.69,"4e427164-c134-4753-bd5b-e9ea22e67245",
"71649169-ae98-441c-86ed-e11abb984030",,Tagliatelle à l'encre de seiche,Hello Fresh,283.0,1.87,0.49,53.8,2.54,3.17,11.1,0.35,"4e427164-c134-4753-bd5b-e9ea22e67245",
cde06c3b-4e67-498c-a0f4-40fd39ff68d8,,Tagliatelle noires,Hello Fresh,283.0,1.87,0.49,53.8,2.54,3.17,11.1,0.35,"4e427164-c134-4753-bd5b-e9ea22e67245",
d63ed7d9-9274-4319-aa94-c0b1a0ced511,,Viande hâchée de bœuf et porc épicée à l'italienne,Hello Fresh,209.0,14.1,5.71,0.47,0.0,0.0,20.2,0.1,"4e427164-c134-4753-bd5b-e9ea22e67245",
d40178b6-63cf-4e07-bab6-91bb6b3e4639,,Bouchées de blé panées,Hello Fresh,215.0,11.0,1.04,8.15,1.87,6.03,17.5,1.3,"4e427164-c134-4753-bd5b-e9ea22e67245",e0c2d4ea-4bfd-4ac1-b7d9-85a0d86d97ad
a0b338f4-3a45-4a53-81a0-2e62ef805870,,Gruyère râpé,Hello Fresh,423.0,34.6,19.8,0.0,0.0,0.0,27.9,0.8,"4e427164-c134-4753-bd5b-e9ea22e67245","9f42a610-4c13-4f74-a2f2-2b00f25f63fb"
"523d760f-8f77-4338-accd-ed30a7d48a2b",,Pâte à tarte,Hello Fresh,377.0,19.5,8.96,43.6,3.77,1.8,5.87,1.06,"4e427164-c134-4753-bd5b-e9ea22e67245","438f8937-f70b-43de-908f-18130952d81b"
a85ae5b5-24f3-4bc9-a07f-9a671676de4f,,Pesto vert alla genovese,Hello Fresh,370.0,35.4,4.39,6.6,3.2,2.5,3.94,2.64,"4e427164-c134-4753-bd5b-e9ea22e67245","5ca5ac0a-8c77-415d-b4b3-391d84ded4db"
"111fdb1e-269a-4054-862d-88172ca0dc2c",,Poire,Hello Fresh,,0.1,,10.4,10.4,2.47,0.3,0.0075,"4e427164-c134-4753-bd5b-e9ea22e67245","03d016b0-4577-4404-8583-492ec266cbd4"
"98974ffb-4c18-4212-b5b8-86a930565c9d",,Rumsteak,Hello Fresh,114.0,2.5,0.78,0.4,0.0,0.0,22.5,0.13,"4e427164-c134-4753-bd5b-e9ea22e67245",
"94fc3f93-504f-4546-834f-e1145359be4f",,Thym séché,Hello Fresh,285.0,7.43,2.73,26.9,1.71,37.0,9.11,0.14,"4e427164-c134-4753-bd5b-e9ea22e67245","615ac519-db18-492f-8434-809c154b3469"
f0ef4881-e75f-4a70-8b9c-41e95d629887,,Oignon,Hello Fresh,,0.62,0.2,6.25,4.8,1.7,1.1,0.098,"4e427164-c134-4753-bd5b-e9ea22e67245","14098964-1ef8-4fc9-bc30-29e52b443ab3"
"466924a0-d869-46d8-91be-5d7ed2c17320",,Fontina,,381.0,31.1,19.2,0.0,0.0,0.0,25.1,2.0,"4e427164-c134-4753-bd5b-e9ea22e67245",
"41511027-4f6a-48f9-9395-584908e66a9d",,Jambon,Hello Fresh,125.0,4.28,1.58,0.81,0.77,0.15,20.8,1.79,"4e427164-c134-4753-bd5b-e9ea22e67245",
b9d6d8bd-e5a0-4e94-a095-b761499a26e2,,Garam masala,Hello Fresh,346.0,10.4,4.84,37.7,2.14,25.9,12.4,0.048,"4e427164-c134-4753-bd5b-e9ea22e67245","137c6e82-913e-4d86-a7fe-4731f566650d"
"5a00b3a8-23a7-4d92-b4ce-fc1977da62a0",,Aneth et estragon frais,Hello Fresh,44.0,0.0,0.6,4.1,1.2,6.2,3.8,0.025,"4e427164-c134-4753-bd5b-e9ea22e67245","0cc01ccb-f272-4d71-9f54-52f0ab37ce9c"
"0606f6fe-8cb6-410c-97ab-66bab9cee987",,Noix,Hello Fresh,,31.8,2.93,9.94,1.3,3.9,12.9,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245","37bf52c0-c7d8-46bb-ad7d-827f271b34ad"
"340cca4e-3063-4e1f-810b-e346e73c7000",,Abricots séchés,Hello Fresh,239.0,0.5,0.19,59.1,34.3,8.3,2.88,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245",f186f436-a428-46b5-b8df-bb200972dd4a
"01c8531b-7bd6-4b66-9d37-a5fa42e9be67",,Aiguillettes de canard,Hello Fresh,340.0,29.4,8.95,0.85,0.7,0.0,17.9,0.21,"4e427164-c134-4753-bd5b-e9ea22e67245",abbbb8b1-a939-4017-83cb-b6cab33aa6f3
"8a46d57d-5a69-424f-be00-d99b311d644a",,Aiguillettes de poulet,Hello Fresh,110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245","7f14fcac-c03c-44a6-af7b-e49f09971377"
"4e49a5fb-a67b-4a32-b812-5a55935208c7",,Aiguillettes de poulet,Hello Fresh,110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245","72d0cf47-c777-4aac-8bc4-51836b23752b"
ebd95587-0422-4ce3-9d8e-7eec7ec318f7,,Aiguillettes de poulet marinées,Hello Fresh,110.0,1.5,0.44,0.0,0.0,0.0,23.4,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245",c357861b-8fba-4292-a03a-fa151b742c61
f47b03c3-1f38-446a-8153-28d559b12d86,,Ail des ours,Hello Fresh,111.0,0.5,0.01,18.6,1.2,5.8,5.31,0.023,"4e427164-c134-4753-bd5b-e9ea22e67245",f5b07a2c-0e27-40a5-b244-bad9d1e5c4d3
f06cb2b6-a817-4912-8dc6-8130f96d1057,,Endive,Hello Fresh,20.2,0.5,0.01,2.83,2.4,1.1,1.19,0.013,"4e427164-c134-4753-bd5b-e9ea22e67245",c4ea8fed-a597-443c-884b-236b30634ca5
"0c35f237-ce93-4924-811f-9155e79ec543",,Aïoli,Hello Fresh,,75.2,7.27,2.62,1.03,0.32,1.36,1.39,"4e427164-c134-4753-bd5b-e9ea22e67245","7aa4bd45-1622-454e-9752-8b65f21e0677"
d5958aa8-994d-4377-9ce4-a6f9e0f24dbc,,Épices italiennes,Hello Fresh,346.0,10.4,4.84,37.7,2.14,25.9,12.4,0.048,"4e427164-c134-4753-bd5b-e9ea22e67245","06f58ff3-91dd-483c-a9d7-d7719b2da76e"
c4aadb59-bd05-42c4-ae50-3a86e414e7d7,,Épices italiennes,Hello Fresh,346.0,10.4,4.84,37.7,2.14,25.9,12.4,0.048,"4e427164-c134-4753-bd5b-e9ea22e67245",b2472cf3-17a1-4cc2-976e-7f7fd17b3ad6
"31e6b2db-f589-4e2e-ae55-31c7ebf8ff7b",,Aïoli,Hello Fresh,,75.2,7.27,2.62,1.03,0.32,1.36,1.39,"4e427164-c134-4753-bd5b-e9ea22e67245","0519dde3-4017-4bd3-a211-357c5e9d0820"
bc85a87e-d578-42a9-892f-877ca1d6c94a,,Épinards,Hello Fresh,,0.5,0.064,2.25,0.32,2.37,2.62,0.17,"4e427164-c134-4753-bd5b-e9ea22e67245","37133d61-1bdc-4b39-8801-620f8505797d"
"1d57e44a-bcc6-4537-b6ac-4132d1876cec",,Épinards,Hello Fresh,,0.5,0.064,2.25,0.32,2.37,2.62,0.17,"4e427164-c134-4753-bd5b-e9ea22e67245",cfbe2774-b6f0-4a92-af16-f21a34914a62
"35dbe931-33d6-4df7-83b5-4c850635b44b",,Épinards,Hello Fresh,,0.5,0.064,2.25,0.32,2.37,2.62,0.17,"4e427164-c134-4753-bd5b-e9ea22e67245","68c75287-e74d-4dff-8c6d-69140046cc8f"
"06cbebd5-77a1-41e2-8eed-fc55f2358690",,Aïoli,Hello Fresh,,75.2,7.27,2.62,1.03,0.32,1.36,1.39,"4e427164-c134-4753-bd5b-e9ea22e67245",a18d5bdb-91a9-422c-8e11-c977ca573435
e9e55add-462e-40c8-ae06-ac570d00bf86,,Escalope de jambon,Hello Fresh,129.0,4.76,1.97,0.0,0.0,0.0,21.5,0.12,"4e427164-c134-4753-bd5b-e9ea22e67245",f70a6944-cca5-4ef5-aea0-3097bbd39789
"6bd29578-b3ec-4ba9-acc7-f776cb7c6c4f",,Escalope de poisson pané aux céréales,Hello Fresh,162.0,5.73,1.3,16.1,2.2,0.9,11.0,0.69,"4e427164-c134-4753-bd5b-e9ea22e67245","645d1cd6-094d-49c9-a2a0-da002a492d20"
"0d321d99-8f76-406f-ab8a-5cde66f48483",,Aïoli,Hello Fresh,,75.2,7.27,2.62,1.03,0.32,1.36,1.39,"4e427164-c134-4753-bd5b-e9ea22e67245","671aedf0-0995-43ed-994f-183adedcdd78"
e4be6197-8a1a-4dce-a4c7-5c213fd5bcbd,,"Vanille, gousse",,,,,,,,,0.0,"4e427164-c134-4753-bd5b-e9ea22e67245",
"43927cbe-455f-4cc8-98ff-a2d5695b0228",,Aneth et menthe,Hello Fresh,48.2,1.1,0.27,3.9,1.2,3.5,3.93,0.15,"4e427164-c134-4753-bd5b-e9ea22e67245",a7d84e19-1551-49b7-a87d-a3befd25d493
"0ff5826e-0cfd-4133-af30-b89b10093ad8",,Fructose,,,0.0,0.0,99.8,,0.0,0.0,0.00025,"4e427164-c134-4753-bd5b-e9ea22e67245",
efbfc276-bda0-47dc-9d66-980ea5f51a10,,"Coulirou, cru",,70.9,0.1,,0.0,0.0,0.0,17.5,0.15,"4e427164-c134-4753-bd5b-e9ea22e67245",
ff34ce3d-beed-4409-bfc5-76fc33f2abf2,,Cubes de tomates au basilic,Hello Fresh,26.1,0.5,0.01,3.63,3.2,1.8,1.2,0.068,"4e427164-c134-4753-bd5b-e9ea22e67245","9f8b32c5-8bf1-4e81-bb16-c9eae804b7d4"
a54c0e01-d885-4cca-9901-451706368272,,Eau,Hello Fresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,fc39394d-30f0-4378-b37c-387f9a2bfed0,"77ecd2e6-edfe-458f-8dd9-ef153ec3b3ff"
"799f39c9-0799-4882-babc-ec0e295b09ec",,"Saucisse de porc, citron et thym",Hello Fresh,224.0,17.5,6.8,1.0,0.7,0.0,15.7,2.0,"4e427164-c134-4753-bd5b-e9ea22e67245","172e0cec-cb88-45e7-b040-fab87e0172bc"
aef0707e-1fd9-4982-89b2-df8988a5f930,,"Corb, cru",,87.2,0.8,,0.0,0.0,0.0,20.0,,"4e427164-c134-4753-bd5b-e9ea22e67245",
"65a9c63c-cd5c-41df-83c0-8ddc63467e74",,Veau,Hello Fresh,111.0,2.58,0.79,0.0,0.0,0.0,21.8,0.19,"4e427164-c134-4753-bd5b-e9ea22e67245","8b84b3d4-25b9-4441-b1d6-e04986e89a1d"
bc292c63-b006-4e4b-b9f3-fe6b88117a7e,,"Bigorneau, cuit",,,3.5,0.26,,,0.0,16.3,0.48,"4e427164-c134-4753-bd5b-e9ea22e67245",
"20acaec9-c0b4-403f-ae7c-57741dde43e6",,Romarin et thym frais,Hello Fresh,121.0,5.86,2.84,6.6,,14.1,3.31,0.065,"4e427164-c134-4753-bd5b-e9ea22e67245","060eebab-cc9c-4b60-8206-e733e5dc3083"
aff8b82a-13c6-49de-a6d5-43731fdfb1a8,,Bresaola,,165.0,4.3,2.04,0.0,0.0,0.0,31.6,3.46,"4e427164-c134-4753-bd5b-e9ea22e67245",
ba9b9565-2fbd-4dde-8561-06d8178f6c19,,Champignons blonds,Hello Fresh,21.7,0.23,0.055,1.88,1.43,1.72,2.37,0.012,"4e427164-c134-4753-bd5b-e9ea22e67245","0fd76488-dde8-45d8-a484-88081695b2b9"
"0ecec77b-4a3c-4076-8eb4-2ffb2d8677e3",,Mascarpone,,,39.0,25.7,4.0,4.0,0.0,4.29,0.081,"4e427164-c134-4753-bd5b-e9ea22e67245",
"471a6ddc-c9ab-4683-987e-fd3bd781aacc",,Gouda,,374.0,31.5,20.3,0.0,0.25,0.0,22.8,2.0,"4e427164-c134-4753-bd5b-e9ea22e67245",
d6b8a5c7-ae33-481d-8570-34911e5090e6,,Huile de lin,,900.0,100.0,9.19,0.0,0.0,0.0,0.0,0.0,fc39394d-30f0-4378-b37c-387f9a2bfed0,
"58b568f8-e35c-4a13-9c0e-27945de8ce80",,Farine de riz,,357.0,2.5,0.46,73.9,0.9,3.3,8.0,0.13,"4e427164-c134-4753-bd5b-e9ea22e67245",
"8044a12c-7bf3-4d84-b499-eee270c32263",,"Dorade rose, ou daurade rose, crue",,102.0,2.0,,0.0,0.0,0.0,21.0,,"4e427164-c134-4753-bd5b-e9ea22e67245",
"809c1bb6-6990-452e-9eec-01eadaaabae9",,"Crevette rose bouquet, cuite",,,1.27,0.22,,,0.0,22.8,0.47,"4e427164-c134-4753-bd5b-e9ea22e67245",
"45ded714-e342-4c8e-9634-3c151e79ebf9",,"Langoustine, bouillie/cuite à l'eau",,,0.98,0.14,,,0.0,20.9,0.67,"4e427164-c134-4753-bd5b-e9ea22e67245",
b2212b45-0291-413b-8552-6451d618da0b,,"Araignée de mer, cuite",,,3.8,1.14,,,0.0,18.3,0.96,"4e427164-c134-4753-bd5b-e9ea22e67245",
f589218e-35f9-4ee9-9d6f-12aef239b04f,,"Bouillon de boeuf, déshydraté reconstitué",,9.05,0.15,0.057,1.33,0.33,0.0,0.6,0.74,fc39394d-30f0-4378-b37c-387f9a2bfed0,
ee482a78-2334-407a-a27d-f66d80658526,,Fruit cru (aliment moyen),,59.5,0.26,0.023,11.6,9.89,1.97,0.7,0.0088,"4e427164-c134-4753-bd5b-e9ea22e67245",
"487193ee-d9a7-41b2-aeae-a9c828d9c2ae",,"Fromage de chèvre à tartiner, nature",,,12.2,8.08,2.41,2.41,0.0,10.6,0.92,"4e427164-c134-4753-bd5b-e9ea22e67245",
"59554a1c-5eda-4b2a-a8d1-23d747855a7f",,"Carotte, crue",,40.2,0.5,0.01,7.59,6.0,2.7,0.63,0.11,"4e427164-c134-4753-bd5b-e9ea22e67245",
eb7495c3-9e2b-435a-b9bc-86b3415c29f6,,"Bretzel, pain frais",,330.0,7.1,0.95,54.6,3.58,3.8,10.1,3.35,"4e427164-c134-4753-bd5b-e9ea22e67245",
cdccb4f4-417e-4365-913e-b2ada53df3c0,,Farine de seigle T170,,315.0,2.22,0.27,44.8,2.31,23.8,17.1,0.005,"4e427164-c134-4753-bd5b-e9ea22e67245",
"9fa84fdc-5e8d-4b1f-bdb3-86df2dc0e1c4",,"Hareng, cru",,176.0,11.7,2.82,0.0,0.0,0.0,17.7,0.22,"4e427164-c134-4753-bd5b-e9ea22e67245",
bbeacb84-5a0f-406d-942a-b3450b2d5b4d,,"Olive verte, en saumure, égouttée",,155.0,15.7,2.33,0.0,0.0,3.6,1.31,3.15,"4e427164-c134-4753-bd5b-e9ea22e67245",
"325d28f0-b463-44d7-8925-89da5dcbe81e",,"Thon, cru",,144.0,5.38,1.19,0.0,0.0,0.0,24.0,0.12,"4e427164-c134-4753-bd5b-e9ea22e67245",
"85b9384c-e88f-444f-bd71-eb357f5a8a81",,"Croissant ordinaire, artisanal",,412.0,21.1,11.6,47.6,7.88,1.8,6.94,1.31,"4e427164-c134-4753-bd5b-e9ea22e67245",
"629ebb14-5443-441c-889b-fa0b7f7bcc44",,Barre glacée chocolatée,,359.0,21.4,15.2,35.8,27.7,1.31,5.12,0.29,"4e427164-c134-4753-bd5b-e9ea22e67245",
"443c0a76-4eae-491f-9eb1-1154d143f617",,"Navet, bouilli/cuit à l'eau",,21.1,0.3,0.01,3.23,2.8,2.1,0.75,0.025,"4e427164-c134-4753-bd5b-e9ea22e67245",
"038fcb99-86fb-43bf-9261-c9b5da01f630",,"Poulet, cuisse, viande et peau, cru, bio",,193.0,13.3,3.82,0.0,0.0,0.0,18.1,0.19,"4e427164-c134-4753-bd5b-e9ea22e67245",
"8a73063e-3250-4787-a06c-a24d2dab4100",,"Pain, baguette, de tradition française",,279.0,1.0,0.27,56.6,2.1,3.8,8.94,1.33,"4e427164-c134-4753-bd5b-e9ea22e67245",
c1d53d0b-3e96-49de-9b2e-1c6c72b78966,,"Gâteau de semoule aux raisins et caramel, rayon frais",,146.0,3.4,2.16,24.8,19.2,0.5,3.81,0.08,"4e427164-c134-4753-bd5b-e9ea22e67245",
f21dacd6-79af-44f1-bae9-d942fcb037dd,,"Jus de grenade, prélevée à la Martinique",,,0.0,,,,,0.69,,"4e427164-c134-4753-bd5b-e9ea22e67245",
ee028e20-3352-41a3-9efd-f9a5d45a18d1,,Coulommiers,,279.0,22.8,15.8,0.0,0.0,0.0,18.4,1.37,"4e427164-c134-4753-bd5b-e9ea22e67245",
"38a570c8-9b9a-4ed5-bb71-9a2c53eb1f80",,"Rascasse, cuite à la vapeur",,126.0,3.1,0.61,0.0,0.0,0.0,24.6,0.22,"4e427164-c134-4753-bd5b-e9ea22e67245",
"882287fa-f097-40f0-8b53-e216e7e861c8",,"Sabre, cru",,125.0,5.9,0.94,0.0,0.0,0.0,18.0,0.28,"4e427164-c134-4753-bd5b-e9ea22e67245",
"58fd2b80-1d2d-4cbb-b7c4-1aaa7ba966ef",,Biscuit de Savoie,,,0.8,0.12,56.3,,1.5,6.05,1.87,"4e427164-c134-4753-bd5b-e9ea22e67245",
dd585fcb-2c06-466f-b2cc-99593ae5f92c,,"Écrevisse, crue",,68.3,0.64,0.11,0.81,0.0,0.0,14.8,0.39,"4e427164-c134-4753-bd5b-e9ea22e67245",
f96e2b3c-2ab0-468b-ba6c-1a5b6fabd024,,Mélasse de canne,,,0.1,0.018,74.7,74.7,0.0,0.0,0.093,"4e427164-c134-4753-bd5b-e9ea22e67245",
