"id","alim_grp_nom_fr","alim_ssgrp_nom_fr","alim_ssssgrp_nom_fr","alim_nom_fr","kcal","protein","carbohydrate","fat","sugars","fiber","saturated_fat","sodium","unit_id"
cdccb4f4-417e-4365-913e-b2ada53df3c0,"","","",Farine de seigle T170,315.0,17.1,44.8,2.22,2.31,23.8,0.27,0.005,1.0
"9fa84fdc-5e8d-4b1f-bdb3-86df2dc0e1c4","viandes, œufs, poissons et assimilés",poissons crus,"","Hareng, cru",176.0,17.7,0.0,11.7,0.0,0.0,2.82,0.22,1.0
bbeacb84-5a0f-406d-942a-b3450b2d5b4d,aides culinaires et ingrédients divers,condiments,"","Olive verte, en saumure, égouttée",155.0,1.31,0.0,15.7,0.0,3.6,2.33,3.15,1.0
"325d28f0-b463-44d7-8925-89da5dcbe81e","viandes, œufs, poissons et assimilés",poissons crus,"","Thon, cru",144.0,24.0,0.0,5.38,0.0,0.0,1.19,0.12,1.0
"85b9384c-e88f-444f-bd71-eb357f5a8a81",produits sucrés,viennoiseries,"","Croissant ordinaire, artisanal",412.0,6.94,47.6,21.1,7.88,1.8,11.6,1.31,1.0
"629ebb14-5443-441c-889b-fa0b7f7bcc44",glaces et sorbets,glaces,"",Barre glacée chocolatée,359.0,5.12,35.8,21.4,27.7,1.31,15.2,0.29,1.0
"443c0a76-4eae-491f-9eb1-1154d143f617","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Navet, bouilli/cuit à l'eau",21.1,0.75,3.23,0.3,2.8,2.1,0.01,0.025,1.0
"038fcb99-86fb-43bf-9261-c9b5da01f630","viandes, œufs, poissons et assimilés",viandes crues,poulet,"Poulet, cuisse, viande et peau, cru, bio",193.0,18.1,0.0,13.3,0.0,0.0,3.82,0.19,1.0
"8a73063e-3250-4787-a06c-a24d2dab4100",produits céréaliers,pains et assimilés,pains,"Pain, baguette, de tradition française",279.0,8.94,56.6,1.0,2.1,3.8,0.27,1.33,1.0
c1d53d0b-3e96-49de-9b2e-1c6c72b78966,produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Gâteau de semoule aux raisins et caramel, rayon frais",146.0,3.81,24.8,3.4,19.2,0.5,2.16,0.08,1.0
ee028e20-3352-41a3-9efd-f9a5d45a18d1,produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Coulommiers,279.0,18.4,0.0,22.8,0.0,0.0,15.8,1.37,1.0
"38a570c8-9b9a-4ed5-bb71-9a2c53eb1f80","viandes, œufs, poissons et assimilés",poissons cuits,"","Rascasse, cuite à la vapeur",126.0,24.6,0.0,3.1,0.0,0.0,0.61,0.22,1.0
"882287fa-f097-40f0-8b53-e216e7e861c8","viandes, œufs, poissons et assimilés",poissons crus,"","Sabre, cru",125.0,18.0,0.0,5.9,0.0,0.0,0.94,0.28,1.0
"58fd2b80-1d2d-4cbb-b7c4-1aaa7ba966ef",produits sucrés,gâteaux et pâtisseries,"",Biscuit de Savoie,,6.05,56.3,0.8,,1.5,0.12,1.87,1.0
dd585fcb-2c06-466f-b2cc-99593ae5f92c,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Écrevisse, crue",68.3,14.8,0.81,0.64,0.0,0.0,0.11,0.39,1.0
f96e2b3c-2ab0-468b-ba6c-1a5b6fabd024,produits sucrés,"sucres, miels et assimilés","",Mélasse de canne,,0.0,74.7,0.1,74.7,0.0,0.018,0.093,1.0
"2150d224-e539-467c-9458-833c5cf8b7ba",entrées et plats composés,plats composés,plats végétariens,Tempeh,157.0,17.6,7.89,4.7,0.24,6.2,0.57,0.098,1.0
ad6efbdc-42c5-4b7f-982a-42468a241da1,produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Faisselle, 6% MG environ",84.2,4.38,3.57,5.5,3.57,0.0,3.74,0.088,1.0
"97de8256-eb70-463f-9477-8b0e072f7c56",produits laitiers et assimilés,fromages et assimilés,fromages à pâte molle,Pélardon (fromage de chèvre),343.0,23.3,0.0,27.8,0.0,0.0,18.6,1.43,1.0
"2827531f-d082-4e5f-856a-c94fed8266e9","fruits, légumes, légumineuses et oléagineux",légumineuses,légumineuses sèches,"Pois cassé, sec",,22.8,52.0,1.44,2.75,15.8,0.23,0.051,1.0
"55768e81-20c0-4b63-b0a0-edc016e02a9a","fruits, légumes, légumineuses et oléagineux",fruits,fruits appertisés,"Pêche au sirop léger, appertisée, non égouttée",,0.31,14.1,0.038,12.9,0.92,0.003,0.0022,1.0
e9ffe658-411d-4651-8c9c-f1eb7313bde9,produits céréaliers,pains et assimilés,pains,Bagel,272.0,10.2,47.3,3.98,5.36,3.42,1.02,1.08,1.0
a17c5b82-b821-4395-9a58-75f1363f80b2,matières grasses,huiles et graisses végétales,"",Huile d'amande,900.0,0.0,0.0,100.0,0.0,0.0,8.2,0.0,2.0
"240ee5c5-f4c6-4c8d-87cf-db20c2ab86ca",matières grasses,huiles et graisses végétales,"",Huile de coton,900.0,0.0,0.0,100.0,0.0,0.0,25.9,0.0,2.0
"8af2149d-7074-43d0-9dd9-bd325ec66e8a","viandes, œufs, poissons et assimilés",poissons crus,"","Cardine franche, crue",93.4,19.9,0.0,1.53,0.0,0.0,0.43,,1.0
"696e2e0d-f1dc-4918-bdef-78a2fafe88d3",matières grasses,autres matières grasses,"",Graisse d'oie,898.0,0.0,0.0,99.8,0.0,0.0,27.7,0.0,1.0
bcc77548-6a05-4d05-a9d1-7f89a26e4bea,aides culinaires et ingrédients divers,épices,"","Gingembre, racine crue",32.9,1.1,3.4,1.1,1.0,2.7,0.09,0.016,1.0
"55f349a9-500e-4760-8e2f-5554f0b9d4dc","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"","Noix de coco, amande mûre, fraîche",,3.93,6.22,33.5,6.22,9.0,29.7,0.05,1.0
c4ecebdb-bad6-4ee2-81b9-2015be4d7316,produits sucrés,"sucres, miels et assimilés","",Sucre blanc,,0.0,99.8,0.0,99.8,0.0,0.0,0.0054,1.0
"97fc126c-0d22-4092-ada1-b7d76c7413df","viandes, œufs, poissons et assimilés",viandes crues,gibier,"Sanglier, cru",147.0,20.7,0.0,7.13,0.0,0.0,2.47,0.2,1.0
e1d820c7-c7f4-49b4-8fc5-c483ecbc157c,entrées et plats composés,plats composés,plats de fromage,Gougère,399.0,16.2,22.7,26.6,0.56,1.9,16.0,1.13,1.0
cf9742b5-a1f6-44a6-9a7c-706c302791ff,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Ossau-Iraty,428.0,23.8,0.0,37.0,0.0,0.0,24.4,1.68,1.0
"8855dc4b-81ad-486d-8f16-501ad9e8d5c8",aides culinaires et ingrédients divers,condiments,"",Vinaigre de vin rouge,21.6,0.5,0.0,0.0,0.0,0.0,,0.013,2.0
a4bef8da-479b-43a6-9957-083a6b1cc39f,produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Quinoa, bouilli/cuit à l'eau, non salé",149.0,5.0,27.9,1.1,0.87,3.8,0.14,0.015,1.0
"52ba35c6-6c90-4519-98a3-0d2f467084db","viandes, œufs, poissons et assimilés",viandes cuites,abats,"Coeur, boeuf, cuit",133.0,23.0,0.15,4.5,0.0,0.0,1.81,0.15,1.0
bf2cf7be-0ecb-461a-9002-18165a6c7d95,"viandes, œufs, poissons et assimilés",viandes crues,gibier,"Lièvre, viande crue",111.0,21.6,0.0,2.67,0.0,0.0,0.93,0.15,1.0
f32222fc-7cbb-4809-b5b7-b7f1db75cb0b,"viandes, œufs, poissons et assimilés",poissons crus,"","Lotte ou baudroie, crue",67.2,15.1,0.0,0.74,0.0,0.2,0.2,0.19,1.0
cac59fb8-0f54-4265-aa56-b061a4380169,entrées et plats composés,sandwichs,"","Croque-monsieur, préemballé",273.0,11.3,26.8,12.9,2.14,2.45,6.5,1.57,1.0
"688db318-b525-484b-b435-7c1d39dbaba5","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"","Taro, tubercule, cru",107.0,1.5,22.8,0.2,0.4,4.1,0.041,0.028,1.0
"90eb9a2a-1d18-4269-9e3c-002691335ba3",aides culinaires et ingrédients divers,épices,"","Curry, poudre",301.0,14.5,2.63,14.0,2.63,53.2,1.65,0.13,1.0
a8e60ca3-645f-450a-9aae-7be255927713,entrées et plats composés,salades composées et crudités,"","Carottes râpées, avec sauce, préemballées",,0.98,6.01,5.0,5.2,3.64,0.43,0.67,1.0
"9332bf50-f5c0-4328-b853-260a8aa2c719",produits sucrés,confiseries non chocolatées,"",Dragée amande,,5.0,73.9,17.2,71.9,0.0,1.39,0.17,1.0
"54190271-c735-4b23-998f-2783fbd601aa","viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, carré, cuit",206.0,34.1,0.6,7.45,0.0,0.0,3.03,0.097,1.0
d20a36bc-a35a-4148-8c31-5e386370a510,"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Épinard, cru",,2.62,2.25,0.5,0.32,2.37,0.064,0.17,1.0
d2722f95-28ff-4b36-b0f0-2377fa3064cd,"fruits, légumes, légumineuses et oléagineux",fruits,compotes et assimilés,"Pomme, pulpe, bouillie/cuite à l'eau",,0.26,11.2,0.36,11.0,2.4,0.058,0.0025,1.0
"3cf2f9a2-0c7c-4d8d-a183-d60f466c88b3","","","",Pâte à pizza crue,240.0,7.05,44.2,3.45,1.4,2.2,0.25,1.31,1.0
"6e9337a5-1128-456d-a00b-4d46d1527428","","","",Farine d'orge,339.0,10.6,64.5,2.3,0.8,8.85,0.43,0.0081,1.0
bfb43ba1-495d-48b6-a2f5-254c6badf29b,"","","","Pâte brisée, pur beurre, crue",384.0,6.33,44.9,19.5,3.23,1.88,13.1,1.49,1.0
"6027cb5c-dd09-4266-b4fd-cd167d44f119","","","",Flocon d'avoine,367.0,14.2,57.9,6.51,0.97,10.2,1.13,0.014,1.0
"1a019d2f-7c90-4ba3-965e-7c54f51e206c","","","",Farine de blé tendre ou froment avec levure incorporée,350.0,10.0,74.0,1.0,2.5,2.5,0.5,,1.0
"322ca624-db1a-4b09-afb3-3b949c2fede0","","","",Farine de blé tendre ou froment T80,355.0,10.9,73.2,1.18,1.77,4.2,0.17,,1.0
"474cdebc-ddbb-4312-91ec-a834dc5e54db","","","","Pâte sablée, cuite",505.0,5.7,64.4,24.6,22.9,1.5,11.8,0.27,1.0
"559f0971-f214-40fb-b381-4f9c7f2e9829","","","","Pâte sablée, crue",404.0,5.3,51.0,19.6,13.0,1.2,9.94,0.25,1.0
f58f5650-bb83-4f8d-8db6-7b43cb65e4ff,"","","","Pâte feuilletée pur beurre, cuite",509.0,5.05,57.0,28.7,1.05,1.2,19.0,1.03,1.0
"26327b55-5432-4b90-bfc5-4ecc53293ac2","","","","Pâte phyllo ou Pâte filo, crue",289.0,7.1,50.8,6.0,0.18,1.9,1.47,1.21,1.0
"11ae7c25-b46f-4486-a434-e6f789b8688a","","","",Farine de maïs,361.0,6.23,78.1,2.1,0.64,2.55,0.27,0.0025,1.0
da1b10cd-39f4-47b1-897a-e149bb0ead89,"","","","Pâte sablée pur beurre, surgelée, crue",423.0,4.9,60.9,17.5,21.3,1.2,12.0,0.17,1.0
"0eadc8b1-789a-45da-927b-9e8987480491","","","","Pâte feuilletée pur beurre, crue",368.0,6.14,39.7,20.1,3.03,2.32,14.1,1.37,1.0
aeea47c4-55fd-44a2-b570-8c64eb348e0f,"","","","Pâte feuilletée pur beurre, surgelée crue",398.0,5.47,35.3,25.8,1.33,1.4,17.7,0.86,1.0
b759c8a8-cf75-40f8-b96a-9930a72ec5db,"","","",Farine de pois chiche,359.0,22.4,47.0,6.69,10.9,10.8,0.69,0.16,1.0
"1450dfb4-7db9-42d4-9dbf-90c27d689e28","","","","Khatfa feuille de brick, préemballée",283.0,7.0,59.0,1.5,2.0,2.5,0.1,3.25,1.0
"235d80d3-232c-4d8f-91b6-5404c7f85aee","","","",Pâte à pizza cuite,324.0,8.5,55.3,7.1,3.3,2.5,1.74,1.7,1.0
cd4daf8b-7be2-42fe-8791-9f4b675b66d6,"","","",Farine de blé tendre ou froment T65,346.0,14.9,67.6,1.0,1.5,3.5,,0.03,1.0
"650f801c-90f3-403b-b01d-111547598c76","","","","Pâte brisée, pur beurre, cuite",497.0,8.31,61.1,23.9,3.22,1.7,16.1,1.25,1.0
"15d6baf5-8469-41f9-bd04-bb0fdd5cd8ea","","","","Pâte brisée, matière grasse végétale, cuite",505.0,8.19,58.3,26.4,,0.9,3.93,1.73,1.0
c5d545f5-a9e8-412e-bc27-89eeeb95d024,"","","",Farine de soja,460.0,39.2,22.9,21.4,7.5,10.0,3.04,0.019,1.0
"9af3689c-81b3-4a4d-ad51-e86f84357e44","","","",Farine de blé tendre ou froment T110,343.0,10.3,68.6,1.5,1.6,6.8,0.27,0.13,1.0
"8f755537-b1b3-4b8c-abef-2e2d9767c85e","","","",Farine de blé tendre ou froment T150,342.0,12.2,64.9,1.52,1.77,10.2,0.22,0.035,1.0
b9cb2eb4-520e-47b9-8997-1a1d266816ba,"","","",Farine de blé tendre ou froment T55 (pour pains),350.0,9.9,73.7,1.0,1.5,3.2,0.19,0.13,1.0
"857c5f23-07d5-4dc3-bc6f-afea4ae1ee0f","","","",Farine de blé tendre ou froment T45 (pour pâtisserie),356.0,9.94,75.9,0.82,0.41,2.5,0.13,0.098,1.0
"142beb13-412f-4c2e-be25-52e953b1b63a","","","",Farine d'épeautre (grand épeautre),352.0,12.5,64.0,3.0,1.3,9.3,0.5,0.13,1.0
"0ccc7ff4-c0cb-443e-9756-b55a7fbfda40","","","",Amidon de maïs ou fécule de maïs,362.0,0.43,89.2,0.25,0.0,0.8,0.009,0.019,1.0
"962cc0b8-fa3a-45e3-87d5-236d75a135c3","","","",Farine de seigle T85,344.0,8.7,70.7,1.37,0.93,7.15,0.15,0.0051,1.0
dc8a19d6-35fd-4bf8-a300-c3d1e0757d87,"","","",Farine de seigle T130,344.0,7.76,70.9,1.12,1.1,9.5,0.22,0.0061,1.0
b753c880-6aed-427f-9c70-cd0e696176e4,"","","",Farine de sarrasin,348.0,11.5,68.4,2.19,0.03,4.2,0.33,0.042,1.0
c2497856-9aaa-4a54-95ff-27e06a2b39d0,"","","",Farine de millet,350.0,10.2,63.2,4.1,0.5,9.7,0.76,0.13,1.0
a4b793ad-6067-48e0-983b-2ce553f107a1,"","","","Pâte brisée, pur beurre, surgelée, crue",387.0,6.2,43.3,20.7,7.55,1.6,11.5,0.83,1.0
"1cc0bd4d-468d-4579-b4e9-37dc928e9e77","","","","Pâte à pizza fine, crue",279.0,8.45,44.6,7.01,2.21,1.87,1.52,1.89,1.0
dc746314-9a55-4010-b875-9b538127c8f2,glaces et sorbets,"","","Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",,2.66,32.2,12.0,25.3,1.17,8.42,0.14,1.0
c8a7026c-a4aa-442b-bda2-e10fb7fa0050,glaces et sorbets,sorbets,"","Sorbet, en bac",,0.46,29.6,0.78,25.0,1.17,0.45,0.045,1.0
"6719ab39-41e2-4f69-bac7-76b648134240",glaces et sorbets,sorbets,"",Glace à l'eau,,0.066,20.8,0.2,20.1,0.2,0.19,0.02,1.0
"34d474b6-3a56-4c67-9085-48e2d8470a2a",aides culinaires et ingrédients divers,algues,"","Agar (algue), séché",,4.36,,0.3,2.97,,0.061,0.13,1.0
"2c133aca-a6df-4b80-aa9b-ea84407aa3f9","viandes, œufs, poissons et assimilés",poissons cuits,"","Limande-sole, cuite à la vapeur",90.1,17.4,0.0,2.27,0.0,0.0,0.12,0.3,1.0
"48366086-cac1-427b-9075-679a22f676ab",entrées et plats composés,sandwichs,"",Pan bagnat,215.0,7.95,30.3,6.48,3.2,1.98,0.98,1.03,1.0
be8477bc-18b5-4af9-bc01-cf0553604a68,glaces et sorbets,desserts glacés,"",Pêche melba,119.0,2.02,18.8,3.62,18.2,1.54,1.62,0.063,1.0
cd2af09c-9762-4a01-ab03-4e1efd4c90e7,aides culinaires et ingrédients divers,épices,"","Laurier, feuille",353.0,7.61,48.6,8.36,48.6,26.3,2.28,0.058,1.0
"2d29c091-3243-4318-a6ca-87e5c2b8ca27","viandes, œufs, poissons et assimilés",poissons crus,"","Éperlan, cru",85.4,17.5,0.0,1.7,0.0,0.0,0.27,0.39,1.0
"1fc313da-6ccf-47aa-9b02-815440b45bfa",produits sucrés,"sucres, miels et assimilés","",Vermicelles multicolores,,0.5,93.0,5.0,91.0,0.5,4.0,0.019,1.0
"9c813e0b-84d4-40a1-a937-c347071e569d",glaces et sorbets,sorbets,"","Sorbet, cône",,2.04,39.3,6.74,27.6,0.9,4.47,0.051,1.0
"18f52f59-fcd3-4b03-a0d9-0e78a321fb36","","","","Feuille de brick, cuite à sec sans matière grasse",378.0,6.75,82.4,1.76,,3.0,0.28,,1.0
"1acb1930-f667-44aa-a86a-6a9e1730f2fe",matières grasses,huiles et graisses végétales,"",Huile de carthame,900.0,0.0,0.0,100.0,0.0,0.0,6.69,0.0,2.0
"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",produits sucrés,"sucres, miels et assimilés","",Sucre roux,,0.12,97.3,0.0,95.5,0.0,0.0,0.1,1.0
f28be2d5-b1b2-4f33-afdf-b1663fab2a86,glaces et sorbets,glaces,"",Glace au yaourt,,3.38,22.7,2.2,20.7,3.0,1.44,0.093,1.0
"46447b8c-5f74-40ca-98c8-827fae3cb6f3",produits sucrés,viennoiseries,"",Chouquette,381.0,7.76,42.6,18.6,27.1,6.1,9.89,1.08,1.0
"78d76786-8cb0-40bc-b433-05c7e359141f","viandes, œufs, poissons et assimilés",poissons crus,"","Saupe, crue",94.5,18.0,0.0,2.5,0.0,0.0,,,1.0
bcdba725-4d54-4b4b-a380-2d07c21ae965,"viandes, œufs, poissons et assimilés",poissons crus,"","Sprat, cru",186.0,19.8,0.0,11.9,0.0,0.0,3.32,,1.0
a8829d63-9c2c-43d8-813e-a85f77c5c844,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Anchois, filets roulés aux câpres, semi-conserve, égoutté",198.0,24.8,1.48,10.3,,1.0,0.86,,1.0
"06c36f41-f981-4d59-ba5f-73508ff2c039",produits sucrés,viennoiseries,"","Brioche, sans précision",401.0,11.3,46.0,19.1,5.7,0.5,7.84,1.13,1.0
b4e13129-4614-4a67-af6f-8d3bef154e0a,produits sucrés,biscuits sucrés,"",Biscuit pâtissier meringué,,7.42,56.0,30.7,46.1,3.62,18.9,0.3,1.0
e5dcebf4-fc4f-4cf8-ba23-7639d40d51af,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"","Pomme de terre, sans peau, rôtie/cuite au four",91.9,1.96,20.1,0.1,1.7,1.5,0.026,0.0036,1.0
"81dc379c-f268-419c-a51b-4a0691221e57","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"","Pomme de terre, bouillie/cuite à l'eau",80.5,1.8,16.7,0.34,0.86,1.8,0.094,0.052,1.0
"2f0e1f84-e17e-4590-a498-f35c145307e7",matières grasses,beurres,"","Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",247.0,0.4,3.8,25.6,,0.0,16.3,0.72,1.0
"6eca7d2a-90e2-4f90-9701-3ceaa084c0a6",aides culinaires et ingrédients divers,épices,"","Coriandre, graine",346.0,12.4,13.0,17.8,,41.9,0.97,0.088,1.0
fd1ae9e8-bfff-4094-ae75-baf732c85288,aides culinaires et ingrédients divers,épices,"",Quatre épices,348.0,6.09,50.5,8.69,,21.6,2.55,0.19,1.0
"3fb4c24a-be93-448a-90b7-ee2d10b490d5","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"",Mélange apéritif de graines salées et raisins secs,560.0,19.6,27.1,39.6,21.6,8.4,4.98,0.42,1.0
bb7a94fb-4684-40d3-be17-69175b67bb76,aides culinaires et ingrédients divers,algues,"","Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté",194.0,7.41,15.7,1.33,,44.6,0.35,10.1,1.0
"3abd3785-6f43-4194-aadb-1b13bda8187d",entrées et plats composés,salades composées et crudités,"","Taboulé ou Salade de couscous, préemballé",179.0,4.88,23.7,6.7,4.9,2.5,0.67,1.0,1.0
"21d33f49-8812-4368-983f-3e915badfc60",entrées et plats composés,salades composées et crudités,"","Salade de pomme de terre à la piémontaise, préemballée",130.0,4.5,8.87,8.3,1.2,0.5,0.82,1.08,1.0
a0213cc5-83b2-4d33-9435-64890eaf4c51,entrées et plats composés,salades composées et crudités,"","Crudité, sans assaisonnement (aliment moyen)",29.9,0.94,3.07,0.7,2.27,1.51,0.12,0.031,1.0
"6743c93a-c87d-40f8-8b3c-42b5f8d7c3b2","viandes, œufs, poissons et assimilés",poissons cuits,"","Maquereau, rôti/cuit au four",228.0,21.5,0.0,15.8,0.0,0.0,4.44,0.21,1.0
aa8fb4e9-8ad8-4d7a-bfe2-e4e01691fc55,entrées et plats composés,feuilletées et autres entrées,"",Nem ou Pâté impérial,216.0,6.48,21.1,11.2,3.02,2.54,2.9,1.52,1.0
"888d1ad9-a9ef-46fb-8809-c862ae4631bb",aides culinaires et ingrédients divers,ingrédients divers,"",Lécithine de soja,779.0,0.0,8.0,83.0,3.3,0.0,12.6,0.038,2.0
fa8f6111-d9b2-4082-9c04-39c29036df06,entrées et plats composés,salades composées et crudités,"","Salade végétale à base de boulgour et/ou quinoa et légumes, préemballée",168.0,4.06,17.4,8.3,4.61,3.3,0.92,0.77,1.0
aa1e5c76-125a-4ed7-a3c1-e13e34f27a8c,"viandes, œufs, poissons et assimilés",poissons cuits,"","Maquereau, frit",186.0,23.6,0.0,10.2,0.0,0.0,2.96,0.21,1.0
"020ab857-4880-4ad2-ad1e-724cd3b1ab1a","viandes, œufs, poissons et assimilés",poissons cuits,"","Merlan, frit",125.0,23.1,0.0,3.61,0.0,0.0,0.94,0.43,1.0
"5ff174cb-16b3-461f-bf8c-03ad3b992a46",entrées et plats composés,salades composées et crudités,"","Salade de chou ou Coleslaw, avec sauce, préemballée",105.0,0.94,5.78,8.1,4.72,3.0,0.63,0.88,1.0
"7a826dc7-a87d-432f-8dc0-01d3d558b45c","viandes, œufs, poissons et assimilés",poissons cuits,"","Merlan, cuit à la vapeur",98.3,23.0,0.0,0.7,0.0,0.0,0.13,0.28,1.0
ebd7b4fc-be88-4ba2-8666-90b0dc858980,"viandes, œufs, poissons et assimilés",poissons cuits,"","Cabillaud, rôti/cuit au four",94.6,22.3,0.0,0.6,0.0,0.0,0.13,0.23,1.0
f8a1e66b-8ef9-4d01-b60a-1231ea98a93a,"viandes, œufs, poissons et assimilés",poissons cuits,"","Morue, salée, bouillie/cuite à l'eau",113.0,26.0,0.0,1.01,0.0,0.0,0.13,5.8,1.0
"6d5f4742-f6ed-4d6f-a331-4210b31d924d","viandes, œufs, poissons et assimilés",poissons cuits,"","Cabillaud, cuit à la vapeur",106.0,24.5,0.0,0.95,0.0,0.0,0.16,0.16,1.0
f2397549-e3b6-4c76-b1c4-1b7be4c7d0c5,"viandes, œufs, poissons et assimilés",poissons cuits,"","Mulet, rôti/cuit au four",143.0,24.8,0.0,4.86,0.0,0.0,1.43,0.18,1.0
b2bdad4b-d8cc-432e-89c5-e6e3be365758,matières grasses,huiles et graisses végétales,"",Huile de sésame,900.0,0.0,0.0,100.0,0.0,0.0,14.9,0.0,2.0
abe3753a-074f-4a11-b65a-e7fd29daf269,"viandes, œufs, poissons et assimilés",poissons cuits,"","Raie, rôtie/cuite au four",96.3,23.0,0.0,0.5,0.0,0.0,0.096,0.38,1.0
bf1640fe-7faf-429a-9ef0-64dfa8e6304a,"viandes, œufs, poissons et assimilés",poissons cuits,"","Roussette ou petite roussette ou saumonette, cuite",256.0,25.4,0.0,17.2,0.0,0.0,4.11,0.2,1.0
f226414d-e97b-48d2-a0b6-0cbcbbfbc486,produits sucrés,biscuits sucrés,"",Macaron sec,,6.9,77.7,10.2,74.0,3.0,0.6,0.2,1.0
e33a243d-76bd-4c95-bd24-527d4d9f502a,"viandes, œufs, poissons et assimilés",poissons cuits,"","Saumon, cuit à la vapeur",195.0,23.0,0.0,11.5,0.0,0.0,2.39,0.13,1.0
d22d3d68-5300-48ce-959f-ec80ca6beb12,"viandes, œufs, poissons et assimilés",poissons cuits,"","Thon, rôti/cuit au four",136.0,29.9,0.0,1.83,0.0,0.0,0.9,0.14,1.0
"14a06dca-7e69-4dc3-80d7-b4a32e286108","viandes, œufs, poissons et assimilés",poissons cuits,"","Sole, cuite à la vapeur",94.6,20.3,0.0,1.48,0.0,0.0,0.2,0.41,1.0
dfd47dbc-32ec-4dc0-b7a9-e7968a8033ec,"viandes, œufs, poissons et assimilés",poissons cuits,"","Sole, rôtie/cuite au four",78.2,15.7,0.0,1.69,0.0,0.0,0.31,0.29,1.0
"8b6bde78-fd13-47b6-80b4-c86ea0e473f6","viandes, œufs, poissons et assimilés",poissons cuits,"","Sole, bouillie/cuite à l'eau",69.0,15.0,0.0,1.0,0.0,0.0,0.2,0.21,1.0
c6a60935-61ce-4188-b88d-16d11c98386b,"viandes, œufs, poissons et assimilés",poissons cuits,"","Églefin, grillé/poêlé",84.9,20.0,0.0,0.55,0.0,0.0,0.11,0.65,1.0
"6b2daec0-9d88-4dc3-8a7c-be70b36e40e8","viandes, œufs, poissons et assimilés",poissons cuits,"","Sardine, grillée",194.0,25.1,0.0,10.4,0.0,0.0,2.9,0.35,1.0
b31cd313-9676-4741-a24c-8edf9481c157,"viandes, œufs, poissons et assimilés",poissons cuits,"","Vivaneau, cuit",121.0,26.3,0.0,1.72,0.0,0.0,0.37,0.14,1.0
"32ac3b5b-be37-4477-b126-d426b20ccd4b","viandes, œufs, poissons et assimilés",poissons cuits,"","Lieu jaune ou colin, cuit",100.0,24.4,0.0,0.5,0.0,0.0,0.01,0.23,1.0
b5139bb9-4bd1-411b-a11b-d481d5e28f83,"viandes, œufs, poissons et assimilés",poissons cuits,"","Saumon, grillé/poêlé",223.0,25.5,0.0,13.5,0.0,0.0,2.87,0.11,1.0
"7edc4e40-693a-470d-9731-9351ccd7b81a","viandes, œufs, poissons et assimilés",poissons cuits,"","Saumon, élevage, rôti/cuit au four",210.0,22.1,0.0,13.5,0.0,0.0,2.5,0.15,1.0
eeb547b7-795c-4d54-b07e-719a65b3eff0,produits sucrés,biscuits sucrés,"","Sablé pâtissier, artisanal",,8.38,59.4,22.9,,3.3,,0.41,1.0
b22b0011-9adc-4286-ba26-927d34472e80,"viandes, œufs, poissons et assimilés",poissons cuits,"","Julienne ou Lingue, cuite",105.0,24.5,0.0,0.82,0.0,0.0,0.00018,0.21,1.0
d73cda33-2d9f-41f2-b101-e6c5163b9450,"viandes, œufs, poissons et assimilés",poissons cuits,"","Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",173.0,17.3,0.0,11.6,0.0,0.0,2.07,0.36,1.0
"5946dcea-6d54-4cd7-9804-2e95837ced1c",entrées et plats composés,sandwichs,"","Sandwich baguette, jambon emmental, préemballé",285.0,13.3,26.9,13.1,2.55,3.0,5.3,1.58,1.0
"8c51c702-88fb-46c3-bb82-ebf4f5e6d7be","viandes, œufs, poissons et assimilés",poissons cuits,"","Anguille, rôtie/cuite au four",229.0,23.6,0.0,15.0,0.0,0.0,3.02,0.16,1.0
"6438f61e-f488-4136-b808-ed322587d171","viandes, œufs, poissons et assimilés",poissons cuits,"","Brochet, rôti/cuit au four",100.0,23.1,0.0,0.88,0.0,0.0,0.15,0.12,1.0
"07e8549e-604a-4dc7-859b-6abbebec27a1","viandes, œufs, poissons et assimilés",poissons cuits,"","Carpe, rôtie/cuite au four",151.0,21.6,0.0,7.17,0.0,0.0,1.27,0.16,1.0
